Year,M,D,H,M,S,alpha,dec
[1928],[8],[17],[0],[0],[0.00],[0.5044845544],[2.456790118]
[1928],[8],[18],[0],[0],[0.00],[0.5026734175],[2.449652920]
[1928],[8],[19],[0],[0],[0.00],[0.5010257908],[2.432809642]
[1928],[8],[20],[0],[0],[0.00],[0.4995491843],[2.417371594]
[1928],[8],[21],[0],[0],[0.00],[0.4978574094],[2.411301155]
[1928],[8],[22],[0],[0],[0.00],[0.4959045737],[2.404491254]
[1928],[8],[23],[0],[0],[0.00],[0.4940706616],[2.387754971]
[1928],[8],[24],[0],[0],[0.00],[0.4924469198],[2.370312969]
[1928],[8],[25],[0],[0],[0.00],[0.4906610710],[2.362302756]
[1928],[8],[26],[0],[0],[0.00],[0.4885875041],[2.355666328]
[1928],[8],[27],[0],[0],[0.00],[0.4865815687],[2.339354772]
[1928],[8],[28],[0],[0],[0.00],[0.4848133497],[2.320241106]
[1928],[8],[29],[0],[0],[0.00],[0.4829422351],[2.310158759]
[1928],[8],[30],[0],[0],[0.00],[0.4807686107],[2.303502019]
[1928],[8],[31],[0],[0],[0.00],[0.4786070548],[2.287874954]
[1928],[9],[1],[0],[0],[0.00],[0.4766982047],[2.267467336]
[1928],[9],[2],[0],[0],[0.00],[0.4747488640],[2.255247401]
[1928],[9],[3],[0],[0],[0.00],[0.4724948864],[2.248336044]
[1928],[9],[4],[0],[0],[0.00],[0.4701959685],[2.233585765]
[1928],[9],[5],[0],[0],[0.00],[0.4681514605],[2.212293559]
[1928],[9],[6],[0],[0],[0.00],[0.4661296203],[2.197934629]
[1928],[9],[7],[0],[0],[0.00],[0.4638138246],[2.190520068]
[1928],[9],[8],[0],[0],[0.00],[0.4613977885],[2.176763094]
[1928],[9],[9],[0],[0],[0.00],[0.4592251491],[2.155014711]
[1928],[9],[10],[0],[0],[0.00],[0.4571363494],[2.138597738]
[1928],[9],[11],[0],[0],[0.00],[0.4547770749],[2.130430361]
[1928],[9],[12],[0],[0],[0.00],[0.4522667666],[2.117719898]
[1928],[9],[13],[0],[0],[0.00],[0.4499770346],[2.095951123]
[1928],[9],[14],[0],[0],[0.00],[0.4478276789],[2.077643524]
[1928],[9],[15],[0],[0],[0.00],[0.4454430985],[2.068498998]
[1928],[9],[16],[0],[0],[0.00],[0.4428635774],[2.056825026]
[1928],[9],[17],[0],[0],[0.00],[0.4404712405],[2.035462999]
[1928],[9],[18],[0],[0],[0.00],[0.4382685191],[2.015511354]
[1928],[9],[19],[0],[0],[0.00],[0.4358758509],[2.005200529]
[1928],[9],[20],[0],[0],[0.00],[0.4332530904],[1.994489683]
[1928],[9],[21],[0],[0],[0.00],[0.4307752813],[1.973931377]
[1928],[9],[22],[0],[0],[0.00],[0.4285266025],[1.952653846]
[1928],[9],[23],[0],[0],[0.00],[0.4261412993],[1.941030174]
[1928],[9],[24],[0],[0],[0.00],[0.4235010257],[1.931152826]
[1928],[9],[25],[0],[0],[0.00],[0.4209567609],[1.911741053]
[1928],[9],[26],[0],[0],[0.00],[0.4186698655],[1.889508881]
[1928],[9],[27],[0],[0],[0.00],[0.4163050903],[1.876478633]
[1928],[9],[28],[0],[0],[0.00],[0.4136720212],[1.867251516]
[1928],[9],[29],[0],[0],[0.00],[0.4110818159],[1.849264627]
[1928],[9],[30],[0],[0],[0.00],[0.4087646351],[1.826488958]
[1928],[10],[1],[0],[0],[0.00],[0.4064314670],[1.812013421]
[1928],[10],[2],[0],[0],[0.00],[0.4038285978],[1.803220420]
[1928],[10],[3],[0],[0],[0.00],[0.4012140622],[1.786856757]
[1928],[10],[4],[0],[0],[0.00],[0.3988753568],[1.763974733]
[1928],[10],[5],[0],[0],[0.00],[0.3965829059],[1.748087648]
[1928],[10],[6],[0],[0],[0.00],[0.3940319177],[1.739491195]
[1928],[10],[7],[0],[0],[0.00],[0.3914162805],[1.724879099]
[1928],[10],[8],[0],[0],[0.00],[0.3890668714],[1.702340701]
[1928],[10],[9],[0],[0],[0.00],[0.3868240688],[1.685153190]
[1928],[10],[10],[0],[0],[0.00],[0.3843459662],[1.676522500]
[1928],[10],[11],[0],[0],[0.00],[0.3817545409],[1.663714598]
[1928],[10],[12],[0],[0],[0.00],[0.3794081233],[1.641970576]
[1928],[10],[13],[0],[0],[0.00],[0.3772238220],[1.623675320]
[1928],[10],[14],[0],[0],[0.00],[0.3748386329],[1.614798049]
[1928],[10],[15],[0],[0],[0.00],[0.3722977036],[1.603781614]
[1928],[10],[16],[0],[0],[0.00],[0.3699700521],[1.583261530]
[1928],[10],[17],[0],[0],[0.00],[0.3678526484],[1.564124343]
[1928],[10],[18],[0],[0],[0.00],[0.3655781286],[1.554820797]
[1928],[10],[19],[0],[0],[0.00],[0.3631136002],[1.545513906]
[1928],[10],[20],[0],[0],[0.00],[0.3608217784],[1.526605793]
[1928],[10],[21],[0],[0],[0.00],[0.3587787728],[1.506952435]
[1928],[10],[22],[0],[0],[0.00],[0.3566299113],[1.497081238]
[1928],[10],[23],[0],[0],[0.00],[0.3542664961],[1.489335472]
[1928],[10],[24],[0],[0],[0.00],[0.3520284986],[1.472363651]
[1928],[10],[25],[0],[0],[0.00],[0.3500667154],[1.452562017]
[1928],[10],[26],[0],[0],[0.00],[0.3480555437],[1.442026659]
[1928],[10],[27],[0],[0],[0.00],[0.3458159838],[1.435643968]
[1928],[10],[28],[0],[0],[0.00],[0.3436502511],[1.420856907]
[1928],[10],[29],[0],[0],[0.00],[0.3417758529],[1.401309418]
[1928],[10],[30],[0],[0],[0.00],[0.3399112323],[1.390070653]
[1928],[10],[31],[0],[0],[0.00],[0.3378159279],[1.384812103]
[1928],[11],[1],[0],[0],[0.00],[0.3357411871],[1.372380836]
[1928],[11],[2],[0],[0],[0.00],[0.3339604099],[1.353503919]
[1928],[11],[3],[0],[0],[0.00],[0.3322491590],[1.341587739]
[1928],[11],[4],[0],[0],[0.00],[0.3303167643],[1.337200843]
[1928],[11],[5],[0],[0],[0.00],[0.3283531901],[1.327212993]
[1928],[11],[6],[0],[0],[0.00],[0.3266740586],[1.309434170]
[1928],[11],[7],[0],[0],[0.00],[0.3251221578],[1.296941835]
[1928],[11],[8],[0],[0],[0.00],[0.3233703343],[1.293174083]
[1928],[11],[9],[0],[0],[0.00],[0.3215391049],[1.285650374]
[1928],[11],[10],[0],[0],[0.00],[0.3199712916],[1.269383500]
[1928],[11],[11],[0],[0],[0.00],[0.3185835842],[1.256492602]
[1928],[11],[12],[0],[0],[0.00],[0.3170275579],[1.253112309]
[1928],[11],[13],[0],[0],[0.00],[0.3153497116],[1.247994414]
[1928],[11],[14],[0],[0],[0.00],[0.3139036575],[1.233627368]
[1928],[11],[15],[0],[0],[0.00],[0.3126833294],[1.220573095]
[1928],[11],[16],[0],[0],[0.00],[0.3113353292],[1.217372034]
[1928],[11],[17],[0],[0],[0.00],[0.3098305730],[1.214531133]
[1928],[11],[18],[0],[0],[0.00],[0.3085171948],[1.202395081]
[1928],[11],[19],[0],[0],[0.00],[0.3074657749],[1.189466815]
[1928],[11],[20],[0],[0],[0.00],[0.3063344993],[1.186272109]
[1928],[11],[21],[0],[0],[0.00],[0.3050207060],[1.185513056]
[1928],[11],[22],[0],[0],[0.00],[0.3038510006],[1.175873747]
[1928],[11],[23],[0],[0],[0.00],[0.3029685658],[1.163395891]
[1928],[11],[24],[0],[0],[0.00],[0.3020591023],[1.160079125]
[1928],[11],[25],[0],[0],[0.00],[0.3009516573],[1.161154433]
[1928],[11],[26],[0],[0],[0.00],[0.2999365271],[1.154199592]
[1928],[11],[27],[0],[0],[0.00],[0.2992220154],[1.142520209]
[1928],[11],[28],[0],[0],[0.00],[0.2985361755],[1.139003791]
[1928],[11],[29],[0],[0],[0.00],[0.2976479525],[1.141630143]
[1928],[11],[30],[0],[0],[0.00],[0.2967986461],[1.137463820]
[1928],[12],[1],[0],[0],[0.00],[0.2962510826],[1.126947718]
[1928],[12],[2],[0],[0],[0.00],[0.2957885451],[1.123220521]
[1928],[12],[3],[0],[0],[0.00],[0.2951309591],[1.127102780]
[1928],[12],[4],[0],[0],[0.00],[0.2944599060],[1.125759083]
[1928],[12],[5],[0],[0],[0.00],[0.2940798312],[1.116772084]
[1928],[12],[6],[0],[0],[0.00],[0.2938391690],[1.112897574]
[1928],[12],[7],[0],[0],[0.00],[0.2934219146],[1.117743813]
[1928],[12],[8],[0],[0],[0.00],[0.2929422158],[1.119177435]
[1928],[12],[9],[0],[0],[0.00],[0.2927310028],[1.112072999]
[1928],[12],[10],[0],[0],[0.00],[0.2927088973],[1.108175832]
[1928],[12],[11],[0],[0],[0.00],[0.2925389154],[1.113709447]
[1928],[12],[12],[0],[0],[0.00],[0.2922627389],[1.117803869]
[1928],[12],[13],[0],[0],[0.00],[0.2922221752],[1.112895123]
[1928],[12],[14],[0],[0],[0.00],[0.2924131686],[1.109161507]
[1928],[12],[15],[0],[0],[0.00],[0.2924938798],[1.115129237]
[1928],[12],[16],[0],[0],[0.00],[0.2924320290],[1.121695296]
[1928],[12],[17],[0],[0],[0.00],[0.2925639207],[1.119246298]
[1928],[12],[18],[0],[0],[0.00],[0.2929607373],[1.115903191]
[1928],[12],[19],[0],[0],[0.00],[0.2932920273],[1.122087155]
[1928],[12],[20],[0],[0],[0.00],[0.2934533261],[1.130871677]
[1928],[12],[21],[0],[0],[0.00],[0.2937597189],[1.131073310]
[1928],[12],[22],[0],[0],[0.00],[0.2943535781],[1.128383394]
[1928],[12],[23],[0],[0],[0.00],[0.2949318056],[1.134606020]
[1928],[12],[24],[0],[0],[0.00],[0.2953228310],[1.145309827]
[1928],[12],[25],[0],[0],[0.00],[0.2958058346],[1.148281348]
[1928],[12],[26],[0],[0],[0.00],[0.2965871044],[1.146531743]
[1928],[12],[27],[0],[0],[0.00],[0.2974056640],[1.152672140]
[1928],[12],[28],[0],[0],[0.00],[0.2980310213],[1.164966033]
[1928],[12],[29],[0],[0],[0.00],[0.2986936325],[1.170751625]
[1928],[12],[30],[0],[0],[0.00],[0.2996533486],[1.170243475]
[1928],[12],[31],[0],[0],[0.00],[0.3007040818],[1.176247499]
[1929],[1],[1],[0],[0],[0.00],[0.3015673083],[1.189793859]
[1929],[1],[2],[0],[0],[0.00],[0.3024141675],[1.198366537]
[1929],[1],[3],[0],[0],[0.00],[0.3035449143],[1.199406363]
[1929],[1],[4],[0],[0],[0.00],[0.3048184577],[1.205288289]
[1929],[1],[5],[0],[0],[0.00],[0.3059213463],[1.219756058]
[1929],[1],[6],[0],[0],[0.00],[0.3069573734],[1.231019005]
[1929],[1],[7],[0],[0],[0.00],[0.3082525204],[1.233894208]
[1929],[1],[8],[0],[0],[0.00],[0.3097373906],[1.239735038]
[1929],[1],[9],[0],[0],[0.00],[0.3110787688],[1.254806381]
[1929],[1],[10],[0],[0],[0.00],[0.3123082669],[1.268589908]
[1929],[1],[11],[0],[0],[0.00],[0.3137615249],[1.273553929]
[1929],[1],[12],[0],[0],[0.00],[0.3154444109],[1.279481877]
[1929],[1],[13],[0],[0],[0.00],[0.3170199371],[1.294865180]
[1929],[1],[14],[0],[0],[0.00],[0.3184459761],[1.310931585]
[1929],[1],[15],[0],[0],[0.00],[0.3200517220],[1.318182802]
[1929],[1],[16],[0],[0],[0.00],[0.3219176696],[1.324376904]
[1929],[1],[17],[0],[0],[0.00],[0.3237197558],[1.339813147]
[1929],[1],[18],[0],[0],[0.00],[0.3253439554],[1.357869015]
[1929],[1],[19],[0],[0],[0.00],[0.3270969633],[1.367545660]
[1929],[1],[20],[0],[0],[0.00],[0.3291300833],[1.374214339]
[1929],[1],[21],[0],[0],[0.00],[0.3311480200],[1.389493716]
[1929],[1],[22],[0],[0],[0.00],[0.3329702392],[1.409202460]
[1929],[1],[23],[0],[0],[0.00],[0.3348662560],[1.421372552]
[1929],[1],[24],[0],[0],[0.00],[0.3370505000],[1.428754795]
[1929],[1],[25],[0],[0],[0.00],[0.3392715284],[1.443719900]
[1929],[1],[26],[0],[0],[0.00],[0.3412905928],[1.464723720]
[1929],[1],[27],[0],[0],[0.00],[0.3433271053],[1.479388791]
[1929],[1],[28],[0],[0],[0.00],[0.3456479601],[1.487741244]
[1929],[1],[29],[0],[0],[0.00],[0.3480582575],[1.502308642]
[1929],[1],[30],[0],[0],[0.00],[0.3502722724],[1.524246591]
[1929],[1],[31],[0],[0],[0.00],[0.3524486089],[1.541345611]
[1929],[2],[1],[0],[0],[0.00],[0.3548931999],[1.550930657]
[1929],[2],[2],[0],[0],[0.00],[0.3574777005],[1.565083720]
[1929],[2],[3],[0],[0],[0.00],[0.3598829389],[1.587599654]
[1929],[2],[4],[0],[0],[0.00],[0.3621988809],[1.607000949]
[1929],[2],[5],[0],[0],[0.00],[0.3647552455],[1.618063558]
[1929],[2],[6],[0],[0],[0.00],[0.3674970694],[1.631844141]
[1929],[2],[7],[0],[0],[0.00],[0.3700871686],[1.654598378]
[1929],[2],[8],[0],[0],[0.00],[0.3725421403],[1.676102231]
[1929],[2],[9],[0],[0],[0.00],[0.3751993158],[1.688853564]
[1929],[2],[10],[0],[0],[0.00],[0.3780800171],[1.702360058]
[1929],[2],[11],[0],[0],[0.00],[0.3808457648],[1.725036338]
[1929],[2],[12],[0],[0],[0.00],[0.3834384645],[1.748382806]
[1929],[2],[13],[0],[0],[0.00],[0.3861863310],[1.762987847]
[1929],[2],[14],[0],[0],[0.00],[0.3891864351],[1.776361384]
[1929],[2],[15],[0],[0],[0.00],[0.3921156565],[1.798683844]
[1929],[2],[16],[0],[0],[0.00],[0.3948436475],[1.823556465]
[1929],[2],[17],[0],[0],[0.00],[0.3976733645],[1.840120646]
[1929],[2],[18],[0],[0],[0.00],[0.4007728726],[1.853541529]
[1929],[2],[19],[0],[0],[0.00],[0.4038510897],[1.875275836]
[1929],[2],[20],[0],[0],[0.00],[0.4067109869],[1.901327326]
[1929],[2],[21],[0],[0],[0.00],[0.4096153697],[1.919895629]
[1929],[2],[22],[0],[0],[0.00],[0.4127952950],[1.933575205]
[1929],[2],[23],[0],[0],[0.00],[0.4160065494],[1.954553688]
[1929],[2],[24],[0],[0],[0.00],[0.4189945988],[1.981415813]
[1929],[2],[25],[0],[0],[0.00],[0.4219689344],[2.001976161]
[1929],[2],[26],[0],[0],[0.00],[0.4252121092],[2.016150181]
[1929],[2],[27],[0],[0],[0.00],[0.4285397685],[2.036272146]
[1929],[2],[28],[0],[0],[0.00],[0.4316515000],[2.063578370]
[1929],[3],[1],[0],[0],[0.00],[0.4346929636],[2.086053943]
[1929],[3],[2],[0],[0],[0.00],[0.4379840928],[2.100962968]
[1929],[3],[3],[0],[0],[0.00],[0.4414102122],[2.120194617]
[1929],[3],[4],[0],[0],[0.00],[0.4446393972],[2.147579855]
[1929],[3],[5],[0],[0],[0.00],[0.4477457196],[2.171828906]
[1929],[3],[6],[0],[0],[0.00],[0.4510706734],[2.187698207]
[1929],[3],[7],[0],[0],[0.00],[0.4545757045],[2.206066792]
[1929],[3],[8],[0],[0],[0.00],[0.4579135904],[2.233182096]
[1929],[3],[9],[0],[0],[0.00],[0.4610824373],[2.258998183]
[1929],[3],[10],[0],[0],[0.00],[0.4644283750],[2.276023082]
[1929],[3],[11],[0],[0],[0.00],[0.4679916455],[2.293608102]
[1929],[3],[12],[0],[0],[0.00],[0.4714268473],[2.320131489]
[1929],[3],[13],[0],[0],[0.00],[0.4746554380],[2.347245595]
[1929],[3],[14],[0],[0],[0.00],[0.4780109715],[2.365578513]
[1929],[3],[15],[0],[0],[0.00],[0.4816110297],[2.382508469]
[1929],[3],[16],[0],[0],[0.00],[0.4851296312],[2.408152945]
[1929],[3],[17],[0],[0],[0.00],[0.4884144087],[2.436250344]
[1929],[3],[18],[0],[0],[0.00],[0.4917697846],[2.455988317]
[1929],[3],[19],[0],[0],[0.00],[0.4953854821],[2.472432480]
[1929],[3],[20],[0],[0],[0.00],[0.4989715649],[2.496964081]
[1929],[3],[21],[0],[0],[0.00],[0.5023086499],[2.525694868]
[1929],[3],[22],[0],[0],[0.00],[0.5056566511],[2.546884631]
[1929],[3],[23],[0],[0],[0.00],[0.5092683628],[2.563049161]
[1929],[3],[24],[0],[0],[0.00],[0.5129053530],[2.586294793]
[1929],[3],[25],[0],[0],[0.00],[0.5162907571],[2.615298587]
[1929],[3],[26],[0],[0],[0.00],[0.5196269326],[2.637926822]
[1929],[3],[27],[0],[0],[0.00],[0.5232173151],[2.654044858]
[1929],[3],[28],[0],[0],[0.00],[0.5268876526],[2.675904271]
[1929],[3],[29],[0],[0],[0.00],[0.5303165739],[2.704814339]
[1929],[3],[30],[0],[0],[0.00],[0.5336381553],[2.728811256]
[1929],[3],[31],[0],[0],[0.00],[0.5371915144],[2.745120196]
[1929],[4],[1],[0],[0],[0.00],[0.5408763825],[2.765556006]
[1929],[4],[2],[0],[0],[0.00],[0.5443419628],[2.794010597]
[1929],[4],[3],[0],[0],[0.00],[0.5476468437],[2.819234864]
[1929],[4],[4],[0],[0],[0.00],[0.5511490055],[2.835959200]
[1929],[4],[5],[0],[0],[0.00],[0.5548281563],[2.854993737]
[1929],[4],[6],[0],[0],[0.00],[0.5583212739],[2.882643394]
[1929],[4],[7],[0],[0],[0.00],[0.5616074714],[2.908892181]
[1929],[4],[8],[0],[0],[0.00],[0.5650459077],[2.926227973]
[1929],[4],[9],[0],[0],[0.00],[0.5686982116],[2.943940639]
[1929],[4],[10],[0],[0],[0.00],[0.5722071249],[2.970464475]
[1929],[4],[11],[0],[0],[0.00],[0.5754722386],[2.997476828]
[1929],[4],[12],[0],[0],[0.00],[0.5788360557],[3.015580585]
[1929],[4],[13],[0],[0],[0.00],[0.5824399371],[3.032100803]
[1929],[4],[14],[0],[0],[0.00],[0.5859505073],[3.057215464]
[1929],[4],[15],[0],[0],[0.00],[0.5891917335],[3.084680077]
[1929],[4],[16],[0],[0],[0.00],[0.5924723379],[3.103657832]
[1929],[4],[17],[0],[0],[0.00],[0.5960071508],[3.119157920]
[1929],[4],[18],[0],[0],[0.00],[0.5995040167],[3.142631310]
[1929],[4],[19],[0],[0],[0.00],[0.6027186453],[3.170212059]
[1929],[4],[20],[0],[0],[0.00],[0.6059105453],[3.190119626]
[1929],[4],[21],[0],[0],[0.00],[0.6093578116],[3.204818118]
[1929],[4],[22],[0],[0],[0.00],[0.6128248531],[3.226487310]
[1929],[4],[23],[0],[0],[0.00],[0.6160101196],[3.253832315]
[1929],[4],[24],[0],[0],[0.00],[0.6191104326],[3.274674965]
[1929],[4],[25],[0],[0],[0.00],[0.6224537287],[3.288813146]
[1929],[4],[26],[0],[0],[0.00],[0.6258738724],[3.308582542]
[1929],[4],[27],[0],[0],[0.00],[0.6290256549],[3.335335315]
[1929],[4],[28],[0],[0],[0.00],[0.6320331518],[3.357048343]
[1929],[4],[29],[0],[0],[0.00],[0.6352579087],[3.370874776]
[1929],[4],[30],[0],[0],[0.00],[0.6386126274],[3.388710355]
[1929],[5],[1],[0],[0],[0.00],[0.6417249610],[3.414511870]
[1929],[5],[2],[0],[0],[0.00],[0.6446389575],[3.436969214]
[1929],[5],[3],[0],[0],[0.00],[0.6477322943],[3.450717485]
[1929],[5],[4],[0],[0],[0.00],[0.6510019247],[3.466650843]
[1929],[5],[5],[0],[0],[0.00],[0.6540663107],[3.491160163]
[1929],[5],[6],[0],[0],[0.00],[0.6568864043],[3.514168821]
[1929],[5],[7],[0],[0],[0.00],[0.6598372593],[3.528051292]
[1929],[5],[8],[0],[0],[0.00],[0.6630013816],[3.542167990]
[1929],[5],[9],[0],[0],[0.00],[0.6660069299],[3.565068861]
[1929],[5],[10],[0],[0],[0.00],[0.6687323475],[3.588377729]
[1929],[5],[11],[0],[0],[0.00],[0.6715317465],[3.602563192]
[1929],[5],[12],[0],[0],[0.00],[0.6745699877],[3.615004015]
[1929],[5],[13],[0],[0],[0.00],[0.6775037306],[3.636019487]
[1929],[5],[14],[0],[0],[0.00],[0.6801337098],[3.659331866]
[1929],[5],[15],[0],[0],[0.00],[0.6827755282],[3.673945693]
[1929],[5],[16],[0],[0],[0.00],[0.6856691162],[3.684902198]
[1929],[5],[17],[0],[0],[0.00],[0.6885172378],[3.703814306]
[1929],[5],[18],[0],[0],[0.00],[0.6910514646],[3.726807460]
[1929],[5],[19],[0],[0],[0.00],[0.6935329755],[3.741930443]
[1929],[5],[20],[0],[0],[0.00],[0.6962655406],[3.751638024]
[1929],[5],[21],[0],[0],[0.00],[0.6990136297],[3.768295301]
[1929],[5],[22],[0],[0],[0.00],[0.7014513839],[3.790630864]
[1929],[5],[23],[0],[0],[0.00],[0.7037724602],[3.806282563]
[1929],[5],[24],[0],[0],[0.00],[0.7063296874],[3.815005705]
[1929],[5],[25],[0],[0],[0.00],[0.7089620284],[3.829323054]
[1929],[5],[26],[0],[0],[0.00],[0.7113012019],[3.850653254]
[1929],[5],[27],[0],[0],[0.00],[0.7134630393],[3.866792017]
[1929],[5],[28],[0],[0],[0.00],[0.7158325661],[3.874795820]
[1929],[5],[29],[0],[0],[0.00],[0.7183322029],[3.886755471]
[1929],[5],[30],[0],[0],[0.00],[0.7205685055],[3.906731103]
[1929],[5],[31],[0],[0],[0.00],[0.7225731887],[3.923242653]
[1929],[6],[1],[0],[0],[0.00],[0.7247445183],[3.930786657]
[1929],[6],[2],[0],[0],[0.00],[0.7270935062],[3.940430302]
[1929],[6],[3],[0],[0],[0.00],[0.7292204912],[3.958719215]
[1929],[6],[4],[0],[0],[0.00],[0.7310702408],[3.975427799]
[1929],[6],[5],[0],[0],[0.00],[0.7330352022],[3.982743245]
[1929],[6],[6],[0],[0],[0.00],[0.7352151729],[3.990179094]
[1929],[6],[7],[0],[0],[0.00],[0.7372239770],[4.006475413]
[1929],[6],[8],[0],[0],[0.00],[0.7389210785],[4.023145300]
[1929],[6],[9],[0],[0],[0.00],[0.7406738493],[4.030430346]
[1929],[6],[10],[0],[0],[0.00],[0.7426671010],[4.035819802]
[1929],[6],[11],[0],[0],[0.00],[0.7445473736],[4.049862880]
[1929],[6],[12],[0],[0],[0.00],[0.7460945150],[4.066213790]
[1929],[6],[13],[0],[0],[0.00],[0.7476329863],[4.073620791]
[1929],[6],[14],[0],[0],[0.00],[0.7494241093],[4.077184998]
[1929],[6],[15],[0],[0],[0.00],[0.7511651420],[4.088774200]
[1929],[6],[16],[0],[0],[0.00],[0.7525657013],[4.104503124]
[1929],[6],[17],[0],[0],[0.00],[0.7538913327],[4.112141225]
[1929],[6],[18],[0],[0],[0.00],[0.7554674856],[4.114149266]
[1929],[6],[19],[0],[0],[0.00],[0.7570577847],[4.123154337]
[1929],[6],[20],[0],[0],[0.00],[0.7583145053],[4.137939318]
[1929],[6],[21],[0],[0],[0.00],[0.7594310568],[4.145856720]
[1929],[6],[22],[0],[0],[0.00],[0.7607814885],[4.146601053]
[1929],[6],[23],[0],[0],[0.00],[0.7622082853],[4.152959182]
[1929],[6],[24],[0],[0],[0.00],[0.7633223015],[4.166465176]
[1929],[6],[25],[0],[0],[0.00],[0.7642351381],[4.174639791]
[1929],[6],[26],[0],[0],[0.00],[0.7653512648],[4.174420097]
[1929],[6],[27],[0],[0],[0.00],[0.7666008219],[4.178133126]
[1929],[6],[28],[0],[0],[0.00],[0.7675714212],[4.190027615]
[1929],[6],[29],[0],[0],[0.00],[0.7682866987],[4.198370036]
[1929],[6],[30],[0],[0],[0.00],[0.7691623410],[4.197476269]
[1929],[7],[1],[0],[0],[0.00],[0.7702201919],[4.198619941]
[1929],[7],[2],[0],[0],[0.00],[0.7710444463],[4.208586054]
[1929],[7],[3],[0],[0],[0.00],[0.7715688954],[4.216942012]
[1929],[7],[4],[0],[0],[0.00],[0.7722002924],[4.215643206]
[1929],[7],[5],[0],[0],[0.00],[0.7730521375],[4.214352632]
[1929],[7],[6],[0],[0],[0.00],[0.7737252522],[4.222106751]
[1929],[7],[7],[0],[0],[0.00],[0.7740658886],[4.230261789]
[1929],[7],[8],[0],[0],[0.00],[0.7744527096],[4.228788997]
[1929],[7],[9],[0],[0],[0.00],[0.7750856853],[4.225268541]
[1929],[7],[10],[0],[0],[0.00],[0.7756021186],[4.230573988]
[1929],[7],[11],[0],[0],[0.00],[0.7757672126],[4.238276147]
[1929],[7],[12],[0],[0],[0.00],[0.7759131911],[4.236824597]
[1929],[7],[13],[0],[0],[0.00],[0.7763174408],[4.231338417]
[1929],[7],[14],[0],[0],[0.00],[0.7766714753],[4.234030327]
[1929],[7],[15],[0],[0],[0.00],[0.7766697873],[4.241001830]
[1929],[7],[16],[0],[0],[0.00],[0.7765823074],[4.239717594]
[1929],[7],[17],[0],[0],[0.00],[0.7767504112],[4.232579959]
[1929],[7],[18],[0],[0],[0.00],[0.7769355551],[4.232558185]
[1929],[7],[19],[0],[0],[0.00],[0.7767751174],[4.238500640]
[1929],[7],[20],[0],[0],[0.00],[0.7764638463],[4.237463502]
[1929],[7],[21],[0],[0],[0.00],[0.7763907888],[4.229011131]
[1929],[7],[22],[0],[0],[0.00],[0.7763994753],[4.226248278]
[1929],[7],[23],[0],[0],[0.00],[0.7760868434],[4.230851784]
[1929],[7],[24],[0],[0],[0.00],[0.7755630818],[4.230073569]
[1929],[7],[25],[0],[0],[0.00],[0.7752462926],[4.220650640]
[1929],[7],[26],[0],[0],[0.00],[0.7750701859],[4.215191403]
[1929],[7],[27],[0],[0],[0.00],[0.7746100860],[4.218148819]
[1929],[7],[28],[0],[0],[0.00],[0.7738861726],[4.217570600]
[1929],[7],[29],[0],[0],[0.00],[0.7733256436],[4.207514413]
[1929],[7],[30],[0],[0],[0.00],[0.7729562090],[4.199473045]
[1929],[7],[31],[0],[0],[0.00],[0.7723515797],[4.200499822]
[1929],[8],[1],[0],[0],[0.00],[0.7714406234],[4.199995687]
[1929],[8],[2],[0],[0],[0.00],[0.7706396102],[4.189619276]
[1929],[8],[3],[0],[0],[0.00],[0.7700689937],[4.179184307]
[1929],[8],[4],[0],[0],[0.00],[0.7693215113],[4.178028933]
[1929],[8],[5],[0],[0],[0.00],[0.7682376510],[4.177421264]
[1929],[8],[6],[0],[0],[0.00],[0.7672031649],[4.167007156]
[1929],[8],[7],[0],[0],[0.00],[0.7664259377],[4.154435700]
[1929],[8],[8],[0],[0],[0.00],[0.7655370279],[4.150910278]
[1929],[8],[9],[0],[0],[0.00],[0.7642958302],[4.149980231]
[1929],[8],[10],[0],[0],[0.00],[0.7630395554],[4.139772116]
[1929],[8],[11],[0],[0],[0.00],[0.7620532248],[4.125388586]
[1929],[8],[12],[0],[0],[0.00],[0.7610243591],[4.119368053]
[1929],[8],[13],[0],[0],[0.00],[0.7596417708],[4.117875320]
[1929],[8],[14],[0],[0],[0.00],[0.7581785593],[4.108061791]
[1929],[8],[15],[0],[0],[0.00],[0.7569832590],[4.092234584]
[1929],[8],[16],[0],[0],[0.00],[0.7558147769],[4.083669241]
[1929],[8],[17],[0],[0],[0.00],[0.7543057795],[4.081346631]
[1929],[8],[18],[0],[0],[0.00],[0.7526526771],[4.072050214]
[1929],[8],[19],[0],[0],[0.00],[0.7512506898],[4.055171825]
[1929],[8],[20],[0],[0],[0.00],[0.7499420713],[4.044082031]
[1929],[8],[21],[0],[0],[0.00],[0.7483200669],[4.040655766]
[1929],[8],[22],[0],[0],[0.00],[0.7464957201],[4.031923310]
[1929],[8],[23],[0],[0],[0.00],[0.7448920117],[4.014390906]
[1929],[8],[24],[0],[0],[0.00],[0.7434421010],[4.000871653]
[1929],[8],[25],[0],[0],[0.00],[0.7417188465],[3.996070693]
[1929],[8],[26],[0],[0],[0.00],[0.7397428762],[3.987878808]
[1929],[8],[27],[0],[0],[0.00],[0.7379451216],[3.970080780]
[1929],[8],[28],[0],[0],[0.00],[0.7363526933],[3.954304387]
