Year,M,D,H,M,S,alpha,dec
[1900],[4],[24],[0],[0],[0.00],[16.7929515427],[-22.361796882]
[1900],[4],[25],[0],[0],[0.00],[16.7905015132],[-22.352430398]
[1900],[4],[26],[0],[0],[0.00],[16.7888896694],[-22.350664538]
[1900],[4],[27],[0],[0],[0.00],[16.7862036850],[-22.349997804]
[1900],[4],[28],[0],[0],[0.00],[16.7842410441],[-22.339685253]
[1900],[4],[29],[0],[0],[0.00],[16.7820524785],[-22.343388053]
[1900],[4],[30],[0],[0],[0.00],[16.7793570616],[-22.334127552]
[1900],[5],[1],[0],[0],[0.00],[16.7775570849],[-22.331246510]
[1900],[5],[2],[0],[0],[0.00],[16.7747007510],[-22.330896783]
[1900],[5],[3],[0],[0],[0.00],[16.7725007729],[-22.319865064]
[1900],[5],[4],[0],[0],[0.00],[16.7701833561],[-22.323094205]
[1900],[5],[5],[0],[0],[0.00],[16.7672733209],[-22.314029292]
[1900],[5],[6],[0],[0],[0.00],[16.7653069413],[-22.310055646]
[1900],[5],[7],[0],[0],[0.00],[16.7623132337],[-22.310026445]
[1900],[5],[8],[0],[0],[0.00],[16.7599014698],[-22.298382227]
[1900],[5],[9],[0],[0],[0.00],[16.7574819589],[-22.301098690]
[1900],[5],[10],[0],[0],[0.00],[16.7543894282],[-22.292324400]
[1900],[5],[11],[0],[0],[0.00],[16.7522788833],[-22.287290337]
[1900],[5],[12],[0],[0],[0.00],[16.7491803228],[-22.287577836]
[1900],[5],[13],[0],[0],[0.00],[16.7465827095],[-22.275436257]
[1900],[5],[14],[0],[0],[0.00],[16.7440873305],[-22.277606050]
[1900],[5],[15],[0],[0],[0.00],[16.7408450075],[-22.269208895]
[1900],[5],[16],[0],[0],[0.00],[16.7386123305],[-22.263158367]
[1900],[5],[17],[0],[0],[0.00],[16.7354411817],[-22.263760728]
[1900],[5],[18],[0],[0],[0.00],[16.7326843210],[-22.251243358]
[1900],[5],[19],[0],[0],[0.00],[16.7301381633],[-22.252839270]
[1900],[5],[20],[0],[0],[0.00],[16.7267785577],[-22.244906038]
[1900],[5],[21],[0],[0],[0.00],[16.7244456985],[-22.237895298]
[1900],[5],[22],[0],[0],[0.00],[16.7212337641],[-22.238801433]
[1900],[5],[23],[0],[0],[0.00],[16.7183446435],[-22.226031706]
[1900],[5],[24],[0],[0],[0.00],[16.7157731487],[-22.227032248]
[1900],[5],[25],[0],[0],[0.00],[16.7123304287],[-22.219641663]
[1900],[5],[26],[0],[0],[0.00],[16.7099209368],[-22.211738426]
[1900],[5],[27],[0],[0],[0.00],[16.7067015946],[-22.212940877]
[1900],[5],[28],[0],[0],[0.00],[16.7037107209],[-22.200052179]
[1900],[5],[29],[0],[0],[0.00],[16.7011416040],[-22.200444190]
[1900],[5],[30],[0],[0],[0.00],[16.6976528897],[-22.193676829]
[1900],[5],[31],[0],[0],[0.00],[16.6951937506],[-22.184965421]
[1900],[6],[1],[0],[0],[0.00],[16.6920027162],[-22.186451348]
[1900],[6],[2],[0],[0],[0.00],[16.6889434362],[-22.173578864]
[1900],[6],[3],[0],[0],[0.00],[16.6864057503],[-22.173360607]
[1900],[6],[4],[0],[0],[0.00],[16.6829097920],[-22.167290182]
[1900],[6],[5],[0],[0],[0.00],[16.6804284859],[-22.157858943]
[1900],[6],[6],[0],[0],[0.00],[16.6773006380],[-22.159615516]
[1900],[6],[7],[0],[0],[0.00],[16.6742063645],[-22.146895064]
[1900],[6],[8],[0],[0],[0.00],[16.6717274562],[-22.146067768]
[1900],[6],[9],[0],[0],[0.00],[16.6682612273],[-22.140761452]
[1900],[6],[10],[0],[0],[0.00],[16.6657837980],[-22.130713917]
[1900],[6],[11],[0],[0],[0.00],[16.6627517320],[-22.132727759]
[1900],[6],[12],[0],[0],[0.00],[16.6596540912],[-22.120297017]
[1900],[6],[13],[0],[0],[0.00],[16.6572586116],[-22.118876913]
[1900],[6],[14],[0],[0],[0.00],[16.6538570227],[-22.114393854]
[1900],[6],[15],[0],[0],[0.00],[16.6514075714],[-22.103836846]
[1900],[6],[16],[0],[0],[0.00],[16.6485007467],[-22.106088542]
[1900],[6],[17],[0],[0],[0.00],[16.6454300610],[-22.094080351]
[1900],[6],[18],[0],[0],[0.00],[16.6431408883],[-22.092082015]
[1900],[6],[19],[0],[0],[0.00],[16.6398372901],[-22.088469908]
[1900],[6],[20],[0],[0],[0.00],[16.6374394713],[-22.077520227]
[1900],[6],[21],[0],[0],[0.00],[16.6346864226],[-22.079991344]
[1900],[6],[22],[0],[0],[0.00],[16.6316732902],[-22.068537178]
[1900],[6],[23],[0],[0],[0.00],[16.6295128605],[-22.065989961]
[1900],[6],[24],[0],[0],[0.00],[16.6263410406],[-22.063296663]
[1900],[6],[25],[0],[0],[0.00],[16.6240196776],[-22.052076314]
[1900],[6],[26],[0],[0],[0.00],[16.6214489681],[-22.054747589]
[1900],[6],[27],[0],[0],[0.00],[16.6185257659],[-22.043975395]
[1900],[6],[28],[0],[0],[0.00],[16.6165176782],[-22.040914112]
[1900],[6],[29],[0],[0],[0.00],[16.6135120385],[-22.039172179]
[1900],[6],[30],[0],[0],[0.00],[16.6112927970],[-22.027808875]
[1900],[7],[1],[0],[0],[0.00],[16.6089326082],[-22.030661846]
[1900],[7],[2],[0],[0],[0.00],[16.6061312934],[-22.020690521]
[1900],[7],[3],[0],[0],[0.00],[16.6042971545],[-22.017159447]
[1900],[7],[4],[0],[0],[0.00],[16.6014896542],[-22.016396702]
[1900],[7],[5],[0],[0],[0.00],[16.5993961118],[-22.005019390]
[1900],[7],[6],[0],[0],[0.00],[16.5972705508],[-22.008031657]
[1900],[7],[7],[0],[0],[0.00],[16.5946197601],[-21.998976525]
[1900],[7],[8],[0],[0],[0.00],[16.5929776552],[-21.995024206]
[1900],[7],[9],[0],[0],[0.00],[16.5903960307],[-21.995252721]
[1900],[7],[10],[0],[0],[0.00],[16.5884484643],[-21.983991854]
[1900],[7],[11],[0],[0],[0.00],[16.5865775395],[-21.987140481]
[1900],[7],[12],[0],[0],[0.00],[16.5841031010],[-21.979100035]
[1900],[7],[13],[0],[0],[0.00],[16.5826676721],[-21.974775818]
[1900],[7],[14],[0],[0],[0.00],[16.5803363100],[-21.975999420]
[1900],[7],[15],[0],[0],[0.00],[16.5785529478],[-21.964981857]
[1900],[7],[16],[0],[0],[0.00],[16.5769531632],[-21.968242058]
[1900],[7],[17],[0],[0],[0.00],[16.5746784770],[-21.961309287]
[1900],[7],[18],[0],[0],[0.00],[16.5734623365],[-21.956672163]
[1900],[7],[19],[0],[0],[0.00],[16.5714034059],[-21.958883631]
[1900],[7],[20],[0],[0],[0.00],[16.5698012742],[-21.948233892]
[1900],[7],[21],[0],[0],[0.00],[16.5684879404],[-21.951581205]
[1900],[7],[22],[0],[0],[0.00],[16.5664366186],[-21.945831937]
[1900],[7],[23],[0],[0],[0.00],[16.5654525790],[-21.940941651]
[1900],[7],[24],[0],[0],[0.00],[16.5636881196],[-21.944125033]
[1900],[7],[25],[0],[0],[0.00],[16.5622856352],[-21.933967479]
[1900],[7],[26],[0],[0],[0.00],[16.5612737368],[-21.937377769]
[1900],[7],[27],[0],[0],[0.00],[16.5594688916],[-21.932881402]
[1900],[7],[28],[0],[0],[0.00],[16.5587289765],[-21.927808258]
[1900],[7],[29],[0],[0],[0.00],[16.5572787020],[-21.931936653]
[1900],[7],[30],[0],[0],[0.00],[16.5560921245],[-21.922387881]
[1900],[7],[31],[0],[0],[0.00],[16.5553929870],[-21.925837878]
[1900],[8],[1],[0],[0],[0.00],[16.5538546479],[-21.922647732]
[1900],[8],[2],[0],[0],[0.00],[16.5533673446],[-21.917454583]
[1900],[8],[3],[0],[0],[0.00],[16.5522464584],[-21.922490570]
[1900],[8],[4],[0],[0],[0.00],[16.5512889039],[-21.913660498]
[1900],[8],[5],[0],[0],[0.00],[16.5509095441],[-21.917123010]
[1900],[8],[6],[0],[0],[0.00],[16.5496535279],[-21.915275941]
[1900],[8],[7],[0],[0],[0.00],[16.5494235931],[-21.910031566]
[1900],[8],[8],[0],[0],[0.00],[16.5486431313],[-21.915927645]
[1900],[8],[9],[0],[0],[0.00],[16.5479243048],[-21.907915042]
[1900],[8],[10],[0],[0],[0.00],[16.5478675750],[-21.911366951]
[1900],[8],[11],[0],[0],[0.00],[16.5469065130],[-21.910884648]
[1900],[8],[12],[0],[0],[0.00],[16.5469359093],[-21.905654497]
[1900],[8],[13],[0],[0],[0.00],[16.5465030072],[-21.912352850]
[1900],[8],[14],[0],[0],[0.00],[16.5460305354],[-21.905249474]
[1900],[8],[15],[0],[0],[0.00],[16.5462971201],[-21.908662930]
[1900],[8],[16],[0],[0],[0.00],[16.5456417751],[-21.909550078]
[1900],[8],[17],[0],[0],[0.00],[16.5459319478],[-21.904402303]
[1900],[8],[18],[0],[0],[0.00],[16.5458531886],[-21.911838043]
[1900],[8],[19],[0],[0],[0.00],[16.5456353849],[-21.905724372]
[1900],[8],[20],[0],[0],[0.00],[16.5462258030],[-21.909077307]
[1900],[8],[21],[0],[0],[0.00],[16.5458872146],[-21.911332874]
[1900],[8],[22],[0],[0],[0.00],[16.5464399888],[-21.906336139]
[1900],[8],[23],[0],[0],[0.00],[16.5467204089],[-21.914439320]
[1900],[8],[24],[0],[0],[0.00],[16.5467649433],[-21.909388194]
[1900],[8],[25],[0],[0],[0.00],[16.5476780165],[-21.912658608]
[1900],[8],[26],[0],[0],[0.00],[16.5476648207],[-21.916259338]
[1900],[8],[27],[0],[0],[0.00],[16.5484797719],[-21.911478194]
[1900],[8],[28],[0],[0],[0.00],[16.5491212941],[-21.920172386]
[1900],[8],[29],[0],[0],[0.00],[16.5494331506],[-21.916241659]
[1900],[8],[30],[0],[0],[0.00],[16.5506639183],[-21.919410672]
[1900],[8],[31],[0],[0],[0.00],[16.5509808186],[-21.924325009]
[1900],[9],[1],[0],[0],[0.00],[16.5520543192],[-21.919822600]
[1900],[9],[2],[0],[0],[0.00],[16.5530542104],[-21.929022699]
[1900],[9],[3],[0],[0],[0.00],[16.5536345754],[-21.926259682]
[1900],[9],[4],[0],[0],[0.00],[16.5551744677],[-21.929306925]
[1900],[9],[5],[0],[0],[0.00],[16.5558223816],[-21.935481538]
[1900],[9],[6],[0],[0],[0.00],[16.5571479880],[-21.931315722]
[1900],[9],[7],[0],[0],[0.00],[16.5585000852],[-21.940933983]
[1900],[9],[8],[0],[0],[0.00],[16.5593481492],[-21.939371205]
[1900],[9],[9],[0],[0],[0.00],[16.5611859995],[-21.942276751]
[1900],[9],[10],[0],[0],[0.00],[16.5621632996],[-21.949652149]
[1900],[9],[11],[0],[0],[0.00],[16.5637335012],[-21.945878843]
[1900],[9],[12],[0],[0],[0.00],[16.5654295592],[-21.955822733]
[1900],[9],[13],[0],[0],[0.00],[16.5665436098],[-21.955483181]
[1900],[9],[14],[0],[0],[0.00],[16.5686680538],[-21.958233808]
[1900],[9],[15],[0],[0],[0.00],[16.5699730678],[-21.966737803]
[1900],[9],[16],[0],[0],[0.00],[16.5717810228],[-21.963408525]
[1900],[9],[17],[0],[0],[0.00],[16.5738130281],[-21.973587417]
[1900],[9],[18],[0],[0],[0.00],[16.5751924387],[-21.974479760]
[1900],[9],[19],[0],[0],[0.00],[16.5775923522],[-21.977062423]
[1900],[9],[20],[0],[0],[0.00],[16.5792226093],[-21.986613390]
[1900],[9],[21],[0],[0],[0.00],[16.5812615912],[-21.983778195]
[1900],[9],[22],[0],[0],[0.00],[16.5836198969],[-21.994098646]
[1900],[9],[23],[0],[0],[0.00],[16.5852621588],[-21.996223078]
[1900],[9],[24],[0],[0],[0.00],[16.5879243446],[-21.998633971]
[1900],[9],[25],[0],[0],[0.00],[16.5898742160],[-22.009141427]
[1900],[9],[26],[0],[0],[0.00],[16.5921346552],[-22.006845182]
[1900],[9],[27],[0],[0],[0.00],[16.5948056158],[-22.017216066]
[1900],[9],[28],[0],[0],[0.00],[16.5967050607],[-22.020559444]
[1900],[9],[29],[0],[0],[0.00],[16.5996131067],[-22.022787255]
[1900],[9],[30],[0],[0],[0.00],[16.6018732261],[-22.034148059]
[1900],[10],[1],[0],[0],[0.00],[16.6043434464],[-22.032427353]
[1900],[10],[2],[0],[0],[0.00],[16.6073105659],[-22.042753572]
[1900],[10],[3],[0],[0],[0.00],[16.6094590745],[-22.047288576]
[1900],[10],[4],[0],[0],[0.00],[16.6125944615],[-22.049331620]
[1900],[10],[5],[0],[0],[0.00],[16.6151530241],[-22.061440445]
[1900],[10],[6],[0],[0],[0.00],[16.6178196343],[-22.060328464]
[1900],[10],[7],[0],[0],[0.00],[16.6210638612],[-22.070523193]
[1900],[10],[8],[0],[0],[0.00],[16.6234518451],[-22.076213566]
[1900],[10],[9],[0],[0],[0.00],[16.6267952609],[-22.078069750]
[1900],[10],[10],[0],[0],[0.00],[16.6296390380],[-22.090811662]
[1900],[10],[11],[0],[0],[0.00],[16.6324889920],[-22.090337034]
[1900],[10],[12],[0],[0],[0.00],[16.6359918351],[-22.100312440]
[1900],[10],[13],[0],[0],[0.00],[16.6386105183],[-22.107109448]
[1900],[10],[14],[0],[0],[0.00],[16.6421441447],[-22.108783795]
[1900],[10],[15],[0],[0],[0.00],[16.6452609525],[-22.122043056]
[1900],[10],[16],[0],[0],[0.00],[16.6482829086],[-22.122228110]
[1900],[10],[17],[0],[0],[0.00],[16.6520259851],[-22.131903338]
[1900],[10],[18],[0],[0],[0.00],[16.6548666724],[-22.139755443]
[1900],[10],[19],[0],[0],[0.00],[16.6585725768],[-22.141256592]
[1900],[10],[20],[0],[0],[0.00],[16.6619480440],[-22.154914981]
[1900],[10],[21],[0],[0],[0.00],[16.6651292248],[-22.155781217]
[1900],[10],[22],[0],[0],[0.00],[16.6690918341],[-22.165082248]
[1900],[10],[23],[0],[0],[0.00],[16.6721431075],[-22.173923216]
[1900],[10],[24],[0],[0],[0.00],[16.6760008303],[-22.175260215]
[1900],[10],[25],[0],[0],[0.00],[16.6796177532],[-22.189196292]
[1900],[10],[26],[0],[0],[0.00],[16.6829433529],[-22.190752347]
[1900],[10],[27],[0],[0],[0.00],[16.6871020373],[-22.199607618]
[1900],[10],[28],[0],[0],[0.00],[16.6903500610],[-22.209366003]
[1900],[10],[29],[0],[0],[0.00],[16.6943376064],[-22.210551697]
[1900],[10],[30],[0],[0],[0.00],[16.6981760077],[-22.224642459]
[1900],[10],[31],[0],[0],[0.00],[16.7016292064],[-22.226896632]
[1900],[11],[1],[0],[0],[0.00],[16.7059585099],[-22.235243635]
[1900],[11],[2],[0],[0],[0.00],[16.7093873640],[-22.245836212]
[1900],[11],[3],[0],[0],[0.00],[16.7134815270],[-22.246885531]
[1900],[11],[4],[0],[0],[0.00],[16.7175198022],[-22.261009629]
[1900],[11],[5],[0],[0],[0.00],[16.7210838908],[-22.263961387]
[1900],[11],[6],[0],[0],[0.00],[16.7255581649],[-22.271741000]
[1900],[11],[7],[0],[0],[0.00],[16.7291520434],[-22.283082794]
[1900],[11],[8],[0],[0],[0.00],[16.7333311327],[-22.284016208]
[1900],[11],[9],[0],[0],[0.00],[16.7375482686],[-22.298054258]
[1900],[11],[10],[0],[0],[0.00],[16.7412079133],[-22.301700573]
[1900],[11],[11],[0],[0],[0.00],[16.7458029608],[-22.308865499]
[1900],[11],[12],[0],[0],[0.00],[16.7495473774],[-22.320865118]
[1900],[11],[13],[0],[0],[0.00],[16.7537910712],[-22.321702226]
[1900],[11],[14],[0],[0],[0.00],[16.7581664001],[-22.335540022]
[1900],[11],[15],[0],[0],[0.00],[16.7619071818],[-22.339871218]
[1900],[11],[16],[0],[0],[0.00],[16.7665985223],[-22.346380230]
[1900],[11],[17],[0],[0],[0.00],[16.7704774768],[-22.358943530]
[1900],[11],[18],[0],[0],[0.00],[16.7747647087],[-22.359711987]
[1900],[11],[19],[0],[0],[0.00],[16.7792754150],[-22.373238384]
[1900],[11],[20],[0],[0],[0.00],[16.7830807789],[-22.378240349]
[1900],[11],[21],[0],[0],[0.00],[16.7878418594],[-22.384064619]
[1900],[11],[22],[0],[0],[0.00],[16.7918369992],[-22.397091292]
[1900],[11],[23],[0],[0],[0.00],[16.7961449565],[-22.397815704]
[1900],[11],[24],[0],[0],[0.00],[16.8007655290],[-22.410924897]
[1900],[11],[25],[0],[0],[0.00],[16.8046173066],[-22.416579390]
[1900],[11],[26],[0],[0],[0.00],[16.8094198643],[-22.421691154]
[1900],[11],[27],[0],[0],[0.00],[16.8135105290],[-22.435077339]
[1900],[11],[28],[0],[0],[0.00],[16.8178155800],[-22.435784985]
[1900],[11],[29],[0],[0],[0.00],[16.8225190677],[-22.448373903]
[1900],[11],[30],[0],[0],[0.00],[16.8263982400],[-22.454654170]
[1900],[12],[1],[0],[0],[0.00],[16.8312135512],[-22.459039076]
[1900],[12],[2],[0],[0],[0.00],[16.8353787523],[-22.472683024]
[1900],[12],[3],[0],[0],[0.00],[16.8396578743],[-22.473403869]
[1900],[12],[4],[0],[0],[0.00],[16.8444171848],[-22.485382701]
[1900],[12],[5],[0],[0],[0.00],[16.8483057922],[-22.492261162]
[1900],[12],[6],[0],[0],[0.00],[16.8531066542],[-22.495911445]
[1900],[12],[7],[0],[0],[0.00],[16.8573262594],[-22.509706218]
[1900],[12],[8],[0],[0],[0.00],[16.8615585945],[-22.510469885]
[1900],[12],[9],[0],[0],[0.00],[16.8663486536],[-22.521750133]
[1900],[12],[10],[0],[0],[0.00],[16.8702307443],[-22.529189636]
[1900],[12],[11],[0],[0],[0.00],[16.8749919217],[-22.532107710]
[1900],[12],[12],[0],[0],[0.00],[16.8792468553],[-22.545950918]
[1900],[12],[13],[0],[0],[0.00],[16.8834128772],[-22.546789900]
[1900],[12],[14],[0],[0],[0.00],[16.8882079538],[-22.557295897]
[1900],[12],[15],[0],[0],[0.00],[16.8920667517],[-22.565263503]
[1900],[12],[16],[0],[0],[0.00],[16.8967621138],[-22.567461735]
[1900],[12],[17],[0],[0],[0.00],[16.9010308403],[-22.581249285]
[1900],[12],[18],[0],[0],[0.00],[16.9051095879],[-22.582196248]
[1900],[12],[19],[0],[0],[0.00],[16.9098821275],[-22.591860073]
[1900],[12],[20],[0],[0],[0.00],[16.9136993519],[-22.600311428]
[1900],[12],[21],[0],[0],[0.00],[16.9183014420],[-22.601805529]
[1900],[12],[22],[0],[0],[0.00],[16.9225609435],[-22.615435711]
[1900],[12],[23],[0],[0],[0.00],[16.9265309048],[-22.616519296]
[1900],[12],[24],[0],[0],[0.00],[16.9312518604],[-22.625280110]
[1900],[12],[25],[0],[0],[0.00],[16.9350080748],[-22.634170921]
[1900],[12],[26],[0],[0],[0.00],[16.9394892171],[-22.634986523]
[1900],[12],[27],[0],[0],[0.00],[16.9437153181],[-22.648358361]
[1900],[12],[28],[0],[0],[0.00],[16.9475547264],[-22.649610673]
[1900],[12],[29],[0],[0],[0.00],[16.9521949798],[-22.657421493]
[1900],[12],[30],[0],[0],[0.00],[16.9558709947],[-22.666700327]
[1900],[12],[31],[0],[0],[0.00],[16.9602045242],[-22.666870136]
[1901],[1],[1],[0],[0],[0.00],[16.9643737723],[-22.679887753]
[1901],[1],[2],[0],[0],[0.00],[16.9680634339],[-22.681336384]
