[Year],[M],[D],[H],[M],[S],[alpha],[dec]
[1932],[2],[16],[0],[0],[0.00],[10.6542892134],[9.361024288]
[1932],[2],[17],[0],[0],[0.00],[10.6527828820],[9.369690798]
[1932],[2],[18],[0],[0],[0.00],[10.6511204357],[9.382597528]
[1932],[2],[19],[0],[0],[0.00],[10.6492455136],[9.397244556]
[1932],[2],[20],[0],[0],[0.00],[10.6473158665],[9.409352003]
[1932],[2],[21],[0],[0],[0.00],[10.6455405949],[9.417297161]
[1932],[2],[22],[0],[0],[0.00],[10.6439638354],[9.423795800]
[1932],[2],[23],[0],[0],[0.00],[10.6424193924],[9.433079213]
[1932],[2],[24],[0],[0],[0.00],[10.6407038090],[9.446496251]
[1932],[2],[25],[0],[0],[0.00],[10.6387882020],[9.461110584]
[1932],[2],[26],[0],[0],[0.00],[10.6368490292],[9.472745388]
[1932],[2],[27],[0],[0],[0.00],[10.6350858825],[9.480313600]
[1932],[2],[28],[0],[0],[0.00],[10.6335150082],[9.486943026]
[1932],[2],[29],[0],[0],[0.00],[10.6319529295],[9.496724909]
[1932],[3],[1],[0],[0],[0.00],[10.6302075216],[9.510461548]
[1932],[3],[2],[0],[0],[0.00],[10.6282781294],[9.524831307]
[1932],[3],[3],[0],[0],[0.00],[10.6263571017],[9.535832673]
[1932],[3],[4],[0],[0],[0.00],[10.6246311343],[9.542932005]
[1932],[3],[5],[0],[0],[0.00],[10.6230882026],[9.549613439]
[1932],[3],[6],[0],[0],[0.00],[10.6215306061],[9.559756662]
[1932],[3],[7],[0],[0],[0.00],[10.6197808693],[9.573604482]
[1932],[3],[8],[0],[0],[0.00],[10.6178666668],[9.587509070]
[1932],[3],[9],[0],[0],[0.00],[10.6159929670],[9.597714266]
[1932],[3],[10],[0],[0],[0.00],[10.6143302489],[9.604248564]
[1932],[3],[11],[0],[0],[0.00],[10.6128382259],[9.610891240]
[1932],[3],[12],[0],[0],[0.00],[10.6113082342],[9.621243538]
[1932],[3],[13],[0],[0],[0.00],[10.6095804932],[9.634986313]
[1932],[3],[14],[0],[0],[0.00],[10.6077106056],[9.648210412]
[1932],[3],[15],[0],[0],[0.00],[10.6059126616],[9.657470259]
[1932],[3],[16],[0],[0],[0.00],[10.6043378994],[9.663354784]
[1932],[3],[17],[0],[0],[0.00],[10.6029183185],[9.669871846]
[1932],[3],[18],[0],[0],[0.00],[10.6014378043],[9.680282420]
[1932],[3],[19],[0],[0],[0.00],[10.5997570545],[9.693712864]
[1932],[3],[20],[0],[0],[0.00],[10.5979587281],[9.706061783]
[1932],[3],[21],[0],[0],[0.00],[10.5962623779],[9.714253378]
[1932],[3],[22],[0],[0],[0.00],[10.5947973196],[9.719425096]
[1932],[3],[23],[0],[0],[0.00],[10.5934689046],[9.725742892]
[1932],[3],[24],[0],[0],[0.00],[10.5920572631],[9.736071859]
[1932],[3],[25],[0],[0],[0.00],[10.5904460566],[9.749000874]
[1932],[3],[26],[0],[0],[0.00],[10.5887437212],[9.760307892]
[1932],[3],[27],[0],[0],[0.00],[10.5871716045],[9.767338345]
[1932],[3],[28],[0],[0],[0.00],[10.5858349246],[9.771755553]
[1932],[3],[29],[0],[0],[0.00],[10.5846140634],[9.777809629]
[1932],[3],[30],[0],[0],[0.00],[10.5832892852],[9.787920727]
[1932],[3],[31],[0],[0],[0.00],[10.5817693665],[9.800166240]
[1932],[4],[1],[0],[0],[0.00],[10.5801867775],[9.810276728]
[1932],[4],[2],[0],[0],[0.00],[10.5787608795],[9.816062920]
[1932],[4],[3],[0],[0],[0.00],[10.5775709153],[9.819682973]
[1932],[4],[4],[0],[0],[0.00],[10.5764742659],[9.825397341]
[1932],[4],[5],[0],[0],[0.00],[10.5752550534],[9.835141749]
[1932],[4],[6],[0],[0],[0.00],[10.5738487105],[9.846518304]
[1932],[4],[7],[0],[0],[0.00],[10.5724094265],[9.855284842]
[1932],[4],[8],[0],[0],[0.00],[10.5711507280],[9.859753590]
[1932],[4],[9],[0],[0],[0.00],[10.5701244256],[9.862538230]
[1932],[4],[10],[0],[0],[0.00],[10.5691672888],[9.867836083]
[1932],[4],[11],[0],[0],[0.00],[10.5680709911],[9.877067650]
[1932],[4],[12],[0],[0],[0.00],[10.5667987275],[9.887403865]
[1932],[4],[13],[0],[0],[0.00],[10.5655237371],[9.894703207]
[1932],[4],[14],[0],[0],[0.00],[10.5644499974],[9.897806195]
[1932],[4],[15],[0],[0],[0.00],[10.5636009570],[9.899734676]
[1932],[4],[16],[0],[0],[0.00],[10.5627955738],[9.904550767]
[1932],[4],[17],[0],[0],[0.00],[10.5618366632],[9.913138100]
[1932],[4],[18],[0],[0],[0.00],[10.5607158111],[9.922287674]
[1932],[4],[19],[0],[0],[0.00],[10.5596223054],[9.928029547]
[1932],[4],[20],[0],[0],[0.00],[10.5587470503],[9.929749667]
[1932],[4],[21],[0],[0],[0.00],[10.5580847525],[9.930823573]
[1932],[4],[22],[0],[0],[0.00],[10.5574397453],[9.935108590]
[1932],[4],[23],[0],[0],[0.00],[10.5566294630],[9.942938812]
[1932],[4],[24],[0],[0],[0.00],[10.5556741019],[9.950782051]
[1932],[4],[25],[0],[0],[0.00],[10.5547758206],[9.954906480]
[1932],[4],[26],[0],[0],[0.00],[10.5541092720],[9.955250077]
[1932],[4],[27],[0],[0],[0.00],[10.5536406540],[9.955481093]
[1932],[4],[28],[0],[0],[0.00],[10.5531631753],[9.959186184]
[1932],[4],[29],[0],[0],[0.00],[10.5525120867],[9.966146992]
[1932],[4],[30],[0],[0],[0.00],[10.5517358105],[9.972570672]
[1932],[5],[1],[0],[0],[0.00],[10.5510458176],[9.975026447]
[1932],[5],[2],[0],[0],[0.00],[10.5505974429],[9.974002574]
[1932],[5],[3],[0],[0],[0.00],[10.5503289391],[9.973395773]
[1932],[5],[4],[0],[0],[0.00],[10.5500259288],[9.976462587]
[1932],[5],[5],[0],[0],[0.00],[10.5495442316],[9.982439851]
[1932],[5],[6],[0],[0],[0.00],[10.5489595296],[9.987341201]
[1932],[5],[7],[0],[0],[0.00],[10.5484888592],[9.988094340]
[1932],[5],[8],[0],[0],[0.00],[10.5482655431],[9.985726426]
[1932],[5],[9],[0],[0],[0.00],[10.5482010068],[9.984294603]
[1932],[5],[10],[0],[0],[0.00],[10.5480770194],[9.986671627]
[1932],[5],[11],[0],[0],[0.00],[10.5477724011],[9.991566125]
[1932],[5],[12],[0],[0],[0.00],[10.5473886778],[9.994867851]
[1932],[5],[13],[0],[0],[0.00],[10.5471446384],[9.993913578]
[1932],[5],[14],[0],[0],[0.00],[10.5471493261],[9.990248609]
[1932],[5],[15],[0],[0],[0.00],[10.5472889664],[9.988020069]
[1932],[5],[16],[0],[0],[0.00],[10.5473452941],[9.989670102]
[1932],[5],[17],[0],[0],[0.00],[10.5472221672],[9.993404474]
[1932],[5],[18],[0],[0],[0.00],[10.5470451062],[9.995060040]
[1932],[5],[19],[0],[0],[0.00],[10.5470308600],[9.992425523]
[1932],[5],[20],[0],[0],[0.00],[10.5472624330],[9.987534433]
[1932],[5],[21],[0],[0],[0.00],[10.5476030148],[9.984551814]
[1932],[5],[22],[0],[0],[0.00],[10.5478382152],[9.985449362]
[1932],[5],[23],[0],[0],[0.00],[10.5478986078],[9.987962960]
[1932],[5],[24],[0],[0],[0.00],[10.5479315179],[9.987947248]
[1932],[5],[25],[0],[0],[0.00],[10.5481479682],[9.983677285]
[1932],[5],[26],[0],[0],[0.00],[10.5486036580],[9.977636586]
[1932],[5],[27],[0],[0],[0.00],[10.5491412766],[9.973936504]
[1932],[5],[28],[0],[0],[0.00],[10.5495540362],[9.974047435]
[1932],[5],[29],[0],[0],[0.00],[10.5498002668],[9.975277188]
[1932],[5],[30],[0],[0],[0.00],[10.5500463404],[9.973569378]
[1932],[5],[31],[0],[0],[0.00],[10.5504938014],[9.967712639]
[1932],[6],[1],[0],[0],[0.00],[10.5511701227],[9.960596058]
[1932],[6],[2],[0],[0],[0.00],[10.5519002867],[9.956207901]
[1932],[6],[3],[0],[0],[0.00],[10.5524886342],[9.955495553]
[1932],[6],[4],[0],[0],[0.00],[10.5529217839],[9.955387549]
[1932],[6],[5],[0],[0],[0.00],[10.5533820975],[9.951985470]
[1932],[6],[6],[0],[0],[0.00],[10.5540581303],[9.944609503]
[1932],[6],[7],[0],[0],[0.00],[10.5549487863],[9.936502854]
[1932],[6],[8],[0],[0],[0.00],[10.5558645024],[9.931463428]
[1932],[6],[9],[0],[0],[0.00],[10.5566241042],[9.929902508]
[1932],[6],[10],[0],[0],[0.00],[10.5572425499],[9.928424002]
[1932],[6],[11],[0],[0],[0.00],[10.5579148789],[9.923353173]
[1932],[6],[12],[0],[0],[0.00],[10.5588134156],[9.914550554]
[1932],[6],[13],[0],[0],[0.00],[10.5599086946],[9.905556196]
[1932],[6],[14],[0],[0],[0.00],[10.5610000523],[9.899913737]
[1932],[6],[15],[0],[0],[0.00],[10.5619239236],[9.897494017]
[1932],[6],[16],[0],[0],[0.00],[10.5627232041],[9.894635631]
[1932],[6],[17],[0],[0],[0.00],[10.5636021558],[9.887948594]
[1932],[6],[18],[0],[0],[0.00],[10.5647140183],[9.877832861]
[1932],[6],[19],[0],[0],[0.00],[10.5660017530],[9.868062765]
[1932],[6],[20],[0],[0],[0.00],[10.5672573025],[9.861867788]
[1932],[6],[21],[0],[0],[0.00],[10.5683375622],[9.858582586]
[1932],[6],[22],[0],[0],[0.00],[10.5693124873],[9.854343644]
[1932],[6],[23],[0],[0],[0.00],[10.5703919415],[9.846101817]
[1932],[6],[24],[0],[0],[0.00],[10.5717075173],[9.834787021]
[1932],[6],[25],[0],[0],[0.00],[10.5731757790],[9.824342507]
[1932],[6],[26],[0],[0],[0.00],[10.5745849489],[9.817630335]
[1932],[6],[27],[0],[0],[0.00],[10.5758146860],[9.813463380]
[1932],[6],[28],[0],[0],[0.00],[10.5769604894],[9.807843457]
[1932],[6],[29],[0],[0],[0.00],[10.5782339914],[9.798113403]
[1932],[6],[30],[0],[0],[0.00],[10.5797428927],[9.785715490]
[1932],[7],[1],[0],[0],[0.00],[10.5813789697],[9.774694285]
[1932],[7],[2],[0],[0],[0.00],[10.5829304544],[9.767497480]
[1932],[7],[3],[0],[0],[0.00],[10.5843016960],[9.762438890]
[1932],[7],[4],[0],[0],[0.00],[10.5856118323],[9.755454612]
[1932],[7],[5],[0],[0],[0.00],[10.5870704852],[9.744323401]
[1932],[7],[6],[0],[0],[0.00],[10.5887597151],[9.730973426]
[1932],[7],[7],[0],[0],[0.00],[10.5905485984],[9.719481242]
[1932],[7],[8],[0],[0],[0.00],[10.5922291139],[9.711840085]
[1932],[7],[9],[0],[0],[0.00],[10.5937317940],[9.705895459]
[1932],[7],[10],[0],[0],[0.00],[10.5951971206],[9.697587369]
[1932],[7],[11],[0],[0],[0.00],[10.5968290137],[9.685166823]
[1932],[7],[12],[0],[0],[0.00],[10.5986826582],[9.671013127]
[1932],[7],[13],[0],[0],[0.00],[10.6006069699],[9.659164758]
[1932],[7],[14],[0],[0],[0.00],[10.6024013916],[9.651127549]
[1932],[7],[15],[0],[0],[0.00],[10.6040237354],[9.644316502]
[1932],[7],[16],[0],[0],[0.00],[10.6056332472],[9.634744249]
[1932],[7],[17],[0],[0],[0.00],[10.6074246519],[9.621161906]
[1932],[7],[18],[0],[0],[0.00],[10.6094255660],[9.606357340]
[1932],[7],[19],[0],[0],[0.00],[10.6114676529],[9.594261494]
[1932],[7],[20],[0],[0],[0.00],[10.6133613683],[9.585868076]
[1932],[7],[21],[0],[0],[0.00],[10.6150923537],[9.578206803]
[1932],[7],[22],[0],[0],[0.00],[10.6168356305],[9.567430975]
[1932],[7],[23],[0],[0],[0.00],[10.6187732992],[9.552812234]
[1932],[7],[24],[0],[0],[0.00],[10.6209050698],[9.537498795]
[1932],[7],[25],[0],[0],[0.00],[10.6230484073],[9.525247593]
[1932],[7],[26],[0],[0],[0.00],[10.6250279799],[9.516525008]
[1932],[7],[27],[0],[0],[0.00],[10.6268572125],[9.508027739]
[1932],[7],[28],[0],[0],[0.00],[10.6287235937],[9.496115821]
[1932],[7],[29],[0],[0],[0.00],[10.6307934005],[9.480593330]
[1932],[7],[30],[0],[0],[0.00],[10.6330386170],[9.464914558]
[1932],[7],[31],[0],[0],[0.00],[10.6352658415],[9.452598611]
[1932],[8],[1],[0],[0],[0.00],[10.6373169394],[9.443577656]
[1932],[8],[2],[0],[0],[0.00],[10.6392326386],[9.434272659]
[1932],[8],[3],[0],[0],[0.00],[10.6412094383],[9.421312586]
[1932],[8],[4],[0],[0],[0.00],[10.6433949320],[9.405036750]
[1932],[8],[5],[0],[0],[0.00],[10.6457340760],[9.389146019]
[1932],[8],[6],[0],[0],[0.00],[10.6480261240],[9.376861670]
[1932],[8],[7],[0],[0],[0.00],[10.6501328209],[9.367583456]
[1932],[8],[8],[0],[0],[0.00],[10.6521212730],[9.357518153]
[1932],[8],[9],[0],[0],[0.00],[10.6541934509],[9.343620987]
[1932],[8],[10],[0],[0],[0.00],[10.6564758264],[9.326759893]
[1932],[8],[11],[0],[0],[0.00],[10.6588875858],[9.310818070]
[1932],[8],[12],[0],[0],[0.00],[10.6612243549],[9.298663226]
[1932],[8],[13],[0],[0],[0.00],[10.6633701527],[9.289172680]
[1932],[8],[14],[0],[0],[0.00],[10.6654171423],[9.278403639]
[1932],[8],[15],[0],[0],[0.00],[10.6675691859],[9.263689300]
[1932],[8],[16],[0],[0],[0.00],[10.6699295781],[9.246410874]
[1932],[8],[17],[0],[0],[0.00],[10.6723933886],[9.230566933]
[1932],[8],[18],[0],[0],[0.00],[10.6747562831],[9.218622354]
[1932],[8],[19],[0],[0],[0.00],[10.6769264233],[9.208951560]
[1932],[8],[20],[0],[0],[0.00],[10.6790191453],[9.197530367]
[1932],[8],[21],[0],[0],[0.00],[10.6812364817],[9.182116443]
[1932],[8],[22],[0],[0],[0.00],[10.6836567962],[9.164581297]
[1932],[8],[23],[0],[0],[0.00],[10.6861530136],[9.148970632]
[1932],[8],[24],[0],[0],[0.00],[10.6885244151],[9.137304372]
[1932],[8],[25],[0],[0],[0.00],[10.6907047066],[9.127482220]
[1932],[8],[26],[0],[0],[0.00],[10.6928301223],[9.115468222]
[1932],[8],[27],[0],[0],[0.00],[10.6950972312],[9.099483835]
[1932],[8],[28],[0],[0],[0.00],[10.6975582086],[9.081859320]
[1932],[8],[29],[0],[0],[0.00],[10.7000662347],[9.066617942]
[1932],[8],[30],[0],[0],[0.00],[10.7024277446],[9.055299501]
[1932],[8],[31],[0],[0],[0.00],[10.7046029747],[9.045364789]
[1932],[9],[1],[0],[0],[0.00],[10.7067464633],[9.032835820]
[1932],[9],[2],[0],[0],[0.00],[10.7090458252],[9.016429341]
[1932],[9],[3],[0],[0],[0.00],[10.7115262787],[8.998894925]
[1932],[9],[4],[0],[0],[0.00],[10.7140240146],[8.984163831]
[1932],[9],[5],[0],[0],[0.00],[10.7163560512],[8.973268170]
[1932],[9],[6],[0],[0],[0.00],[10.7185097322],[8.963272581]
[1932],[9],[7],[0],[0],[0.00],[10.7206550880],[8.950325368]
[1932],[9],[8],[0],[0],[0.00],[10.7229675662],[8.933661158]
[1932],[9],[9],[0],[0],[0.00],[10.7254452349],[8.916401484]
[1932],[9],[10],[0],[0],[0.00],[10.7279104139],[8.902316685]
[1932],[9],[11],[0],[0],[0.00],[10.7301939782],[8.891911613]
[1932],[9],[12],[0],[0],[0.00],[10.7323104900],[8.881904194]
[1932],[9],[13],[0],[0],[0.00],[10.7344423701],[8.868635786]
[1932],[9],[14],[0],[0],[0.00],[10.7367498352],[8.851873529]
[1932],[9],[15],[0],[0],[0.00],[10.7392039642],[8.835058064]
[1932],[9],[16],[0],[0],[0.00],[10.7416164056],[8.821733400]
[1932],[9],[17],[0],[0],[0.00],[10.7438347616],[8.811867411]
[1932],[9],[18],[0],[0],[0.00],[10.7459003263],[8.801887737]
[1932],[9],[19],[0],[0],[0.00],[10.7480045173],[8.788393345]
[1932],[9],[20],[0],[0],[0.00],[10.7502894758],[8.771690145]
[1932],[9],[21],[0],[0],[0.00],[10.7526998889],[8.755479657]
[1932],[9],[22],[0],[0],[0.00],[10.7550400962],[8.743017699]
[1932],[9],[23],[0],[0],[0.00],[10.7571770112],[8.733734284]
[1932],[9],[24],[0],[0],[0.00],[10.7591777524],[8.723828037]
[1932],[9],[25],[0],[0],[0.00],[10.7612392529],[8.710215688]
[1932],[9],[26],[0],[0],[0.00],[10.7634831125],[8.693738738]
[1932],[9],[27],[0],[0],[0.00],[10.7658287206],[8.678296350]
[1932],[9],[28],[0],[0],[0.00],[10.7680766103],[8.666798580]
[1932],[9],[29],[0],[0],[0.00],[10.7701152668],[8.658145576]
[1932],[9],[30],[0],[0],[0.00],[10.7720363055],[8.648372217]
[1932],[10],[1],[0],[0],[0.00],[10.7740386415],[8.634767936]
[1932],[10],[2],[0],[0],[0.00],[10.7762212656],[8.618697344]
[1932],[10],[3],[0],[0],[0.00],[10.7784798392],[8.604189966]
[1932],[10],[4],[0],[0],[0.00],[10.7806147029],[8.593757564]
[1932],[10],[5],[0],[0],[0.00],[10.7825378781],[8.585786735]
[1932],[10],[6],[0],[0],[0.00],[10.7843638421],[8.576216205]
[1932],[10],[7],[0],[0],[0.00],[10.7862900497],[8.562756229]
[1932],[10],[8],[0],[0],[0.00],[10.7883913020],[8.547272440]
[1932],[10],[9],[0],[0],[0.00],[10.7905415473],[8.533854476]
[1932],[10],[10],[0],[0],[0.00],[10.7925445222],[8.524569806]
[1932],[10],[11],[0],[0],[0.00],[10.7943372694],[8.517317116]
[1932],[10],[12],[0],[0],[0.00],[10.7960549963],[8.508009508]
[1932],[10],[13],[0],[0],[0.00],[10.7978901516],[8.494820473]
[1932],[10],[14],[0],[0],[0.00],[10.7998920289],[8.480087124]
[1932],[10],[15],[0],[0],[0.00],[10.8019150906],[8.467888652]
[1932],[10],[16],[0],[0],[0.00],[10.8037698623],[8.459810453]
[1932],[10],[17],[0],[0],[0.00],[10.8054193792],[8.453298045]
[1932],[10],[18],[0],[0],[0.00],[10.8070170682],[8.444310608]
[1932],[10],[19],[0],[0],[0.00],[10.8087469284],[8.431519631]
[1932],[10],[20],[0],[0],[0.00],[10.8106318964],[8.417695702]
[1932],[10],[21],[0],[0],[0.00],[10.8125095390],[8.406836396]
[1932],[10],[22],[0],[0],[0.00],[10.8142004773],[8.400014910]
[1932],[10],[23],[0],[0],[0.00],[10.8156943110],[8.394265960]
[1932],[10],[24],[0],[0],[0.00],[10.8171599216],[8.385665838]
[1932],[10],[25],[0],[0],[0.00],[10.8187696130],[8.373410201]
[1932],[10],[26],[0],[0],[0.00],[10.8205195972],[8.360657151]
[1932],[10],[27],[0],[0],[0.00],[10.8222334337],[8.351252227]
[1932],[10],[28],[0],[0],[0.00],[10.8237449795],[8.345734756]
[1932],[10],[29],[0],[0],[0.00],[10.8250705402],[8.340778174]
[1932],[10],[30],[0],[0],[0.00],[10.8263914709],[8.332645141]
[1932],[10],[31],[0],[0],[0.00],[10.8278653966],[8.321072407]
[1932],[11],[1],[0],[0],[0.00],[10.8294619636],[8.309552068]
[1932],[11],[2],[0],[0],[0.00],[10.8309939294],[8.301708634]
[1932],[11],[3],[0],[0],[0.00],[10.8323113923],[8.297534156]
[1932],[11],[4],[0],[0],[0.00],[10.8334571560],[8.293396122]
[1932],[11],[5],[0],[0],[0.00],[10.8346219501],[8.285809488]
[1932],[11],[6],[0],[0],[0.00],[10.8359460344],[8.275059510]
[1932],[11],[7],[0],[0],[0.00],[10.8373730753],[8.264912749]
[1932],[11],[8],[0],[0],[0.00],[10.8387083192],[8.258707693]
[1932],[11],[9],[0],[0],[0.00],[10.8398206899],[8.255886191]
[1932],[11],[10],[0],[0],[0.00],[10.8407786666],[8.252572156]
[1932],[11],[11],[0],[0],[0.00],[10.8417789324],[8.245596230]
[1932],[11],[12],[0],[0],[0.00],[10.8429418421],[8.235791297]
[1932],[11],[13],[0],[0],[0.00],[10.8441859900],[8.227134499]
[1932],[11],[14],[0],[0],[0.00],[10.8453124549],[8.222618300]
[1932],[11],[15],[0],[0],[0.00],[10.8462112316],[8.221141098]
[1932],[11],[16],[0],[0],[0.00],[10.8469752489],[8.218650098]
[1932],[11],[17],[0],[0],[0.00],[10.8478036819],[8.212349595]
[1932],[11],[18],[0],[0],[0.00],[10.8487948405],[8.203609170]
[1932],[11],[19],[0],[0],[0.00],[10.8498436311],[8.196548052]
[1932],[11],[20],[0],[0],[0.00],[10.8507504188],[8.193757916]
[1932],[11],[21],[0],[0],[0.00],[10.8514281952],[8.193609707]
[1932],[11],[22],[0],[0],[0.00],[10.8519927396],[8.191944120]
[1932],[11],[23],[0],[0],[0.00],[10.8526422496],[8.186390740]
[1932],[11],[24],[0],[0],[0.00],[10.8534512482],[8.178835225]
[1932],[11],[25],[0],[0],[0.00],[10.8542927556],[8.173467205]
[1932],[11],[26],[0],[0],[0.00],[10.8549699105],[8.172429220]
[1932],[11],[27],[0],[0],[0.00],[10.8554202791],[8.173589837]
[1932],[11],[28],[0],[0],[0.00],[10.8557805674],[8.172755392]
[1932],[11],[29],[0],[0],[0.00],[10.8562446216],[8.168024733]
[1932],[11],[30],[0],[0],[0.00],[10.8568619233],[8.161769052]
[1932],[12],[1],[0],[0],[0.00],[10.8574858667],[8.158174192]
[1932],[12],[2],[0],[0],[0.00],[10.8579258874],[8.158892137]
[1932],[12],[3],[0],[0],[0.00],[10.8581453550],[8.161322736]
[1932],[12],[4],[0],[0],[0.00],[10.8582996535],[8.161311127]
[1932],[12],[5],[0],[0],[0.00],[10.8585749419],[8.157461747]
[1932],[12],[6],[0],[0],[0.00],[10.8589947272],[8.152592730]
[1932],[12],[7],[0],[0],[0.00],[10.8593952128],[8.150812651]
[1932],[12],[8],[0],[0],[0.00],[10.8595953683],[8.153251325]
[1932],[12],[9],[0],[0],[0.00],[10.8595849848],[8.156883495]
[1932],[12],[10],[0],[0],[0.00],[10.8595354117],[8.157667286]
[1932],[12],[11],[0],[0],[0.00],[10.8596218060],[8.154741132]
[1932],[12],[12],[0],[0],[0.00],[10.8598411475],[8.151323652]
[1932],[12],[13],[0],[0],[0.00],[10.8600151732],[8.151373493]
[1932],[12],[14],[0],[0],[0.00],[10.8599755082],[8.155475420]
[1932],[12],[15],[0],[0],[0.00],[10.8597386119],[8.160230022]
[1932],[12],[16],[0],[0],[0.00],[10.8594888932],[8.161780505]
[1932],[12],[17],[0],[0],[0.00],[10.8593874398],[8.159817854]
[1932],[12],[18],[0],[0],[0.00],[10.8594046451],[8.157906831]
[1932],[12],[19],[0],[0],[0.00],[10.8593507846],[8.159785400]
[1932],[12],[20],[0],[0],[0.00],[10.8590730808],[8.165479780]
[1932],[12],[21],[0],[0],[0.00],[10.8586144896],[8.171274174]
[1932],[12],[22],[0],[0],[0.00],[10.8581693796],[8.173565915]
[1932],[12],[23],[0],[0],[0.00],[10.8578819623],[8.172607066]
[1932],[12],[24],[0],[0],[0.00],[10.8576964673],[8.172247327]
[1932],[12],[25],[0],[0],[0.00],[10.8574149584],[8.175936355]
[1932],[12],[26],[0],[0],[0.00],[10.8569030030],[8.183137787]
[1932],[12],[27],[0],[0],[0.00],[10.8562295152],[8.189882677]
[1932],[12],[28],[0],[0],[0.00],[10.8555956318],[8.192886788]
[1932],[12],[29],[0],[0],[0.00],[10.8551262338],[8.192961173]
[1932],[12],[30],[0],[0],[0.00],[10.8547403086],[8.194173296]
[1932],[12],[31],[0],[0],[0.00],[10.8542351344],[8.199621464]
[1933],[1],[1],[0],[0],[0.00],[10.8534970643],[8.208212919]
[1933],[1],[2],[0],[0],[0.00],[10.8526199393],[8.215794225]
[1933],[1],[3],[0],[0],[0.00],[10.8518082402],[8.219459412]
[1933],[1],[4],[0],[0],[0.00],[10.8511652243],[8.220567537]
[1933],[1],[5],[0],[0],[0.00],[10.8505858055],[8.223333707]
[1933],[1],[6],[0],[0],[0.00],[10.8498658206],[8.230449165]
[1933],[1],[7],[0],[0],[0.00],[10.8489143677],[8.240282116]
[1933],[1],[8],[0],[0],[0.00],[10.8478486714],[8.248567687]
[1933],[1],[9],[0],[0],[0.00],[10.8468730271],[8.252831719]
[1933],[1],[10],[0],[0],[0.00],[10.8460671417],[8.254960147]
[1933],[1],[11],[0],[0],[0.00],[10.8453034854],[8.259242122]
[1933],[1],[12],[0],[0],[0.00],[10.8443799109],[8.267912628]
[1933],[1],[13],[0],[0],[0.00],[10.8432299294],[8.278827408]
[1933],[1],[14],[0],[0],[0.00],[10.8419922809],[8.287684986]
[1933],[1],[15],[0],[0],[0.00],[10.8408675886],[8.292488552]
[1933],[1],[16],[0],[0],[0.00],[10.8399105061],[8.295619826]
[1933],[1],[17],[0],[0],[0.00],[10.8389731001],[8.301366542]
[1933],[1],[18],[0],[0],[0.00],[10.8378587018],[8.311466137]
[1933],[1],[19],[0],[0],[0.00],[10.8365265312],[8.323297642]
[1933],[1],[20],[0],[0],[0.00],[10.8351346468],[8.332598451]
[1933],[1],[21],[0],[0],[0.00],[10.8338766095],[8.337885721]
[1933],[1],[22],[0],[0],[0.00],[10.8327809943],[8.341996243]
[1933],[1],[23],[0],[0],[0.00],[10.8316819286],[8.349140076]
[1933],[1],[24],[0],[0],[0.00],[10.8303916831],[8.360524185]
[1933],[1],[25],[0],[0],[0.00],[10.8288961263],[8.373094923]
[1933],[1],[26],[0],[0],[0.00],[10.8273701553],[8.382703171]
[1933],[1],[27],[0],[0],[0.00],[10.8259970079],[8.388407255]
[1933],[1],[28],[0],[0],[0.00],[10.8247785821],[8.393449971]
[1933],[1],[29],[0],[0],[0.00],[10.8235337992],[8.401889052]
[1933],[1],[30],[0],[0],[0.00],[10.8220871090],[8.414378388]
[1933],[1],[31],[0],[0],[0.00],[10.8204513970],[8.427484688]
[1933],[2],[1],[0],[0],[0.00],[10.8188154680],[8.437246259]
[1933],[2],[2],[0],[0],[0.00],[10.8173489702],[8.443281206]
[1933],[2],[3],[0],[0],[0.00],[10.8160268267],[8.449182855]
[1933],[2],[4],[0],[0],[0.00],[10.8146556451],[8.458785441]
[1933],[2],[5],[0],[0],[0.00],[10.8130750383],[8.472177731]
[1933],[2],[6],[0],[0],[0.00],[10.8113248025],[8.485606947]
[1933],[2],[7],[0],[0],[0.00],[10.8096044934],[8.495369197]
[1933],[2],[8],[0],[0],[0.00],[10.8080671731],[8.501650284]
[1933],[2],[9],[0],[0],[0.00],[10.8066610290],[8.508331462]
[1933],[2],[10],[0],[0],[0.00],[10.8051835566],[8.518955680]
[1933],[2],[11],[0],[0],[0.00],[10.8034923469],[8.533044302]
[1933],[2],[12],[0],[0],[0.00],[10.8016535959],[8.546590678]
[1933],[2],[13],[0],[0],[0.00],[10.7998742850],[8.556214151]
[1933],[2],[14],[0],[0],[0.00],[10.7982881859],[8.562665565]
[1933],[2],[15],[0],[0],[0.00],[10.7968174762],[8.570046001]
[1933],[2],[16],[0],[0],[0.00],[10.7952539537],[8.581544363]
[1933],[2],[17],[0],[0],[0.00],[10.7934757615],[8.596122296]
[1933],[2],[18],[0],[0],[0.00],[10.7915745935],[8.609589015]
[1933],[2],[19],[0],[0],[0.00],[10.7897614607],[8.618946042]
[1933],[2],[20],[0],[0],[0.00],[10.7881485350],[8.625495668]
[1933],[2],[21],[0],[0],[0.00],[10.7866332388],[8.633486145]
[1933],[2],[22],[0],[0],[0.00],[10.7850052643],[8.645695657]
[1933],[2],[23],[0],[0],[0.00],[10.7831655719],[8.660543850]
[1933],[2],[24],[0],[0],[0.00],[10.7812299950],[8.673728960]
[1933],[2],[25],[0],[0],[0.00],[10.7794100321],[8.682687062]
[1933],[2],[26],[0],[0],[0.00],[10.7777942140],[8.689248980]
