[Year],[M],[D],[H],[M],[S],[alpha],[dec]
[1957],[6],[15],[0],[0],[0.00],[13.9361513763],[-9.972080108]
[1957],[6],[16],[0],[0],[0.00],[13.9352659168],[-9.968081791]
[1957],[6],[17],[0],[0],[0.00],[13.9344097954],[-9.964254752]
[1957],[6],[18],[0],[0],[0.00],[13.9335833279],[-9.960600525]
[1957],[6],[19],[0],[0],[0.00],[13.9327868271],[-9.957120610]
[1957],[6],[20],[0],[0],[0.00],[13.9320206016],[-9.953816470]
[1957],[6],[21],[0],[0],[0.00],[13.9312849556],[-9.950689527]
[1957],[6],[22],[0],[0],[0.00],[13.9305801885],[-9.947741162]
[1957],[6],[23],[0],[0],[0.00],[13.9299065949],[-9.944972714]
[1957],[6],[24],[0],[0],[0.00],[13.9292644638],[-9.942385475]
[1957],[6],[25],[0],[0],[0.00],[13.9286540774],[-9.939980685]
[1957],[6],[26],[0],[0],[0.00],[13.9280757098],[-9.937759520]
[1957],[6],[27],[0],[0],[0.00],[13.9275296239],[-9.935723082]
[1957],[6],[28],[0],[0],[0.00],[13.9270160678],[-9.933872387]
[1957],[6],[29],[0],[0],[0.00],[13.9265352707],[-9.932208345]
[1957],[6],[30],[0],[0],[0.00],[13.9260874389],[-9.930731746]
[1957],[7],[1],[0],[0],[0.00],[13.9256727527],[-9.929443255]
[1957],[7],[2],[0],[0],[0.00],[13.9252913663],[-9.928343412]
[1957],[7],[3],[0],[0],[0.00],[13.9249434088],[-9.927432648]
[1957],[7],[4],[0],[0],[0.00],[13.9246289884],[-9.926711296]
[1957],[7],[5],[0],[0],[0.00],[13.9243481959],[-9.926179621]
[1957],[7],[6],[0],[0],[0.00],[13.9241011092],[-9.925837825]
[1957],[7],[7],[0],[0],[0.00],[13.9238877964],[-9.925686069]
[1957],[7],[8],[0],[0],[0.00],[13.9237083194],[-9.925724482]
[1957],[7],[9],[0],[0],[0.00],[13.9235627357],[-9.925953165]
[1957],[7],[10],[0],[0],[0.00],[13.9234511006],[-9.926372205]
[1957],[7],[11],[0],[0],[0.00],[13.9233734680],[-9.926981672]
[1957],[7],[12],[0],[0],[0.00],[13.9233298914],[-9.927781619]
[1957],[7],[13],[0],[0],[0.00],[13.9233204234],[-9.928772082]
[1957],[7],[14],[0],[0],[0.00],[13.9233451154],[-9.929953077]
[1957],[7],[15],[0],[0],[0.00],[13.9234040173],[-9.931324592]
[1957],[7],[16],[0],[0],[0.00],[13.9234971769],[-9.932886593]
[1957],[7],[17],[0],[0],[0.00],[13.9236246386],[-9.934639011]
[1957],[7],[18],[0],[0],[0.00],[13.9237864434],[-9.936581744]
[1957],[7],[19],[0],[0],[0.00],[13.9239826274],[-9.938714650]
[1957],[7],[20],[0],[0],[0.00],[13.9242132219],[-9.941037546]
[1957],[7],[21],[0],[0],[0.00],[13.9244782530],[-9.943550208]
[1957],[7],[22],[0],[0],[0.00],[13.9247777410],[-9.946252367]
[1957],[7],[23],[0],[0],[0.00],[13.9251116994],[-9.949143704]
[1957],[7],[24],[0],[0],[0.00],[13.9254801336],[-9.952223843]
[1957],[7],[25],[0],[0],[0.00],[13.9258830376],[-9.955492336]
[1957],[7],[26],[0],[0],[0.00],[13.9263203904],[-9.958948652]
[1957],[7],[27],[0],[0],[0.00],[13.9267921522],[-9.962592156]
[1957],[7],[28],[0],[0],[0.00],[13.9272982598],[-9.966422100]
[1957],[7],[29],[0],[0],[0.00],[13.9278386246],[-9.970437618]
[1957],[7],[30],[0],[0],[0.00],[13.9284131323],[-9.974637728]
[1957],[7],[31],[0],[0],[0.00],[13.9290216453],[-9.979021349]
[1957],[8],[1],[0],[0],[0.00],[13.9296640080],[-9.983587327]
[1957],[8],[2],[0],[0],[0.00],[13.9303400516],[-9.988334454]
[1957],[8],[3],[0],[0],[0.00],[13.9310495998],[-9.993261493]
[1957],[8],[4],[0],[0],[0.00],[13.9317924716],[-9.998367187]
[1957],[8],[5],[0],[0],[0.00],[13.9325684845],[-10.003650268]
[1957],[8],[6],[0],[0],[0.00],[13.9333774551],[-10.009109463]
[1957],[8],[7],[0],[0],[0.00],[13.9342192002],[-10.014743489]
[1957],[8],[8],[0],[0],[0.00],[13.9350935372],[-10.020551059]
[1957],[8],[9],[0],[0],[0.00],[13.9360002841],[-10.026530878]
[1957],[8],[10],[0],[0],[0.00],[13.9369392596],[-10.032681646]
[1957],[8],[11],[0],[0],[0.00],[13.9379102820],[-10.039002045]
[1957],[8],[12],[0],[0],[0.00],[13.9389131694],[-10.045490748]
[1957],[8],[13],[0],[0],[0.00],[13.9399477385],[-10.052146404]
[1957],[8],[14],[0],[0],[0.00],[13.9410138043],[-10.058967645]
[1957],[8],[15],[0],[0],[0.00],[13.9421111796],[-10.065953079]
[1957],[8],[16],[0],[0],[0.00],[13.9432396742],[-10.073101286]
[1957],[8],[17],[0],[0],[0.00],[13.9443990938],[-10.080410819]
[1957],[8],[18],[0],[0],[0.00],[13.9455892401],[-10.087880193]
[1957],[8],[19],[0],[0],[0.00],[13.9468099091],[-10.095507888]
[1957],[8],[20],[0],[0],[0.00],[13.9480608909],[-10.103292345]
[1957],[8],[21],[0],[0],[0.00],[13.9493419678],[-10.111231955]
[1957],[8],[22],[0],[0],[0.00],[13.9506529117],[-10.119325053]
[1957],[8],[23],[0],[0],[0.00],[13.9519934809],[-10.127569897]
[1957],[8],[24],[0],[0],[0.00],[13.9533634157],[-10.135964663]
[1957],[8],[25],[0],[0],[0.00],[13.9547624350],[-10.144507423]
[1957],[8],[26],[0],[0],[0.00],[13.9561902338],[-10.153196150]
[1957],[8],[27],[0],[0],[0.00],[13.9576464839],[-10.162028719]
[1957],[8],[28],[0],[0],[0.00],[13.9591308370],[-10.171002927]
[1957],[8],[29],[0],[0],[0.00],[13.9606429300],[-10.180116520]
[1957],[8],[30],[0],[0],[0.00],[13.9621823910],[-10.189367214]
[1957],[8],[31],[0],[0],[0.00],[13.9637488453],[-10.198752721]
[1957],[9],[1],[0],[0],[0.00],[13.9653419185],[-10.208270756]
[1957],[9],[2],[0],[0],[0.00],[13.9669612389],[-10.217919052]
[1957],[9],[3],[0],[0],[0.00],[13.9686064379],[-10.227695349]
[1957],[9],[4],[0],[0],[0.00],[13.9702771501],[-10.237597399]
[1957],[9],[5],[0],[0],[0.00],[13.9719730125],[-10.247622962]
[1957],[9],[6],[0],[0],[0.00],[13.9736936645],[-10.257769801]
[1957],[9],[7],[0],[0],[0.00],[13.9754387474],[-10.268035682]
[1957],[9],[8],[0],[0],[0.00],[13.9772079042],[-10.278418371]
[1957],[9],[9],[0],[0],[0.00],[13.9790007786],[-10.288915634]
[1957],[9],[10],[0],[0],[0.00],[13.9808170151],[-10.299525231]
[1957],[9],[11],[0],[0],[0.00],[13.9826562580],[-10.310244913]
[1957],[9],[12],[0],[0],[0.00],[13.9845181507],[-10.321072422]
[1957],[9],[13],[0],[0],[0.00],[13.9864023355],[-10.332005486]
[1957],[9],[14],[0],[0],[0.00],[13.9883084521],[-10.343041816]
[1957],[9],[15],[0],[0],[0.00],[13.9902361373],[-10.354179102]
[1957],[9],[16],[0],[0],[0.00],[13.9921850231],[-10.365415007]
[1957],[9],[17],[0],[0],[0.00],[13.9941547356],[-10.376747162]
[1957],[9],[18],[0],[0],[0.00],[13.9961448935],[-10.388173160]
[1957],[9],[19],[0],[0],[0.00],[13.9981551059],[-10.399690547]
[1957],[9],[20],[0],[0],[0.00],[14.0001849691],[-10.411296812]
[1957],[9],[21],[0],[0],[0.00],[14.0022340637],[-10.422989375]
[1957],[9],[22],[0],[0],[0.00],[14.0043019513],[-10.434765578]
[1957],[9],[23],[0],[0],[0.00],[14.0063881727],[-10.446622681]
[1957],[9],[24],[0],[0],[0.00],[14.0084922490],[-10.458557871]
[1957],[9],[25],[0],[0],[0.00],[14.0106136843],[-10.470568281]
[1957],[9],[26],[0],[0],[0.00],[14.0127519721],[-10.482651012]
[1957],[9],[27],[0],[0],[0.00],[14.0149066008],[-10.494803161]
[1957],[9],[28],[0],[0],[0.00],[14.0170770599],[-10.507021840]
[1957],[9],[29],[0],[0],[0.00],[14.0192628430],[-10.519304189]
[1957],[9],[30],[0],[0],[0.00],[14.0214634501],[-10.531647377]
[1957],[10],[1],[0],[0],[0.00],[14.0236783882],[-10.544048609]
[1957],[10],[2],[0],[0],[0.00],[14.0259071699],[-10.556505115]
[1957],[10],[3],[0],[0],[0.00],[14.0281493133],[-10.569014147]
[1957],[10],[4],[0],[0],[0.00],[14.0304043404],[-10.581572975]
[1957],[10],[5],[0],[0],[0.00],[14.0326717769],[-10.594178884]
[1957],[10],[6],[0],[0],[0.00],[14.0349511517],[-10.606829174]
[1957],[10],[7],[0],[0],[0.00],[14.0372419969],[-10.619521154]
[1957],[10],[8],[0],[0],[0.00],[14.0395438467],[-10.632252147]
[1957],[10],[9],[0],[0],[0.00],[14.0418562378],[-10.645019480]
[1957],[10],[10],[0],[0],[0.00],[14.0441787078],[-10.657820486]
[1957],[10],[11],[0],[0],[0.00],[14.0465107951],[-10.670652500]
[1957],[10],[12],[0],[0],[0.00],[14.0488520375],[-10.683512852]
[1957],[10],[13],[0],[0],[0.00],[14.0512019710],[-10.696398864]
[1957],[10],[14],[0],[0],[0.00],[14.0535601282],[-10.709307843]
[1957],[10],[15],[0],[0],[0.00],[14.0559260365],[-10.722237075]
[1957],[10],[16],[0],[0],[0.00],[14.0582992162],[-10.735183819]
[1957],[10],[17],[0],[0],[0.00],[14.0606791784],[-10.748145296]
[1957],[10],[18],[0],[0],[0.00],[14.0630654230],[-10.761118687]
[1957],[10],[19],[0],[0],[0.00],[14.0654574362],[-10.774101122]
[1957],[10],[20],[0],[0],[0.00],[14.0678546891],[-10.787089679]
[1957],[10],[21],[0],[0],[0.00],[14.0702566366],[-10.800081383]
[1957],[10],[22],[0],[0],[0.00],[14.0726627187],[-10.813073215]
[1957],[10],[23],[0],[0],[0.00],[14.0750723636],[-10.826062124]
[1957],[10],[24],[0],[0],[0.00],[14.0774849930],[-10.839045057]
[1957],[10],[25],[0],[0],[0.00],[14.0799000283],[-10.852018975]
[1957],[10],[26],[0],[0],[0.00],[14.0823168954],[-10.864980876]
[1957],[10],[27],[0],[0],[0.00],[14.0847350286],[-10.877927806]
[1957],[10],[28],[0],[0],[0.00],[14.0871538720],[-10.890856864]
[1957],[10],[29],[0],[0],[0.00],[14.0895728806],[-10.903765198]
[1957],[10],[30],[0],[0],[0.00],[14.0919915185],[-10.916650002]
[1957],[10],[31],[0],[0],[0.00],[14.0944092591],[-10.929508513]
[1957],[11],[1],[0],[0],[0.00],[14.0968255826],[-10.942338003]
[1957],[11],[2],[0],[0],[0.00],[14.0992399765],[-10.955135778]
[1957],[11],[3],[0],[0],[0.00],[14.1016519338],[-10.967899173]
[1957],[11],[4],[0],[0],[0.00],[14.1040609539],[-10.980625554]
[1957],[11],[5],[0],[0],[0.00],[14.1064665419],[-10.993312315]
[1957],[11],[6],[0],[0],[0.00],[14.1088682084],[-11.005956878]
[1957],[11],[7],[0],[0],[0.00],[14.1112654691],[-11.018556690]
[1957],[11],[8],[0],[0],[0.00],[14.1136578438],[-11.031109220]
[1957],[11],[9],[0],[0],[0.00],[14.1160448552],[-11.043611953]
[1957],[11],[10],[0],[0],[0.00],[14.1184260273],[-11.056062384]
[1957],[11],[11],[0],[0],[0.00],[14.1208008836],[-11.068458009]
[1957],[11],[12],[0],[0],[0.00],[14.1231689446],[-11.080796321]
[1957],[11],[13],[0],[0],[0.00],[14.1255297260],[-11.093074800]
[1957],[11],[14],[0],[0],[0.00],[14.1278827368],[-11.105290909]
[1957],[11],[15],[0],[0],[0.00],[14.1302274774],[-11.117442089]
[1957],[11],[16],[0],[0],[0.00],[14.1325634395],[-11.129525759]
[1957],[11],[17],[0],[0],[0.00],[14.1348901054],[-11.141539317]
[1957],[11],[18],[0],[0],[0.00],[14.1372069489],[-11.153480146]
[1957],[11],[19],[0],[0],[0.00],[14.1395134378],[-11.165345627]
[1957],[11],[20],[0],[0],[0.00],[14.1418090367],[-11.177133150]
[1957],[11],[21],[0],[0],[0.00],[14.1440932121],[-11.188840137]
[1957],[11],[22],[0],[0],[0.00],[14.1463654377],[-11.200464058]
[1957],[11],[23],[0],[0],[0.00],[14.1486251987],[-11.212002450]
[1957],[11],[24],[0],[0],[0.00],[14.1508719959],[-11.223452930]
[1957],[11],[25],[0],[0],[0.00],[14.1531053474],[-11.234813197]
[1957],[11],[26],[0],[0],[0.00],[14.1553247891],[-11.246081034]
[1957],[11],[27],[0],[0],[0.00],[14.1575298748],[-11.257254303]
[1957],[11],[28],[0],[0],[0.00],[14.1597201750],[-11.268330943]
[1957],[11],[29],[0],[0],[0.00],[14.1618952769],[-11.279308964]
[1957],[11],[30],[0],[0],[0.00],[14.1640547831],[-11.290186447]
[1957],[12],[1],[0],[0],[0.00],[14.1661983121],[-11.300961541]
[1957],[12],[2],[0],[0],[0.00],[14.1683254983],[-11.311632462]
[1957],[12],[3],[0],[0],[0.00],[14.1704359923],[-11.322197497]
[1957],[12],[4],[0],[0],[0.00],[14.1725294618],[-11.332654998]
[1957],[12],[5],[0],[0],[0.00],[14.1746055919],[-11.343003385]
[1957],[12],[6],[0],[0],[0.00],[14.1766640848],[-11.353241142]
[1957],[12],[7],[0],[0],[0.00],[14.1787046595],[-11.363366810]
[1957],[12],[8],[0],[0],[0.00],[14.1807270499],[-11.373378978]
[1957],[12],[9],[0],[0],[0.00],[14.1827310036],[-11.383276268]
[1957],[12],[10],[0],[0],[0.00],[14.1847162792],[-11.393057321]
[1957],[12],[11],[0],[0],[0.00],[14.1866826447],[-11.402720778]
[1957],[12],[12],[0],[0],[0.00],[14.1886298749],[-11.412265264]
[1957],[12],[13],[0],[0],[0.00],[14.1905577501],[-11.421689370]
[1957],[12],[14],[0],[0],[0.00],[14.1924660545],[-11.430991619]
[1957],[12],[15],[0],[0],[0.00],[14.1943545745],[-11.440170435]
[1957],[12],[16],[0],[0],[0.00],[14.1962230949],[-11.449224095]
[1957],[12],[17],[0],[0],[0.00],[14.1980713923],[-11.458150642]
[1957],[12],[18],[0],[0],[0.00],[14.1998992233],[-11.466947786]
[1957],[12],[19],[0],[0],[0.00],[14.2017063044],[-11.475612731]
[1957],[12],[20],[0],[0],[0.00],[14.2034922805],[-11.484141945]
[1957],[12],[21],[0],[0],[0.00],[14.2052566753],[-11.492530831]
[1957],[12],[22],[0],[0],[0.00],[14.2069988201],[-11.500773296]
[1957],[12],[23],[0],[0],[0.00],[14.2087177539],[-11.508861203]
[1957],[12],[24],[0],[0],[0.00],[14.2104120985],[-11.516783771]
[1957],[12],[25],[0],[0],[0.00],[14.2120799197],[-11.524527020]
[1957],[12],[26],[0],[0],[0.00],[14.2137186131],[-11.532073544]
[1957],[12],[27],[0],[0],[0.00],[14.2153248782],[-11.539402969]
[1957],[12],[28],[0],[0],[0.00],[14.2168948609],[-11.546493437]
[1957],[12],[29],[0],[0],[0.00],[14.2184245141],[-11.553324208]
[1957],[12],[30],[0],[0],[0.00],[14.2199101177],[-11.559878716]
[1957],[12],[31],[0],[0],[0.00],[14.2213487941],[-11.566147010]
[1958],[1],[1],[0],[0],[0.00],[14.2227388158],[-11.572126591]
[1958],[1],[2],[0],[0],[0.00],[14.2240796147],[-11.577821445]
[1958],[1],[3],[0],[0],[0.00],[14.2253715558],[-11.583240016]
[1958],[1],[4],[0],[0],[0.00],[14.2266156101],[-11.588392997]
[1958],[1],[5],[0],[0],[0.00],[14.2278130522],[-11.593291579]
[1958],[1],[6],[0],[0],[0.00],[14.2289652346],[-11.597946326]
[1958],[1],[7],[0],[0],[0.00],[14.2300734470],[-11.602366606]
[1958],[1],[8],[0],[0],[0.00],[14.2311388427],[-11.606560394]
[1958],[1],[9],[0],[0],[0.00],[14.2321624099],[-11.610534294]
[1958],[1],[10],[0],[0],[0.00],[14.2331449690],[-11.614293679]
[1958],[1],[11],[0],[0],[0.00],[14.2340871860],[-11.617842857]
[1958],[1],[12],[0],[0],[0.00],[14.2349895921],[-11.621185261]
[1958],[1],[13],[0],[0],[0.00],[14.2358526050],[-11.624323610]
[1958],[1],[14],[0],[0],[0.00],[14.2366765507],[-11.627260060]
[1958],[1],[15],[0],[0],[0.00],[14.2374616818],[-11.629996325]
[1958],[1],[16],[0],[0],[0.00],[14.2382081940],[-11.632533782]
[1958],[1],[17],[0],[0],[0.00],[14.2389162400],[-11.634873549]
[1958],[1],[18],[0],[0],[0.00],[14.2395859408],[-11.637016557]
[1958],[1],[19],[0],[0],[0.00],[14.2402173952],[-11.638963599]
[1958],[1],[20],[0],[0],[0.00],[14.2408106870],[-11.640715369]
[1958],[1],[21],[0],[0],[0.00],[14.2413658905],[-11.642272499]
[1958],[1],[22],[0],[0],[0.00],[14.2418830744],[-11.643635574]
[1958],[1],[23],[0],[0],[0.00],[14.2423623044],[-11.644805158]
[1958],[1],[24],[0],[0],[0.00],[14.2428036459],[-11.645781798]
[1958],[1],[25],[0],[0],[0.00],[14.2432071652],[-11.646566041]
[1958],[1],[26],[0],[0],[0.00],[14.2435729310],[-11.647158440]
[1958],[1],[27],[0],[0],[0.00],[14.2439010155],[-11.647559560]
[1958],[1],[28],[0],[0],[0.00],[14.2441914954],[-11.647769985]
[1958],[1],[29],[0],[0],[0.00],[14.2444444524],[-11.647790322]
[1958],[1],[30],[0],[0],[0.00],[14.2446599745],[-11.647621205]
[1958],[1],[31],[0],[0],[0.00],[14.2448381556],[-11.647263297]
[1958],[2],[1],[0],[0],[0.00],[14.2449790953],[-11.646717288]
[1958],[2],[2],[0],[0],[0.00],[14.2450828968],[-11.645983887]
[1958],[2],[3],[0],[0],[0.00],[14.2451496644],[-11.645063817]
[1958],[2],[4],[0],[0],[0.00],[14.2451794999],[-11.643957794]
[1958],[2],[5],[0],[0],[0.00],[14.2451724991],[-11.642666528]
[1958],[2],[6],[0],[0],[0.00],[14.2451287503],[-11.641190708]
[1958],[2],[7],[0],[0],[0.00],[14.2450483340],[-11.639531014]
[1958],[2],[8],[0],[0],[0.00],[14.2449313258],[-11.637688124]
[1958],[2],[9],[0],[0],[0.00],[14.2447778011],[-11.635662737]
[1958],[2],[10],[0],[0],[0.00],[14.2445878407],[-11.633455594]
[1958],[2],[11],[0],[0],[0.00],[14.2443615361],[-11.631067498]
[1958],[2],[12],[0],[0],[0.00],[14.2440989941],[-11.628499326]
[1958],[2],[13],[0],[0],[0.00],[14.2438003391],[-11.625752043]
[1958],[2],[14],[0],[0],[0.00],[14.2434657150],[-11.622826706]
[1958],[2],[15],[0],[0],[0.00],[14.2430952857],[-11.619724460]
[1958],[2],[16],[0],[0],[0.00],[14.2426892358],[-11.616446543]
[1958],[2],[17],[0],[0],[0.00],[14.2422477705],[-11.612994286]
[1958],[2],[18],[0],[0],[0.00],[14.2417711154],[-11.609369108]
[1958],[2],[19],[0],[0],[0.00],[14.2412595156],[-11.605572514]
[1958],[2],[20],[0],[0],[0.00],[14.2407132353],[-11.601606093]
[1958],[2],[21],[0],[0],[0.00],[14.2401325562],[-11.597471509]
[1958],[2],[22],[0],[0],[0.00],[14.2395177768],[-11.593170500]
[1958],[2],[23],[0],[0],[0.00],[14.2388692111],[-11.588704875]
[1958],[2],[24],[0],[0],[0.00],[14.2381871883],[-11.584076505]
[1958],[2],[25],[0],[0],[0.00],[14.2374720514],[-11.579287327]
[1958],[2],[26],[0],[0],[0.00],[14.2367241561],[-11.574339335]
[1958],[2],[27],[0],[0],[0.00],[14.2359438703],[-11.569234576]
[1958],[2],[28],[0],[0],[0.00],[14.2351315727],[-11.563975146]
[1958],[3],[1],[0],[0],[0.00],[14.2342876514],[-11.558563187]
[1958],[3],[2],[0],[0],[0.00],[14.2334125011],[-11.553000872]
[1958],[3],[3],[0],[0],[0.00],[14.2325065205],[-11.547290398]
[1958],[3],[4],[0],[0],[0.00],[14.2315701078],[-11.541433970]
[1958],[3],[5],[0],[0],[0.00],[14.2306036567],[-11.535433783]
[1958],[3],[6],[0],[0],[0.00],[14.2296075541],[-11.529292021]
[1958],[3],[7],[0],[0],[0.00],[14.2285821798],[-11.523010854]
[1958],[3],[8],[0],[0],[0.00],[14.2275279093],[-11.516592455]
[1958],[3],[9],[0],[0],[0.00],[14.2264451198],[-11.510039021]
[1958],[3],[10],[0],[0],[0.00],[14.2253341958],[-11.503352797]
[1958],[3],[11],[0],[0],[0.00],[14.2241955358],[-11.496536096]
[1958],[3],[12],[0],[0],[0.00],[14.2230295557],[-11.489591313]
[1958],[3],[13],[0],[0],[0.00],[14.2218366914],[-11.482520933]
[1958],[3],[14],[0],[0],[0.00],[14.2206173995],[-11.475327530]
[1958],[3],[15],[0],[0],[0.00],[14.2193721561],[-11.468013765]
[1958],[3],[16],[0],[0],[0.00],[14.2181014566],[-11.460582378]
[1958],[3],[17],[0],[0],[0.00],[14.2168058142],[-11.453036186]
[1958],[3],[18],[0],[0],[0.00],[14.2154857588],[-11.445378076]
[1958],[3],[19],[0],[0],[0.00],[14.2141418366],[-11.437611004]
[1958],[3],[20],[0],[0],[0.00],[14.2127746088],[-11.429737989]
[1958],[3],[21],[0],[0],[0.00],[14.2113846505],[-11.421762111]
[1958],[3],[22],[0],[0],[0.00],[14.2099725495],[-11.413686501]
[1958],[3],[23],[0],[0],[0.00],[14.2085389048],[-11.405514337]
[1958],[3],[24],[0],[0],[0.00],[14.2070843257],[-11.397248840]
[1958],[3],[25],[0],[0],[0.00],[14.2056094304],[-11.388893270]
[1958],[3],[26],[0],[0],[0.00],[14.2041148446],[-11.380450921]
[1958],[3],[27],[0],[0],[0.00],[14.2026012002],[-11.371925110]
[1958],[3],[28],[0],[0],[0.00],[14.2010691334],[-11.363319177]
[1958],[3],[29],[0],[0],[0.00],[14.1995192826],[-11.354636472]
[1958],[3],[30],[0],[0],[0.00],[14.1979522865],[-11.345880346]
[1958],[3],[31],[0],[0],[0.00],[14.1963687807],[-11.337054144]
[1958],[4],[1],[0],[0],[0.00],[14.1947693947],[-11.328161191]
[1958],[4],[2],[0],[0],[0.00],[14.1931547483],[-11.319204779]
[1958],[4],[3],[0],[0],[0.00],[14.1915254496],[-11.310188162]
[1958],[4],[4],[0],[0],[0.00],[14.1898820945],[-11.301114556]
[1958],[4],[5],[0],[0],[0.00],[14.1882252702],[-11.291987153]
[1958],[4],[6],[0],[0],[0.00],[14.1865555609],[-11.282809147]
[1958],[4],[7],[0],[0],[0.00],[14.1848735547],[-11.273583760]
[1958],[4],[8],[0],[0],[0.00],[14.1831798496],[-11.264314259]
[1958],[4],[9],[0],[0],[0.00],[14.1814750576],[-11.255003972]
[1958],[4],[10],[0],[0],[0.00],[14.1797598065],[-11.245656293]
[1958],[4],[11],[0],[0],[0.00],[14.1780347395],[-11.236274675]
[1958],[4],[12],[0],[0],[0.00],[14.1763005144],[-11.226862629]
[1958],[4],[13],[0],[0],[0.00],[14.1745578014],[-11.217423715]
[1958],[4],[14],[0],[0],[0.00],[14.1728072815],[-11.207961533]
[1958],[4],[15],[0],[0],[0.00],[14.1710496449],[-11.198479715]
[1958],[4],[16],[0],[0],[0.00],[14.1692855896],[-11.188981920]
[1958],[4],[17],[0],[0],[0.00],[14.1675158207],[-11.179471834]
[1958],[4],[18],[0],[0],[0.00],[14.1657410491],[-11.169953159]
[1958],[4],[19],[0],[0],[0.00],[14.1639619907],[-11.160429616]
[1958],[4],[20],[0],[0],[0.00],[14.1621793647],[-11.150904933]
[1958],[4],[21],[0],[0],[0.00],[14.1603938925],[-11.141382841]
[1958],[4],[22],[0],[0],[0.00],[14.1586062955],[-11.131867065]
[1958],[4],[23],[0],[0],[0.00],[14.1568172943],[-11.122361320]
[1958],[4],[24],[0],[0],[0.00],[14.1550276062],[-11.112869306]
[1958],[4],[25],[0],[0],[0.00],[14.1532379435],[-11.103394695]
[1958],[4],[26],[0],[0],[0.00],[14.1514490113],[-11.093941125]
[1958],[4],[27],[0],[0],[0.00],[14.1496615048],[-11.084512192]
[1958],[4],[28],[0],[0],[0.00],[14.1478761076],[-11.075111436]
[1958],[4],[29],[0],[0],[0.00],[14.1460934883],[-11.065742339]
[1958],[4],[30],[0],[0],[0.00],[14.1443142996],[-11.056408315]
[1958],[5],[1],[0],[0],[0.00],[14.1425391766],[-11.047112710]
[1958],[5],[2],[0],[0],[0.00],[14.1407687378],[-11.037858804]
[1958],[5],[3],[0],[0],[0.00],[14.1390035880],[-11.028649825]
[1958],[5],[4],[0],[0],[0.00],[14.1372443240],[-11.019488970]
[1958],[5],[5],[0],[0],[0.00],[14.1354915411],[-11.010379432]
[1958],[5],[6],[0],[0],[0.00],[14.1337458387],[-11.001324421]
[1958],[5],[7],[0],[0],[0.00],[14.1320078246],[-10.992327174]
[1958],[5],[8],[0],[0],[0.00],[14.1302781160],[-10.983390959]
[1958],[5],[9],[0],[0],[0.00],[14.1285573393],[-10.974519071]
[1958],[5],[10],[0],[0],[0.00],[14.1268461283],[-10.965714821]
[1958],[5],[11],[0],[0],[0.00],[14.1251451217],[-10.956981530]
[1958],[5],[12],[0],[0],[0.00],[14.1234549616],[-10.948322521]
[1958],[5],[13],[0],[0],[0.00],[14.1217762917],[-10.939741110]
[1958],[5],[14],[0],[0],[0.00],[14.1201097553],[-10.931240599]
[1958],[5],[15],[0],[0],[0.00],[14.1184559946],[-10.922824273]
[1958],[5],[16],[0],[0],[0.00],[14.1168156499],[-10.914495394]
[1958],[5],[17],[0],[0],[0.00],[14.1151893585],[-10.906257200]
[1958],[5],[18],[0],[0],[0.00],[14.1135777538],[-10.898112901]
[1958],[5],[19],[0],[0],[0.00],[14.1119814638],[-10.890065669]
[1958],[5],[20],[0],[0],[0.00],[14.1104011094],[-10.882118634]
[1958],[5],[21],[0],[0],[0.00],[14.1088373022],[-10.874274875]
[1958],[5],[22],[0],[0],[0.00],[14.1072906426],[-10.866537408]
[1958],[5],[23],[0],[0],[0.00],[14.1057617175],[-10.858909183]
[1958],[5],[24],[0],[0],[0.00],[14.1042510983],[-10.851393076]
[1958],[5],[25],[0],[0],[0.00],[14.1027593385],[-10.843991878]
[1958],[5],[26],[0],[0],[0.00],[14.1012869726],[-10.836708291]
[1958],[5],[27],[0],[0],[0.00],[14.0998345142],[-10.829544923]
[1958],[5],[28],[0],[0],[0.00],[14.0984024559],[-10.822504286]
[1958],[5],[29],[0],[0],[0.00],[14.0969912700],[-10.815588807]
[1958],[5],[30],[0],[0],[0.00],[14.0956014108],[-10.808800831]
[1958],[5],[31],[0],[0],[0.00],[14.0942333175],[-10.802142638]
[1958],[6],[1],[0],[0],[0.00],[14.0928874195],[-10.795616460]
[1958],[6],[2],[0],[0],[0.00],[14.0915641417],[-10.789224504]
[1958],[6],[3],[0],[0],[0.00],[14.0902639090],[-10.782968966]
[1958],[6],[4],[0],[0],[0.00],[14.0889871503],[-10.776852046]
[1958],[6],[5],[0],[0],[0.00],[14.0877342994],[-10.770875949]
[1958],[6],[6],[0],[0],[0.00],[14.0865057942],[-10.765042881]
[1958],[6],[7],[0],[0],[0.00],[14.0853020754],[-10.759355040]
[1958],[6],[8],[0],[0],[0.00],[14.0841235838],[-10.753814604]
[1958],[6],[9],[0],[0],[0.00],[14.0829707584],[-10.748423725]
[1958],[6],[10],[0],[0],[0.00],[14.0818440347],[-10.743184524]
[1958],[6],[11],[0],[0],[0.00],[14.0807438434],[-10.738099083]
[1958],[6],[12],[0],[0],[0.00],[14.0796706095],[-10.733169442]
[1958],[6],[13],[0],[0],[0.00],[14.0786247509],[-10.728397594]
[1958],[6],[14],[0],[0],[0.00],[14.0776066784],[-10.723785483]
[1958],[6],[15],[0],[0],[0.00],[14.0766167942],[-10.719334998]
[1958],[6],[16],[0],[0],[0.00],[14.0756554913],[-10.715047974]
