[Year],[M],[D],[H],[M],[S],[alpha],[dec]
[1982],[12],[7],[0],[0],[0.00],[17.7555382961],[-22.175355831]
[1982],[12],[8],[0],[0],[0.00],[17.7581996576],[-22.176504120]
[1982],[12],[9],[0],[0],[0.00],[17.7608681124],[-22.177634548]
[1982],[12],[10],[0],[0],[0.00],[17.7635430300],[-22.178746770]
[1982],[12],[11],[0],[0],[0.00],[17.7662237672],[-22.179840433]
[1982],[12],[12],[0],[0],[0.00],[17.7689096708],[-22.180915186]
[1982],[12],[13],[0],[0],[0.00],[17.7716000787],[-22.181970679]
[1982],[12],[14],[0],[0],[0.00],[17.7742943223],[-22.183006569]
[1982],[12],[15],[0],[0],[0.00],[17.7769917283],[-22.184022517]
[1982],[12],[16],[0],[0],[0.00],[17.7796916211],[-22.185018200]
[1982],[12],[17],[0],[0],[0.00],[17.7823933237],[-22.185993306]
[1982],[12],[18],[0],[0],[0.00],[17.7850961596],[-22.186947542]
[1982],[12],[19],[0],[0],[0.00],[17.7877994536],[-22.187880632]
[1982],[12],[20],[0],[0],[0.00],[17.7905025336],[-22.188792320]
[1982],[12],[21],[0],[0],[0.00],[17.7932047312],[-22.189682369]
[1982],[12],[22],[0],[0],[0.00],[17.7959053829],[-22.190550564]
[1982],[12],[23],[0],[0],[0.00],[17.7986038310],[-22.191396715]
[1982],[12],[24],[0],[0],[0.00],[17.8012994247],[-22.192220658]
[1982],[12],[25],[0],[0],[0.00],[17.8039915216],[-22.193022254]
[1982],[12],[26],[0],[0],[0.00],[17.8066794894],[-22.193801394]
[1982],[12],[27],[0],[0],[0.00],[17.8093627083],[-22.194557997]
[1982],[12],[28],[0],[0],[0.00],[17.8120405724],[-22.195292018]
[1982],[12],[29],[0],[0],[0.00],[17.8147124902],[-22.196003444]
[1982],[12],[30],[0],[0],[0.00],[17.8173778827],[-22.196692291]
[1982],[12],[31],[0],[0],[0.00],[17.8200361790],[-22.197358596]
[1983],[1],[1],[0],[0],[0.00],[17.8226868103],[-22.198002405]
[1983],[1],[2],[0],[0],[0.00],[17.8253292023],[-22.198623761]
[1983],[1],[3],[0],[0],[0.00],[17.8279627702],[-22.199222700]
[1983],[1],[4],[0],[0],[0.00],[17.8305869146],[-22.199799242]
[1983],[1],[5],[0],[0],[0.00],[17.8332010216],[-22.200353395]
[1983],[1],[6],[0],[0],[0.00],[17.8358044640],[-22.200885157]
[1983],[1],[7],[0],[0],[0.00],[17.8383966051],[-22.201394519]
[1983],[1],[8],[0],[0],[0.00],[17.8409768012],[-22.201881470]
[1983],[1],[9],[0],[0],[0.00],[17.8435444045],[-22.202346003]
[1983],[1],[10],[0],[0],[0.00],[17.8460987653],[-22.202788119]
[1983],[1],[11],[0],[0],[0.00],[17.8486392335],[-22.203207827]
[1983],[1],[12],[0],[0],[0.00],[17.8511651602],[-22.203605148]
[1983],[1],[13],[0],[0],[0.00],[17.8536758993],[-22.203980113]
[1983],[1],[14],[0],[0],[0.00],[17.8561708088],[-22.204332766]
[1983],[1],[15],[0],[0],[0.00],[17.8586492521],[-22.204663170]
[1983],[1],[16],[0],[0],[0.00],[17.8611105998],[-22.204971405]
[1983],[1],[17],[0],[0],[0.00],[17.8635542298],[-22.205257569]
[1983],[1],[18],[0],[0],[0.00],[17.8659795293],[-22.205521780]
[1983],[1],[19],[0],[0],[0.00],[17.8683858958],[-22.205764175]
[1983],[1],[20],[0],[0],[0.00],[17.8707727382],[-22.205984911]
[1983],[1],[21],[0],[0],[0.00],[17.8731394778],[-22.206184171]
[1983],[1],[22],[0],[0],[0.00],[17.8754855498],[-22.206362160]
[1983],[1],[23],[0],[0],[0.00],[17.8778104039],[-22.206519109]
[1983],[1],[24],[0],[0],[0.00],[17.8801135062],[-22.206655272]
[1983],[1],[25],[0],[0],[0.00],[17.8823943397],[-22.206770928]
[1983],[1],[26],[0],[0],[0.00],[17.8846524048],[-22.206866378]
[1983],[1],[27],[0],[0],[0.00],[17.8868872170],[-22.206941947]
[1983],[1],[28],[0],[0],[0.00],[17.8890983034],[-22.206997970]
[1983],[1],[29],[0],[0],[0.00],[17.8912851961],[-22.207034787]
[1983],[1],[30],[0],[0],[0.00],[17.8934474252],[-22.207052729]
[1983],[1],[31],[0],[0],[0.00],[17.8955845135],[-22.207052111]
[1983],[2],[1],[0],[0],[0.00],[17.8976959722],[-22.207033226]
[1983],[2],[2],[0],[0],[0.00],[17.8997813015],[-22.206996352]
[1983],[2],[3],[0],[0],[0.00],[17.9018399923],[-22.206941751]
[1983],[2],[4],[0],[0],[0.00],[17.9038715298],[-22.206869675]
[1983],[2],[5],[0],[0],[0.00],[17.9058753974],[-22.206780374]
[1983],[2],[6],[0],[0],[0.00],[17.9078510803],[-22.206674093]
[1983],[2],[7],[0],[0],[0.00],[17.9097980676],[-22.206551083]
[1983],[2],[8],[0],[0],[0.00],[17.9117158546],[-22.206411600]
[1983],[2],[9],[0],[0],[0.00],[17.9136039434],[-22.206255910]
[1983],[2],[10],[0],[0],[0.00],[17.9154618441],[-22.206084282]
[1983],[2],[11],[0],[0],[0.00],[17.9172890763],[-22.205896996]
[1983],[2],[12],[0],[0],[0.00],[17.9190851698],[-22.205694338]
[1983],[2],[13],[0],[0],[0.00],[17.9208496662],[-22.205476605]
[1983],[2],[14],[0],[0],[0.00],[17.9225821202],[-22.205244110]
[1983],[2],[15],[0],[0],[0.00],[17.9242821005],[-22.204997175]
[1983],[2],[16],[0],[0],[0.00],[17.9259491914],[-22.204736140]
[1983],[2],[17],[0],[0],[0.00],[17.9275829938],[-22.204461355]
[1983],[2],[18],[0],[0],[0.00],[17.9291831268],[-22.204173185]
[1983],[2],[19],[0],[0],[0.00],[17.9307492282],[-22.203872012]
[1983],[2],[20],[0],[0],[0.00],[17.9322809552],[-22.203558235]
[1983],[2],[21],[0],[0],[0.00],[17.9337779849],[-22.203232266]
[1983],[2],[22],[0],[0],[0.00],[17.9352400135],[-22.202894531]
[1983],[2],[23],[0],[0],[0.00],[17.9366667559],[-22.202545463]
[1983],[2],[24],[0],[0],[0.00],[17.9380579433],[-22.202185503]
[1983],[2],[25],[0],[0],[0.00],[17.9394133194],[-22.201815088]
[1983],[2],[26],[0],[0],[0.00],[17.9407326349],[-22.201434652]
[1983],[2],[27],[0],[0],[0.00],[17.9420156416],[-22.201044610]
[1983],[2],[28],[0],[0],[0.00],[17.9432620868],[-22.200645353]
[1983],[3],[1],[0],[0],[0.00],[17.9444717101],[-22.200237246]
[1983],[3],[2],[0],[0],[0.00],[17.9456442437],[-22.199820626]
[1983],[3],[3],[0],[0],[0.00],[17.9467794146],[-22.199395810]
[1983],[3],[4],[0],[0],[0.00],[17.9478769478],[-22.198963103]
[1983],[3],[5],[0],[0],[0.00],[17.9489365711],[-22.198522798]
[1983],[3],[6],[0],[0],[0.00],[17.9499580179],[-22.198075181]
[1983],[3],[7],[0],[0],[0.00],[17.9509410307],[-22.197620537]
[1983],[3],[8],[0],[0],[0.00],[17.9518853626],[-22.197159148]
[1983],[3],[9],[0],[0],[0.00],[17.9527907788],[-22.196691298]
[1983],[3],[10],[0],[0],[0.00],[17.9536570575],[-22.196217274]
[1983],[3],[11],[0],[0],[0.00],[17.9544839900],[-22.195737365]
[1983],[3],[12],[0],[0],[0.00],[17.9552713821],[-22.195251862]
[1983],[3],[13],[0],[0],[0.00],[17.9560190551],[-22.194761058]
[1983],[3],[14],[0],[0],[0.00],[17.9567268473],[-22.194265249]
[1983],[3],[15],[0],[0],[0.00],[17.9573946153],[-22.193764742]
[1983],[3],[16],[0],[0],[0.00],[17.9580222356],[-22.193259851]
[1983],[3],[17],[0],[0],[0.00],[17.9586096057],[-22.192750899]
[1983],[3],[18],[0],[0],[0.00],[17.9591566452],[-22.192238217]
[1983],[3],[19],[0],[0],[0.00],[17.9596632966],[-22.191722144]
[1983],[3],[20],[0],[0],[0.00],[17.9601295251],[-22.191203026]
[1983],[3],[21],[0],[0],[0.00],[17.9605553180],[-22.190681216]
[1983],[3],[22],[0],[0],[0.00],[17.9609406826],[-22.190157072]
[1983],[3],[23],[0],[0],[0.00],[17.9612856441],[-22.189630948]
[1983],[3],[24],[0],[0],[0.00],[17.9615902426],[-22.189103191]
[1983],[3],[25],[0],[0],[0.00],[17.9618545288],[-22.188574135]
[1983],[3],[26],[0],[0],[0.00],[17.9620785596],[-22.188044094]
[1983],[3],[27],[0],[0],[0.00],[17.9622623937],[-22.187513363]
[1983],[3],[28],[0],[0],[0.00],[17.9624060874],[-22.186982208]
[1983],[3],[29],[0],[0],[0.00],[17.9625096921],[-22.186450866]
[1983],[3],[30],[0],[0],[0.00],[17.9625732548],[-22.185919543]
[1983],[3],[31],[0],[0],[0.00],[17.9625968203],[-22.185388426]
[1983],[4],[1],[0],[0],[0.00],[17.9625804344],[-22.184857679]
[1983],[4],[2],[0],[0],[0.00],[17.9625241481],[-22.184327459]
[1983],[4],[3],[0],[0],[0.00],[17.9624280210],[-22.183797915]
[1983],[4],[4],[0],[0],[0.00],[17.9622921239],[-22.183269192]
[1983],[4],[5],[0],[0],[0.00],[17.9621165407],[-22.182741431]
[1983],[4],[6],[0],[0],[0.00],[17.9619013700],[-22.182214771]
[1983],[4],[7],[0],[0],[0.00],[17.9616467258],[-22.181689351]
[1983],[4],[8],[0],[0],[0.00],[17.9613527378],[-22.181165315]
[1983],[4],[9],[0],[0],[0.00],[17.9610195521],[-22.180642805]
[1983],[4],[10],[0],[0],[0.00],[17.9606473320],[-22.180121968]
[1983],[4],[11],[0],[0],[0.00],[17.9602362590],[-22.179602952]
[1983],[4],[12],[0],[0],[0.00],[17.9597865351],[-22.179085910]
[1983],[4],[13],[0],[0],[0.00],[17.9592983835],[-22.178571005]
[1983],[4],[14],[0],[0],[0.00],[17.9587720508],[-22.178058410]
[1983],[4],[15],[0],[0],[0.00],[17.9582078078],[-22.177548308]
[1983],[4],[16],[0],[0],[0.00],[17.9576059489],[-22.177040890]
[1983],[4],[17],[0],[0],[0.00],[17.9569667924],[-22.176536353]
[1983],[4],[18],[0],[0],[0.00],[17.9562906774],[-22.176034896]
[1983],[4],[19],[0],[0],[0.00],[17.9555779615],[-22.175536717]
[1983],[4],[20],[0],[0],[0.00],[17.9548290163],[-22.175042009]
[1983],[4],[21],[0],[0],[0.00],[17.9540442231],[-22.174550954]
[1983],[4],[22],[0],[0],[0.00],[17.9532239692],[-22.174063713]
[1983],[4],[23],[0],[0],[0.00],[17.9523686433],[-22.173580426]
[1983],[4],[24],[0],[0],[0.00],[17.9514786335],[-22.173101205]
[1983],[4],[25],[0],[0],[0.00],[17.9505543244],[-22.172626142]
[1983],[4],[26],[0],[0],[0.00],[17.9495960966],[-22.172155304]
[1983],[4],[27],[0],[0],[0.00],[17.9486043272],[-22.171688733]
[1983],[4],[28],[0],[0],[0.00],[17.9475793918],[-22.171226455]
[1983],[4],[29],[0],[0],[0.00],[17.9465216678],[-22.170768482]
[1983],[4],[30],[0],[0],[0.00],[17.9454315377],[-22.170314816]
[1983],[5],[1],[0],[0],[0.00],[17.9443093922],[-22.169865460]
[1983],[5],[2],[0],[0],[0.00],[17.9431556328],[-22.169420416]
[1983],[5],[3],[0],[0],[0.00],[17.9419706732],[-22.168979691]
[1983],[5],[4],[0],[0],[0.00],[17.9407549407],[-22.168543294]
[1983],[5],[5],[0],[0],[0.00],[17.9395088768],[-22.168111236]
[1983],[5],[6],[0],[0],[0.00],[17.9382329379],[-22.167683537]
[1983],[5],[7],[0],[0],[0.00],[17.9369275955],[-22.167260224]
[1983],[5],[8],[0],[0],[0.00],[17.9355933370],[-22.166841333]
[1983],[5],[9],[0],[0],[0.00],[17.9342306662],[-22.166426909]
[1983],[5],[10],[0],[0],[0.00],[17.9328401050],[-22.166017007]
[1983],[5],[11],[0],[0],[0.00],[17.9314221948],[-22.165611696]
[1983],[5],[12],[0],[0],[0.00],[17.9299774985],[-22.165211061]
[1983],[5],[13],[0],[0],[0.00],[17.9285066010],[-22.164815203]
[1983],[5],[14],[0],[0],[0.00],[17.9270101094],[-22.164424242]
[1983],[5],[15],[0],[0],[0.00],[17.9254886507],[-22.164038308]
[1983],[5],[16],[0],[0],[0.00],[17.9239428685],[-22.163657535]
[1983],[5],[17],[0],[0],[0.00],[17.9223734184],[-22.163282058]
[1983],[5],[18],[0],[0],[0.00],[17.9207809626],[-22.162912001]
[1983],[5],[19],[0],[0],[0.00],[17.9191661646],[-22.162547480]
[1983],[5],[20],[0],[0],[0.00],[17.9175296850],[-22.162188589]
[1983],[5],[21],[0],[0],[0.00],[17.9158721783],[-22.161835405]
[1983],[5],[22],[0],[0],[0.00],[17.9141942922],[-22.161487979]
[1983],[5],[23],[0],[0],[0.00],[17.9124966663],[-22.161146345]
[1983],[5],[24],[0],[0],[0.00],[17.9107799339],[-22.160810521]
[1983],[5],[25],[0],[0],[0.00],[17.9090447227],[-22.160480512]
[1983],[5],[26],[0],[0],[0.00],[17.9072916574],[-22.160156315]
[1983],[5],[27],[0],[0],[0.00],[17.9055213619],[-22.159837922]
[1983],[5],[28],[0],[0],[0.00],[17.9037344619],[-22.159525326]
[1983],[5],[29],[0],[0],[0.00],[17.9019315878],[-22.159218519]
[1983],[5],[30],[0],[0],[0.00],[17.9001133768],[-22.158917507]
[1983],[5],[31],[0],[0],[0.00],[17.8982804742],[-22.158622302]
[1983],[6],[1],[0],[0],[0.00],[17.8964335342],[-22.158332930]
[1983],[6],[2],[0],[0],[0.00],[17.8945732211],[-22.158049426]
[1983],[6],[3],[0],[0],[0.00],[17.8927002088],[-22.157771838]
[1983],[6],[4],[0],[0],[0.00],[17.8908151821],[-22.157500228]
[1983],[6],[5],[0],[0],[0.00],[17.8889188365],[-22.157234671]
[1983],[6],[6],[0],[0],[0.00],[17.8870118796],[-22.156975261]
[1983],[6],[7],[0],[0],[0.00],[17.8850950313],[-22.156722109]
[1983],[6],[8],[0],[0],[0.00],[17.8831690257],[-22.156475345]
[1983],[6],[9],[0],[0],[0.00],[17.8812346125],[-22.156235119]
[1983],[6],[10],[0],[0],[0.00],[17.8792925576],[-22.156001604]
[1983],[6],[11],[0],[0],[0.00],[17.8773436433],[-22.155774994]
[1983],[6],[12],[0],[0],[0.00],[17.8753886654],[-22.155555499]
[1983],[6],[13],[0],[0],[0.00],[17.8734284287],[-22.155343339]
[1983],[6],[14],[0],[0],[0.00],[17.8714637409],[-22.155138731]
[1983],[6],[15],[0],[0],[0.00],[17.8694954059],[-22.154941880]
[1983],[6],[16],[0],[0],[0.00],[17.8675242180],[-22.154752974]
[1983],[6],[17],[0],[0],[0.00],[17.8655509581],[-22.154572182]
[1983],[6],[18],[0],[0],[0.00],[17.8635763919],[-22.154399652]
[1983],[6],[19],[0],[0],[0.00],[17.8616012702],[-22.154235512]
[1983],[6],[20],[0],[0],[0.00],[17.8596263300],[-22.154079873]
[1983],[6],[21],[0],[0],[0.00],[17.8576522974],[-22.153932836]
[1983],[6],[22],[0],[0],[0.00],[17.8556798892],[-22.153794494]
[1983],[6],[23],[0],[0],[0.00],[17.8537098157],[-22.153664939]
[1983],[6],[24],[0],[0],[0.00],[17.8517427830],[-22.153544263]
[1983],[6],[25],[0],[0],[0.00],[17.8497794944],[-22.153432564]
[1983],[6],[26],[0],[0],[0.00],[17.8478206532],[-22.153329945]
[1983],[6],[27],[0],[0],[0.00],[17.8458669638],[-22.153236517]
[1983],[6],[28],[0],[0],[0.00],[17.8439191331],[-22.153152405]
[1983],[6],[29],[0],[0],[0.00],[17.8419778721],[-22.153077746]
[1983],[6],[30],[0],[0],[0.00],[17.8400438957],[-22.153012692]
[1983],[7],[1],[0],[0],[0.00],[17.8381179013],[-22.152957408]
[1983],[7],[2],[0],[0],[0.00],[17.8362006586],[-22.152912074]
[1983],[7],[3],[0],[0],[0.00],[17.8342928759],[-22.152876882]
[1983],[7],[4],[0],[0],[0.00],[17.8323952903],[-22.152852043]
[1983],[7],[5],[0],[0],[0.00],[17.8305086465],[-22.152837787]
[1983],[7],[6],[0],[0],[0.00],[17.8286336977],[-22.152834359]
[1983],[7],[7],[0],[0],[0.00],[17.8267712068],[-22.152842027]
[1983],[7],[8],[0],[0],[0.00],[17.8249219475],[-22.152861076]
[1983],[7],[9],[0],[0],[0.00],[17.8230867032],[-22.152891807]
[1983],[7],[10],[0],[0],[0.00],[17.8212662656],[-22.152934535]
[1983],[7],[11],[0],[0],[0.00],[17.8194614290],[-22.152989579]
[1983],[7],[12],[0],[0],[0.00],[17.8176729846],[-22.153057248]
[1983],[7],[13],[0],[0],[0.00],[17.8159017123],[-22.153137833]
[1983],[7],[14],[0],[0],[0.00],[17.8141483759],[-22.153231595]
[1983],[7],[15],[0],[0],[0.00],[17.8124137194],[-22.153338766]
[1983],[7],[16],[0],[0],[0.00],[17.8106984676],[-22.153459549]
[1983],[7],[17],[0],[0],[0.00],[17.8090033281],[-22.153594124]
[1983],[7],[18],[0],[0],[0.00],[17.8073289950],[-22.153742649]
[1983],[7],[19],[0],[0],[0.00],[17.8056761530],[-22.153905270]
[1983],[7],[20],[0],[0],[0.00],[17.8040454810],[-22.154082123]
[1983],[7],[21],[0],[0],[0.00],[17.8024376555],[-22.154273339]
[1983],[7],[22],[0],[0],[0.00],[17.8008533539],[-22.154479044]
[1983],[7],[23],[0],[0],[0.00],[17.7992932570],[-22.154699365]
[1983],[7],[24],[0],[0],[0.00],[17.7977580519],[-22.154934426]
[1983],[7],[25],[0],[0],[0.00],[17.7962484347],[-22.155184352]
[1983],[7],[26],[0],[0],[0.00],[17.7947651133],[-22.155449265]
[1983],[7],[27],[0],[0],[0.00],[17.7933088106],[-22.155729289]
[1983],[7],[28],[0],[0],[0.00],[17.7918802678],[-22.156024544]
[1983],[7],[29],[0],[0],[0.00],[17.7904802475],[-22.156335149]
[1983],[7],[30],[0],[0],[0.00],[17.7891095377],[-22.156661212]
[1983],[7],[31],[0],[0],[0.00],[17.7877689565],[-22.157002829]
[1983],[8],[1],[0],[0],[0.00],[17.7864593563],[-22.157360084]
[1983],[8],[2],[0],[0],[0.00],[17.7851816310],[-22.157733033]
[1983],[8],[3],[0],[0],[0.00],[17.7839367216],[-22.158121704]
[1983],[8],[4],[0],[0],[0.00],[17.7827256249],[-22.158526083]
[1983],[8],[5],[0],[0],[0.00],[17.7815494010],[-22.158946093]
[1983],[8],[6],[0],[0],[0.00],[17.7804091818],[-22.159381578]
[1983],[8],[7],[0],[0],[0.00],[17.7793061778],[-22.159832270]
[1983],[8],[8],[0],[0],[0.00],[17.7782416832],[-22.160297747]
[1983],[8],[9],[0],[0],[0.00],[17.7772170780],[-22.160777383]
[1983],[8],[10],[0],[0],[0.00],[17.7762338266],[-22.161270277]
[1983],[8],[11],[0],[0],[0.00],[17.7752934695],[-22.161775185]
[1983],[8],[12],[0],[0],[0.00],[17.7743976057],[-22.162290436]
[1983],[8],[13],[0],[0],[0.00],[17.7735478529],[-22.162813845]
[1983],[8],[14],[0],[0],[0.00],[17.7727457713],[-22.163342630]
[1983],[8],[15],[0],[0],[0.00],[17.7719927289],[-22.163873372]
[1983],[8],[16],[0],[0],[0.00],[17.7712896906],[-22.164402023]
[1983],[8],[17],[0],[0],[0.00],[17.7706369250],[-22.164924105]
[1983],[8],[18],[0],[0],[0.00],[17.7700336775],[-22.165435107]
[1983],[8],[19],[0],[0],[0.00],[17.7694779104],[-22.165931140]
[1983],[8],[20],[0],[0],[0.00],[17.7689662814],[-22.166409737]
[1983],[8],[21],[0],[0],[0.00],[17.7684944823],[-22.166870494]
[1983],[8],[22],[0],[0],[0.00],[17.7680578943],[-22.167315238]
[1983],[8],[23],[0],[0],[0.00],[17.7676523219],[-22.167747650]
[1983],[8],[24],[0],[0],[0.00],[17.7672745244],[-22.168172473]
[1983],[8],[25],[0],[0],[0.00],[17.7669224127],[-22.168594696]
[1983],[8],[26],[0],[0],[0.00],[17.7665949599],[-22.169018961]
[1983],[8],[27],[0],[0],[0.00],[17.7662919665],[-22.169449238]
[1983],[8],[28],[0],[0],[0.00],[17.7660138011],[-22.169888751]
[1983],[8],[29],[0],[0],[0.00],[17.7657611801],[-22.170340021]
[1983],[8],[30],[0],[0],[0.00],[17.7655350068],[-22.170804971]
[1983],[8],[31],[0],[0],[0.00],[17.7653362637],[-22.171285047]
[1983],[9],[1],[0],[0],[0.00],[17.7651659462],[-22.171781321]
[1983],[9],[2],[0],[0],[0.00],[17.7650250229],[-22.172294575]
[1983],[9],[3],[0],[0],[0.00],[17.7649144140],[-22.172825372]
[1983],[9],[4],[0],[0],[0.00],[17.7648349794],[-22.173374102]
[1983],[9],[5],[0],[0],[0.00],[17.7647875119],[-22.173941017]
[1983],[9],[6],[0],[0],[0.00],[17.7647727326],[-22.174526249]
[1983],[9],[7],[0],[0],[0.00],[17.7647912877],[-22.175129828]
[1983],[9],[8],[0],[0],[0.00],[17.7648437483],[-22.175751688]
[1983],[9],[9],[0],[0],[0.00],[17.7649306115],[-22.176391684]
[1983],[9],[10],[0],[0],[0.00],[17.7650523063],[-22.177049605]
[1983],[9],[11],[0],[0],[0.00],[17.7652092009],[-22.177725189]
[1983],[9],[12],[0],[0],[0.00],[17.7654016115],[-22.178418134]
[1983],[9],[13],[0],[0],[0.00],[17.7656298103],[-22.179128117]
[1983],[9],[14],[0],[0],[0.00],[17.7658940322],[-22.179854795]
[1983],[9],[15],[0],[0],[0.00],[17.7661944801],[-22.180597819]
[1983],[9],[16],[0],[0],[0.00],[17.7665313289],[-22.181356831]
[1983],[9],[17],[0],[0],[0.00],[17.7669047288],[-22.182131471]
[1983],[9],[18],[0],[0],[0.00],[17.7673148075],[-22.182921378]
[1983],[9],[19],[0],[0],[0.00],[17.7677616729],[-22.183726189]
[1983],[9],[20],[0],[0],[0.00],[17.7682454144],[-22.184545543]
[1983],[9],[21],[0],[0],[0.00],[17.7687661057],[-22.185379083]
[1983],[9],[22],[0],[0],[0.00],[17.7693238059],[-22.186226455]
[1983],[9],[23],[0],[0],[0.00],[17.7699185621],[-22.187087311]
[1983],[9],[24],[0],[0],[0.00],[17.7705504110],[-22.187961310]
[1983],[9],[25],[0],[0],[0.00],[17.7712193801],[-22.188848115]
[1983],[9],[26],[0],[0],[0.00],[17.7719254887],[-22.189747399]
[1983],[9],[27],[0],[0],[0.00],[17.7726687485],[-22.190658839]
[1983],[9],[28],[0],[0],[0.00],[17.7734491632],[-22.191582116]
[1983],[9],[29],[0],[0],[0.00],[17.7742667289],[-22.192516912]
[1983],[9],[30],[0],[0],[0.00],[17.7751214323],[-22.193462908]
[1983],[10],[1],[0],[0],[0.00],[17.7760132491],[-22.194419776]
[1983],[10],[2],[0],[0],[0.00],[17.7769421409],[-22.195387177]
[1983],[10],[3],[0],[0],[0.00],[17.7779080518],[-22.196364754]
[1983],[10],[4],[0],[0],[0.00],[17.7789109037],[-22.197352121]
[1983],[10],[5],[0],[0],[0.00],[17.7799505922],[-22.198348864]
[1983],[10],[6],[0],[0],[0.00],[17.7810269833],[-22.199354531]
[1983],[10],[7],[0],[0],[0.00],[17.7821399121],[-22.200368636]
[1983],[10],[8],[0],[0],[0.00],[17.7832891840],[-22.201390665]
[1983],[10],[9],[0],[0],[0.00],[17.7844745783],[-22.202420082]
[1983],[10],[10],[0],[0],[0.00],[17.7856958535],[-22.203456339]
[1983],[10],[11],[0],[0],[0.00],[17.7869527516],[-22.204498883]
[1983],[10],[12],[0],[0],[0.00],[17.7882450031],[-22.205547160]
[1983],[10],[13],[0],[0],[0.00],[17.7895723288],[-22.206600622]
[1983],[10],[14],[0],[0],[0.00],[17.7909344423],[-22.207658731]
[1983],[10],[15],[0],[0],[0.00],[17.7923310506],[-22.208720951]
[1983],[10],[16],[0],[0],[0.00],[17.7937618550],[-22.209786758]
[1983],[10],[17],[0],[0],[0.00],[17.7952265513],[-22.210855632]
[1983],[10],[18],[0],[0],[0.00],[17.7967248309],[-22.211927066]
[1983],[10],[19],[0],[0],[0.00],[17.7982563814],[-22.213000558]
[1983],[10],[20],[0],[0],[0.00],[17.7998208870],[-22.214075621]
[1983],[10],[21],[0],[0],[0.00],[17.8014180302],[-22.215151778]
[1983],[10],[22],[0],[0],[0.00],[17.8030474927],[-22.216228564]
[1983],[10],[23],[0],[0],[0.00],[17.8047089565],[-22.217305530]
[1983],[10],[24],[0],[0],[0.00],[17.8064021041],[-22.218382235]
[1983],[10],[25],[0],[0],[0.00],[17.8081266181],[-22.219458252]
[1983],[10],[26],[0],[0],[0.00],[17.8098821803],[-22.220533161]
[1983],[10],[27],[0],[0],[0.00],[17.8116684691],[-22.221606545]
[1983],[10],[28],[0],[0],[0.00],[17.8134851576],[-22.222677985]
[1983],[10],[29],[0],[0],[0.00],[17.8153319106],[-22.223747054]
[1983],[10],[30],[0],[0],[0.00],[17.8172083807],[-22.224813315]
[1983],[10],[31],[0],[0],[0.00],[17.8191142051],[-22.225876312]
[1983],[11],[1],[0],[0],[0.00],[17.8210490022],[-22.226935572]
[1983],[11],[2],[0],[0],[0.00],[17.8230123683],[-22.227990596]
[1983],[11],[3],[0],[0],[0.00],[17.8250038766],[-22.229040861]
[1983],[11],[4],[0],[0],[0.00],[17.8270230765],[-22.230085826]
[1983],[11],[5],[0],[0],[0.00],[17.8290694958],[-22.231124930]
[1983],[11],[6],[0],[0],[0.00],[17.8311426431],[-22.232157610]
[1983],[11],[7],[0],[0],[0.00],[17.8332420124],[-22.233183297]
[1983],[11],[8],[0],[0],[0.00],[17.8353670868],[-22.234201430]
[1983],[11],[9],[0],[0],[0.00],[17.8375173428],[-22.235211459]
[1983],[11],[10],[0],[0],[0.00],[17.8396922529],[-22.236212847]
[1983],[11],[11],[0],[0],[0.00],[17.8418912873],[-22.237205075]
[1983],[11],[12],[0],[0],[0.00],[17.8441139147],[-22.238187641]
[1983],[11],[13],[0],[0],[0.00],[17.8463596029],[-22.239160060]
[1983],[11],[14],[0],[0],[0.00],[17.8486278189],[-22.240121863]
[1983],[11],[15],[0],[0],[0.00],[17.8509180296],[-22.241072599]
[1983],[11],[16],[0],[0],[0.00],[17.8532297023],[-22.242011833]
[1983],[11],[17],[0],[0],[0.00],[17.8555623059],[-22.242939151]
[1983],[11],[18],[0],[0],[0.00],[17.8579153113],[-22.243854159]
[1983],[11],[19],[0],[0],[0.00],[17.8602881930],[-22.244756482]
[1983],[11],[20],[0],[0],[0.00],[17.8626804303],[-22.245645770]
[1983],[11],[21],[0],[0],[0.00],[17.8650915073],[-22.246521688]
[1983],[11],[22],[0],[0],[0.00],[17.8675209129],[-22.247383921]
[1983],[11],[23],[0],[0],[0.00],[17.8699681388],[-22.248232168]
[1983],[11],[24],[0],[0],[0.00],[17.8724326765],[-22.249066133]
[1983],[11],[25],[0],[0],[0.00],[17.8749140134],[-22.249885525]
[1983],[11],[26],[0],[0],[0.00],[17.8774116285],[-22.250690044]
[1983],[11],[27],[0],[0],[0.00],[17.8799249890],[-22.251479382]
[1983],[11],[28],[0],[0],[0.00],[17.8824535472],[-22.252253217]
[1983],[11],[29],[0],[0],[0.00],[17.8849967385],[-22.253011215]
[1983],[11],[30],[0],[0],[0.00],[17.8875539797],[-22.253753031]
[1983],[12],[1],[0],[0],[0.00],[17.8901246695],[-22.254478310]
[1983],[12],[2],[0],[0],[0.00],[17.8927081896],[-22.255186687]
[1983],[12],[3],[0],[0],[0.00],[17.8953039067],[-22.255877799]
[1983],[12],[4],[0],[0],[0.00],[17.8979111760],[-22.256551286]
[1983],[12],[5],[0],[0],[0.00],[17.9005293437],[-22.257206800]
[1983],[12],[6],[0],[0],[0.00],[17.9031577508],[-22.257844007]
[1983],[12],[7],[0],[0],[0.00],[17.9057957362],[-22.258462595]
[1983],[12],[8],[0],[0],[0.00],[17.9084426390],[-22.259062270]
