Year  M  D   H  M  S       alpha              dec
1904  5 25   0  0  0.00     1.3260385497       7.156825375  
1904  5 26   0  0  0.00     1.3415939906       7.251557949  
1904  5 27   0  0  0.00     1.3581579157       7.350049053  
1904  5 28   0  0  0.00     1.3730111658       7.434899754  
1904  5 29   0  0  0.00     1.3846075958       7.498110290  
1904  5 30   0  0  0.00     1.3936648477       7.546658893  
1904  5 31   0  0  0.00     1.4026722906       7.597624120  
1904  6  1   0  0  0.00     1.4141286511       7.666048276  
1904  6  2   0  0  0.00     1.4287222878       7.753946538  
1904  6  3   0  0  0.00     1.4448134083       7.848765244  
1904  6  4   0  0  0.00     1.4596264224       7.932571685  
1904  6  5   0  0  0.00     1.4712426529       7.994929319  
1904  6  6   0  0  0.00     1.4799568669       8.040215200  
1904  6  7   0  0  0.00     1.4880839307       8.084574259  
1904  6  8   0  0  0.00     1.4983263932       8.144484600  
1904  6  9   0  0  0.00     1.5118127029       8.224757757  
1904  6 10   0  0  0.00     1.5272590871       8.314948897  
1904  6 11   0  0  0.00     1.5419008576       8.397003890  
1904  6 12   0  0  0.00     1.5534810259       8.458264445  
1904  6 13   0  0  0.00     1.5618520345       8.500397463  
1904  6 14   0  0  0.00     1.5690941190       8.538251842  
1904  6 15   0  0  0.00     1.5780532528       8.589368682  
1904  6 16   0  0  0.00     1.5902841026       8.661262918  
1904  6 17   0  0  0.00     1.6049007133       8.745845921  
1904  6 18   0  0  0.00     1.6192165626       8.825347014  
1904  6 19   0  0  0.00     1.6306822373       8.885165155  
1904  6 20   0  0  0.00     1.6386991096       8.924210289  
1904  6 21   0  0  0.00     1.6450549598       8.955691735  
1904  6 22   0  0  0.00     1.6526743870       8.997824407  
1904  6 23   0  0  0.00     1.6635145117       9.060681591  
1904  6 24   0  0  0.00     1.6771231335       9.138741242  
1904  6 25   0  0  0.00     1.6909585285       9.214907975  
1904  6 26   0  0  0.00     1.7022285376       9.272931246  
1904  6 27   0  0  0.00     1.7098827108       9.308963552  
1904  6 28   0  0  0.00     1.7153649245       9.334278100  
1904  6 29   0  0  0.00     1.7216115342       9.367373090  
1904  6 30   0  0  0.00     1.7309473995       9.420675635  
1904  7  1   0  0  0.00     1.7433772740       9.491366751  
1904  7  2   0  0  0.00     1.7565694233       9.563406691  
1904  7  3   0  0  0.00     1.7675468000       9.619227605  
1904  7  4   0  0  0.00     1.7748166344       9.652276298  
1904  7  5   0  0  0.00     1.7794326177       9.671623498  
1904  7  6   0  0  0.00     1.7842733856       9.695653570  
1904  7  7   0  0  0.00     1.7919905139       9.738915718  
1904  7  8   0  0  0.00     1.8030620339       9.801392164  
1904  7  9   0  0  0.00     1.8154270481       9.868446540  
1904  7 10   0  0  0.00     1.8259860819       9.921542124  
1904  7 11   0  0  0.00     1.8328223089       9.951515133  
1904  7 12   0  0  0.00     1.8365634879       9.965028364  
1904  7 13   0  0  0.00     1.8399642735       9.979978550  
1904  7 14   0  0  0.00     1.8459513975      10.012751523  
1904  7 15   0  0  0.00     1.8554807074      10.066168008  
1904  7 16   0  0  0.00     1.8668206424      10.127331167  
1904  7 17   0  0  0.00     1.8768168070      10.177103811  
1904  7 18   0  0  0.00     1.8831570478      10.203852783  
1904  7 19   0  0  0.00     1.8860138935      10.211657992  
1904  7 20   0  0  0.00     1.8879532600      10.217569520  
1904  7 21   0  0  0.00     1.8921219238      10.239515545  
1904  7 22   0  0  0.00     1.8999485151      10.283147290  
1904  7 23   0  0  0.00     1.9100808208      10.337596688  
1904  7 24   0  0  0.00     1.9193759066      10.383483959  
1904  7 25   0  0  0.00     1.9251630410      10.406887406  
1904  7 26   0  0  0.00     1.9271421774      10.409190145  
1904  7 27   0  0  0.00     1.9276270610      10.406242278  
1904  7 28   0  0  0.00     1.9299199304      10.417175483  
1904  7 29   0  0  0.00     1.9359051580      10.450409073  
1904  7 30   0  0  0.00     1.9446538749      10.497367773  
1904  7 31   0  0  0.00     1.9531041161      10.538801474  
1904  8  1   0  0  0.00     1.9582697815      10.558703055  
1904  8  2   0  0  0.00     1.9593688104      10.555676840  
1904  8  3   0  0  0.00     1.9584067019      10.544058542  
1904  8  4   0  0  0.00     1.9587747846      10.543839629  
1904  8  5   0  0  0.00     1.9627882712      10.566108992  
1904  8  6   0  0  0.00     1.9699747060      10.604794743  
1904  8  7   0  0  0.00     1.9774197017      10.641136312  
