[Year],[M],[D],[H],[M],[S],[alpha],[dec]
[1903],[7],[21],[0],[0],[0.00],[23.7118579326],[-3.339891914]
[1903],[7],[22],[0],[0],[0.00],[23.7077823483],[-3.374750843]
[1903],[7],[23],[0],[0],[0.00],[23.7027394970],[-3.415709896]
[1903],[7],[24],[0],[0],[0.00],[23.6972120722],[-3.459224398]
[1903],[7],[25],[0],[0],[0.00],[23.6917333647],[-3.501493996]
[1903],[7],[26],[0],[0],[0.00],[23.6868123685],[-3.539000357]
[1903],[7],[27],[0],[0],[0.00],[23.6828575389],[-3.569036703]
[1903],[7],[28],[0],[0],[0.00],[23.6801133450],[-3.590130788]
[1903],[7],[29],[0],[0],[0.00],[23.6786201498],[-3.602288615]
[1903],[7],[30],[0],[0],[0.00],[23.6782072033],[-3.606999856]
[1903],[7],[31],[0],[0],[0.00],[23.6785196005],[-3.607004057]
[1903],[8],[1],[0],[0],[0.00],[23.6790721431],[-3.605878238]
[1903],[8],[2],[0],[0],[0.00],[23.6793235657],[-3.607492484]
[1903],[8],[3],[0],[0],[0.00],[23.6787523096],[-3.615469777]
[1903],[8],[4],[0],[0],[0.00],[23.6769288452],[-3.632684605]
[1903],[8],[5],[0],[0],[0.00],[23.6735707750],[-3.660894642]
[1903],[8],[6],[0],[0],[0.00],[23.6685799812],[-3.700508689]
[1903],[8],[7],[0],[0],[0.00],[23.6620557781],[-3.750530365]
[1903],[8],[8],[0],[0],[0.00],[23.6542854177],[-3.808665377]
[1903],[8],[9],[0],[0],[0.00],[23.6457096568],[-3.871603133]
[1903],[8],[10],[0],[0],[0.00],[23.6368666180],[-3.935444408]
[1903],[8],[11],[0],[0],[0.00],[23.6283193636],[-3.996231486]
[1903],[8],[12],[0],[0],[0.00],[23.6205736485],[-4.050529525]
[1903],[8],[13],[0],[0],[0.00],[23.6140024095],[-4.095941468]
[1903],[8],[14],[0],[0],[0.00],[23.6087860460],[-4.131492598]
[1903],[8],[15],[0],[0],[0.00],[23.6048833526],[-4.157789880]
[1903],[8],[16],[0],[0],[0.00],[23.6020381493],[-4.176925659]
[1903],[8],[17],[0],[0],[0.00],[23.5998193395],[-4.192153270]
[1903],[8],[18],[0],[0],[0.00],[23.5976887879],[-4.207379127]
[1903],[8],[19],[0],[0],[0.00],[23.5950804718],[-4.226591152]
[1903],[8],[20],[0],[0],[0.00],[23.5914811768],[-4.253292810]
[1903],[8],[21],[0],[0],[0.00],[23.5864995572],[-4.290032275]
[1903],[8],[22],[0],[0],[0.00],[23.5799169431],[-4.338072547]
[1903],[8],[23],[0],[0],[0.00],[23.5717159995],[-4.397226440]
[1903],[8],[24],[0],[0],[0.00],[23.5620846471],[-4.465869061]
[1903],[8],[25],[0],[0],[0.00],[23.5513940310],[-4.541137187]
[1903],[8],[26],[0],[0],[0.00],[23.5401544954],[-4.619275975]
[1903],[8],[27],[0],[0],[0.00],[23.5289464039],[-4.696154866]
[1903],[8],[28],[0],[0],[0.00],[23.5183418181],[-4.767828648]
[1903],[8],[29],[0],[0],[0.00],[23.5088185488],[-4.831133677]
[1903],[8],[30],[0],[0],[0.00],[23.5006879570],[-4.884165493]
[1903],[8],[31],[0],[0],[0.00],[23.4940449121],[-4.926585871]
[1903],[9],[1],[0],[0],[0.00],[23.4887536238],[-4.959670345]
[1903],[9],[2],[0],[0],[0.00],[23.4844694380],[-4.986106681]
[1903],[9],[3],[0],[0],[0.00],[23.4806948739],[-5.009563605]
[1903],[9],[4],[0],[0],[0.00],[23.4768556678],[-5.034134485]
[1903],[9],[5],[0],[0],[0.00],[23.4723854518],[-5.063738473]
[1903],[9],[6],[0],[0],[0.00],[23.4668053480],[-5.101572260]
[1903],[9],[7],[0],[0],[0.00],[23.4597867549],[-5.149692445]
[1903],[9],[8],[0],[0],[0.00],[23.4511940049],[-5.208750151]
[1903],[9],[9],[0],[0],[0.00],[23.4411021928],[-5.277905670]
[1903],[9],[10],[0],[0],[0.00],[23.4297889093],[-5.354931251]
[1903],[9],[11],[0],[0],[0.00],[23.4177016879],[-5.436479972]
[1903],[9],[12],[0],[0],[0.00],[23.4053995031],[-5.518530958]
[1903],[9],[13],[0],[0],[0.00],[23.3934785952],[-5.596928333]
[1903],[9],[14],[0],[0],[0.00],[23.3824869039],[-5.667980650]
[1903],[9],[15],[0],[0],[0.00],[23.3728425796],[-5.729009853]
[1903],[9],[16],[0],[0],[0.00],[23.3647696260],[-5.778762763]
[1903],[9],[17],[0],[0],[0.00],[23.3582626756],[-5.817606455]
[1903],[9],[18],[0],[0],[0.00],[23.3530888375],[-5.847465003]
[1903],[9],[19],[0],[0],[0.00],[23.3488271338],[-5.871499870]
[1903],[9],[20],[0],[0],[0.00],[23.3449331187],[-5.893631295]
[1903],[9],[21],[0],[0],[0.00],[23.3408244692],[-5.917927842]
[1903],[9],[22],[0],[0],[0.00],[23.3359624601],[-5.948041811]
[1903],[9],[23],[0],[0],[0.00],[23.3299278351],[-5.986697395]
[1903],[9],[24],[0],[0],[0.00],[23.3224739994],[-6.035348491]
[1903],[9],[25],[0],[0],[0.00],[23.3135589294],[-6.093991726]
[1903],[9],[26],[0],[0],[0.00],[23.3033499639],[-6.161175206]
[1903],[9],[27],[0],[0],[0.00],[23.2922041286],[-6.234176705]
[1903],[9],[28],[0],[0],[0.00],[23.2806224336],[-6.309359670]
[1903],[9],[29],[0],[0],[0.00],[23.2691847410],[-6.382651782]
[1903],[9],[30],[0],[0],[0.00],[23.2584696827],[-6.450111703]
[1903],[10],[1],[0],[0],[0.00],[23.2489708161],[-6.508501030]
[1903],[10],[2],[0],[0],[0.00],[23.2410229422],[-6.555766408]
[1903],[10],[3],[0],[0],[0.00],[23.2347501393],[-6.591356378]
[1903],[10],[4],[0],[0],[0.00],[23.2300468624],[-6.616304027]
[1903],[10],[5],[0],[0],[0.00],[23.2265964594],[-6.633053412]
[1903],[10],[6],[0],[0],[0.00],[23.2239215120],[-6.645077086]
[1903],[10],[7],[0],[0],[0.00],[23.2214595502],[-6.656332982]
[1903],[10],[8],[0],[0],[0.00],[23.2186457902],[-6.670688148]
[1903],[10],[9],[0],[0],[0.00],[23.2149930684],[-6.691375404]
[1903],[10],[10],[0],[0],[0.00],[23.2101566484],[-6.720566361]
[1903],[10],[11],[0],[0],[0.00],[23.2039771735],[-6.759103552]
[1903],[10],[12],[0],[0],[0.00],[23.1964998395],[-6.806404531]
[1903],[10],[13],[0],[0],[0.00],[23.1879679971],[-6.860542343]
[1903],[10],[14],[0],[0],[0.00],[23.1787914302],[-6.918503206]
[1903],[10],[15],[0],[0],[0.00],[23.1694954225],[-6.976566412]
[1903],[10],[16],[0],[0],[0.00],[23.1606481073],[-7.030823685]
[1903],[10],[17],[0],[0],[0.00],[23.1527834683],[-7.077710316]
[1903],[10],[18],[0],[0],[0.00],[23.1463214630],[-7.114538470]
[1903],[10],[19],[0],[0],[0.00],[23.1415055939],[-7.139894440]
[1903],[10],[20],[0],[0],[0.00],[23.1383647345],[-7.153859202]
[1903],[10],[21],[0],[0],[0.00],[23.1367099555],[-7.157987862]
[1903],[10],[22],[0],[0],[0.00],[23.1361653695],[-7.155061814]
[1903],[10],[23],[0],[0],[0.00],[23.1362282760],[-7.148651020]
[1903],[10],[24],[0],[0],[0.00],[23.1363456201],[-7.142577948]
[1903],[10],[25],[0],[0],[0.00],[23.1359942023],[-7.140368494]
[1903],[10],[26],[0],[0],[0.00],[23.1347526497],[-7.144770697]
[1903],[10],[27],[0],[0],[0.00],[23.1323547856],[-7.157408359]
[1903],[10],[28],[0],[0],[0.00],[23.1287216279],[-7.178589484]
[1903],[10],[29],[0],[0],[0.00],[23.1239693222],[-7.207282927]
[1903],[10],[30],[0],[0],[0.00],[23.1183932285],[-7.241260828]
[1903],[10],[31],[0],[0],[0.00],[23.1124303017],[-7.277386211]
[1903],[11],[1],[0],[0],[0.00],[23.1066012451],[-7.312032345]
[1903],[11],[2],[0],[0],[0.00],[23.1014403166],[-7.341574388]
[1903],[11],[3],[0],[0],[0.00],[23.0974196959],[-7.362902201]
[1903],[11],[4],[0],[0],[0.00],[23.0948795919],[-7.373879764]
[1903],[11],[5],[0],[0],[0.00],[23.0939769735],[-7.373665152]
[1903],[11],[6],[0],[0],[0.00],[23.0946609503],[-7.362842565]
[1903],[11],[7],[0],[0],[0.00],[23.0966818580],[-7.343326199]
[1903],[11],[8],[0],[0],[0.00],[23.0996317485],[-7.318055502]
[1903],[11],[9],[0],[0],[0.00],[23.1030064752],[-7.290555031]
[1903],[11],[10],[0],[0],[0.00],[23.1062824383],[-7.264402680]
[1903],[11],[11],[0],[0],[0.00],[23.1089888627],[-7.242739939]
[1903],[11],[12],[0],[0],[0.00],[23.1107715320],[-7.227847816]
[1903],[11],[13],[0],[0],[0.00],[23.1114356098],[-7.220873067]
[1903],[11],[14],[0],[0],[0.00],[23.1109679817],[-7.221698813]
[1903],[11],[15],[0],[0],[0.00],[23.1095365454],[-7.228976737]
[1903],[11],[16],[0],[0],[0.00],[23.1074675995],[-7.240309308]
[1903],[11],[17],[0],[0],[0.00],[23.1052037955],[-7.252561170]
[1903],[11],[18],[0],[0],[0.00],[23.1032455356],[-7.262276919]
[1903],[11],[19],[0],[0],[0.00],[23.1020829053],[-7.266152085]
[1903],[11],[20],[0],[0],[0.00],[23.1021254936],[-7.261506354]
[1903],[11],[21],[0],[0],[0.00],[23.1036419472],[-7.246677487]
[1903],[11],[22],[0],[0],[0.00],[23.1067188326],[-7.221275806]
[1903],[11],[23],[0],[0],[0.00],[23.1112473958],[-7.186244344]
[1903],[11],[24],[0],[0],[0.00],[23.1169409843],[-7.143712144]
[1903],[11],[25],[0],[0],[0.00],[23.1233802417],[-7.096664125]
[1903],[11],[26],[0],[0],[0.00],[23.1300770694],[-7.048491275]
[1903],[11],[27],[0],[0],[0.00],[23.1365459379],[-7.002499257]
[1903],[11],[28],[0],[0],[0.00],[23.1423701510],[-6.961458862]
[1903],[11],[29],[0],[0],[0.00],[23.1472559156],[-6.927247071]
[1903],[11],[30],[0],[0],[0.00],[23.1510667054],[-6.900628330]
[1903],[12],[1],[0],[0],[0.00],[23.1538379563],[-6.881174782]
[1903],[12],[2],[0],[0],[0.00],[23.1557699455],[-6.867337918]
[1903],[12],[3],[0],[0],[0.00],[23.1572014115],[-6.856653231]
[1903],[12],[4],[0],[0],[0.00],[23.1585665054],[-6.846055069]
[1903],[12],[5],[0],[0],[0.00],[23.1603362690],[-6.832291013]
[1903],[12],[6],[0],[0],[0.00],[23.1629552032],[-6.812360754]
[1903],[12],[7],[0],[0],[0.00],[23.1667761886],[-6.783955178]
[1903],[12],[8],[0],[0],[0.00],[23.1720085341],[-6.745795888]
[1903],[12],[9],[0],[0],[0.00],[23.1786852824],[-6.697835373]
[1903],[12],[10],[0],[0],[0.00],[23.1866581713],[-6.641266106]
[1903],[12],[11],[0],[0],[0.00],[23.1956215529],[-6.578332812]
[1903],[12],[12],[0],[0],[0.00],[23.2051593853],[-6.511991735]
[1903],[12],[13],[0],[0],[0.00],[23.2148082185],[-6.445467547]
[1903],[12],[14],[0],[0],[0.00],[23.2241230003],[-6.381798064]
[1903],[12],[15],[0],[0],[0.00],[23.2327371493],[-6.323425106]
[1903],[12],[16],[0],[0],[0.00],[23.2404083387],[-6.271889272]
[1903],[12],[17],[0],[0],[0.00],[23.2470460915],[-6.227654726]
[1903],[12],[18],[0],[0],[0.00],[23.2527205807],[-6.190068136]
[1903],[12],[19],[0],[0],[0.00],[23.2576523133],[-6.157449816]
[1903],[12],[20],[0],[0],[0.00],[23.2621834699],[-6.127312966]
[1903],[12],[21],[0],[0],[0.00],[23.2667340572],[-6.096683214]
[1903],[12],[22],[0],[0],[0.00],[23.2717458831],[-6.062497182]
[1903],[12],[23],[0],[0],[0.00],[23.2776217139],[-6.022024447]
[1903],[12],[24],[0],[0],[0.00],[23.2846666253],[-5.973265862]
[1903],[12],[25],[0],[0],[0.00],[23.2930423531],[-5.915253003]
[1903],[12],[26],[0],[0],[0.00],[23.3027418025],[-5.848202332]
[1903],[12],[27],[0],[0],[0.00],[23.3135906800],[-5.773480631]
[1903],[12],[28],[0],[0],[0.00],[23.3252747111],[-5.693394792]
[1903],[12],[29],[0],[0],[0.00],[23.3373873961],[-5.610845701]
[1903],[12],[30],[0],[0],[0.00],[23.3494908222],[-5.528896736]
[1903],[12],[31],[0],[0],[0.00],[23.3611760570],[-5.450353019]
[1904],[1],[1],[0],[0],[0.00],[23.3721181069],[-5.377384614]
[1904],[1],[2],[0],[0],[0.00],[23.3821147096],[-5.311266937]
[1904],[1],[3],[0],[0],[0.00],[23.3911097211],[-5.252233866]
[1904],[1],[4],[0],[0],[0.00],[23.3991977615],[-5.199463360]
[1904],[1],[5],[0],[0],[0.00],[23.4066109335],[-5.151190905]
[1904],[1],[6],[0],[0],[0.00],[23.4136898324],[-5.104929974]
[1904],[1],[7],[0],[0],[0.00],[23.4208393517],[-5.057796459]
[1904],[1],[8],[0],[0],[0.00],[23.4284749202],[-5.006892892]
[1904],[1],[9],[0],[0],[0.00],[23.4369648487],[-4.949711738]
[1904],[1],[10],[0],[0],[0.00],[23.4465761087],[-4.884505501]
[1904],[1],[11],[0],[0],[0.00],[23.4574345561],[-4.810548446]
[1904],[1],[12],[0],[0],[0.00],[23.4695048126],[-4.728255024]
[1904],[1],[13],[0],[0],[0.00],[23.4825959404],[-4.639117122]
[1904],[1],[14],[0],[0],[0.00],[23.4963913649],[-4.545473498]
[1904],[1],[15],[0],[0],[0.00],[23.5104969462],[-4.450158235]
[1904],[1],[16],[0],[0],[0.00],[23.5244986615],[-4.356087873]
[1904],[1],[17],[0],[0],[0.00],[23.5380195390],[-4.265861657]
[1904],[1],[18],[0],[0],[0.00],[23.5507684840],[-4.181424728]
[1904],[1],[19],[0],[0],[0.00],[23.5625753253],[-4.103834598]
[1904],[1],[20],[0],[0],[0.00],[23.5734098145],[-4.033143452]
[1904],[1],[21],[0],[0],[0.00],[23.5833833513],[-3.968405525]
[1904],[1],[22],[0],[0],[0.00],[23.5927345920],[-3.907798788]
[1904],[1],[23],[0],[0],[0.00],[23.6017999452],[-3.848851275]
[1904],[1],[24],[0],[0],[0.00],[23.6109697127],[-3.788764942]
[1904],[1],[25],[0],[0],[0.00],[23.6206369292],[-3.724784276]
[1904],[1],[26],[0],[0],[0.00],[23.6311409476],[-3.654593825]
[1904],[1],[27],[0],[0],[0.00],[23.6427184296],[-3.576653797]
[1904],[1],[28],[0],[0],[0.00],[23.6554664009],[-3.490442532]
[1904],[1],[29],[0],[0],[0.00],[23.6693273206],[-3.396538927]
[1904],[1],[30],[0],[0],[0.00],[23.6840982846],[-3.296532714]
[1904],[1],[31],[0],[0],[0.00],[23.6994623538],[-3.192781757]
[1904],[2],[1],[0],[0],[0.00],[23.7150365599],[-3.088057329]
[1904],[2],[2],[0],[0],[0.00],[23.7304272747],[-2.985145618]
[1904],[2],[3],[0],[0],[0.00],[23.7452832189],[-2.886473073]
[1904],[2],[4],[0],[0],[0.00],[23.7593409634],[-2.793792911]
[1904],[2],[5],[0],[0],[0.00],[23.7724551966],[-2.707984287]
[1904],[2],[6],[0],[0],[0.00],[23.7846157190],[-2.628951193]
[1904],[2],[7],[0],[0],[0.00],[23.7959472629],[-2.555643599]
[1904],[2],[8],[0],[0],[0.00],[23.8066942466],[-2.486187675]
[1904],[2],[9],[0],[0],[0.00],[23.8171903743],[-2.418120474]
[1904],[2],[10],[0],[0],[0.00],[23.8278159035],[-2.348707828]
[1904],[2],[11],[0],[0],[0.00],[23.8389464171],[-2.275314990]
[1904],[2],[12],[0],[0],[0.00],[23.8508995475],[-2.195782689]
[1904],[2],[13],[0],[0],[0.00],[23.8638877940],[-2.108750185]
[1904],[2],[14],[0],[0],[0.00],[23.8779857364],[-2.013867087]
[1904],[2],[15],[0],[0],[0.00],[23.8931185920],[-1.911849044]
[1904],[2],[16],[0],[0],[0.00],[23.9090741455],[-1.804366101]
[1904],[2],[17],[0],[0],[0.00],[23.9255350918],[-1.693790369]
[1904],[2],[18],[0],[0],[0.00],[23.9421272348],[-1.582837596]
[1904],[2],[19],[0],[0],[0.00],[23.9584717918],[-1.474188801]
[1904],[2],[20],[0],[0],[0.00],[23.9742372049],[-1.370124794]
[1904],[2],[21],[0],[0],[0.00],[23.9891798101],[-1.272247194]
[1904],[2],[22],[0],[0],[0.00],[0.0031734094],[-1.181285584]
[1904],[2],[23],[0],[0],[0.00],[0.0162231473],[-1.097019948]
[1904],[2],[24],[0],[0],[0.00],[0.0284644616],[-1.018311741]
[1904],[2],[25],[0],[0],[0.00],[0.0401468081],[-0.943242718]
[1904],[2],[26],[0],[0],[0.00],[0.0516029521],[-0.869353711]
[1904],[2],[27],[0],[0],[0.00],[0.0632058179],[-0.793966635]
[1904],[2],[28],[0],[0],[0.00],[0.0753184757],[-0.714546036]
[1904],[2],[29],[0],[0],[0.00],[0.0882412870],[-0.629071252]
[1904],[3],[1],[0],[0],[0.00],[0.1021679675],[-0.536334276]
[1904],[3],[2],[0],[0],[0.00],[0.1171546852],[-0.436135116]
[1904],[3],[3],[0],[0],[0.00],[0.1331119835],[-0.329310358]
[1904],[3],[4],[0],[0],[0.00],[0.1498185765],[-0.217604941]
[1904],[3],[5],[0],[0],[0.00],[0.1669558780],[-0.103402528]
[1904],[3],[6],[0],[0],[0.00],[0.1841551308],[0.010626425]
[1904],[3],[7],[0],[0],[0.00],[0.2010491794],[0.121897955]
[1904],[3],[8],[0],[0],[0.00],[0.2173212650],[0.228256723]
[1904],[3],[9],[0],[0],[0.00],[0.2327442706],[0.328241038]
[1904],[3],[10],[0],[0],[0.00],[0.2472079201],[0.421255570]
[1904],[3],[11],[0],[0],[0.00],[0.2607311234],[0.507634921]
[1904],[3],[12],[0],[0],[0.00],[0.2734599128],[0.588601691]
[1904],[3],[13],[0],[0],[0.00],[0.2856506229],[0.666122795]
[1904],[3],[14],[0],[0],[0.00],[0.2976379570],[0.742660553]
[1904],[3],[15],[0],[0],[0.00],[0.3097922648],[0.820855249]
[1904],[3],[16],[0],[0],[0.00],[0.3224681897],[0.903155319]
[1904],[3],[17],[0],[0],[0.00],[0.3359536520],[0.991462544]
[1904],[3],[18],[0],[0],[0.00],[0.3504259938],[1.086839592]
[1904],[3],[19],[0],[0],[0.00],[0.3659244759],[1.189343092]
[1904],[3],[20],[0],[0],[0.00],[0.3823443977],[1.298015570]
[1904],[3],[21],[0],[0],[0.00],[0.3994537339],[1.411035889]
[1904],[3],[22],[0],[0],[0.00],[0.4169287919],[1.525998090]
[1904],[3],[23],[0],[0],[0.00],[0.4344019752],[1.640265292]
[1904],[3],[24],[0],[0],[0.00],[0.4515124488],[1.751332059]
[1904],[3],[25],[0],[0],[0.00],[0.4679538004],[1.857153731]
[1904],[3],[26],[0],[0],[0.00],[0.4835110288],[1.956390201]
[1904],[3],[27],[0],[0],[0.00],[0.4980868573],[2.048567514]
[1904],[3],[28],[0],[0],[0.00],[0.5117129041],[2.134128500]
[1904],[3],[29],[0],[0],[0.00],[0.5245470779],[2.214384722]
[1904],[3],[30],[0],[0],[0.00],[0.5368550971],[2.291358372]
[1904],[3],[31],[0],[0],[0.00],[0.5489779282],[2.367530282]
[1904],[4],[1],[0],[0],[0.00],[0.5612876159],[2.445514545]
[1904],[4],[2],[0],[0],[0.00],[0.5741349540],[2.527687121]
[1904],[4],[3],[0],[0],[0.00],[0.5877988725],[2.615839893]
[1904],[4],[4],[0],[0],[0.00],[0.6024431201],[2.710899727]
[1904],[4],[5],[0],[0],[0.00],[0.6180915559],[2.812787440]
[1904],[4],[6],[0],[0],[0.00],[0.6346245125],[2.920430553]
[1904],[4],[7],[0],[0],[0.00],[0.6517977840],[3.031931711]
[1904],[4],[8],[0],[0],[0.00],[0.6692802022],[3.144860249]
[1904],[4],[9],[0],[0],[0.00],[0.6867016817],[3.256603909]
[1904],[4],[10],[0],[0],[0.00],[0.7037039142],[3.364725798]
[1904],[4],[11],[0],[0],[0.00],[0.7199868167],[3.467277861]
[1904],[4],[12],[0],[0],[0.00],[0.7353450667],[3.563035114]
[1904],[4],[13],[0],[0],[0.00],[0.7496932757],[3.651641986]
[1904],[4],[14],[0],[0],[0.00],[0.7630763322],[3.733652769]
[1904],[4],[15],[0],[0],[0.00],[0.7756655159],[3.810471154]
[1904],[4],[16],[0],[0],[0.00],[0.7877387338],[3.884182858]
[1904],[4],[17],[0],[0],[0.00],[0.7996462872],[3.957293616]
[1904],[4],[18],[0],[0],[0.00],[0.8117647118],[4.032395134]
[1904],[4],[19],[0],[0],[0.00],[0.8244436301],[4.111795242]
[1904],[4],[20],[0],[0],[0.00],[0.8379543300],[4.197175087]
[1904],[4],[21],[0],[0],[0.00],[0.8524475726],[4.289325247]
[1904],[4],[22],[0],[0],[0.00],[0.8679305658],[4.388024309]
[1904],[4],[23],[0],[0],[0.00],[0.8842660057],[4.492074776]
[1904],[4],[24],[0],[0],[0.00],[0.9011941747],[4.599494142]
[1904],[4],[25],[0],[0],[0.00],[0.9183725663],[4.707817625]
[1904],[4],[26],[0],[0],[0.00],[0.9354244158],[4.814447202]
[1904],[4],[27],[0],[0],[0.00],[0.9519908357],[4.917009371]
[1904],[4],[28],[0],[0],[0.00],[0.9677754448],[5.013647840]
[1904],[4],[29],[0],[0],[0.00],[0.9825819989],[5.103255274]
[1904],[4],[30],[0],[0],[0.00],[0.9963371963],[5.185597749]
[1904],[5],[1],[0],[0],[0.00],[1.0091012836],[5.261349600]
[1904],[5],[2],[0],[0],[0.00],[1.0210624219],[5.332019805]
[1904],[5],[3],[0],[0],[0.00],[1.0325153895],[5.399773710]
[1904],[5],[4],[0],[0],[0.00],[1.0438247604],[5.467157266]
[1904],[5],[5],[0],[0],[0.00],[1.0553767223],[5.536755906]
[1904],[5],[6],[0],[0],[0.00],[1.0675232323],[5.610816575]
[1904],[5],[7],[0],[0],[0.00],[1.0805299442],[5.690912090]
[1904],[5],[8],[0],[0],[0.00],[1.0945343287],[5.777690375]
[1904],[5],[9],[0],[0],[0.00],[1.1095250844],[5.870778492]
[1904],[5],[10],[0],[0],[0.00],[1.1253441977],[5.968843712]
[1904],[5],[11],[0],[0],[0.00],[1.1417123789],[6.069806664]
[1904],[5],[12],[0],[0],[0.00],[1.1582708895],[6.171153730]
[1904],[5],[13],[0],[0],[0.00],[1.1746325965],[6.270294248]
[1904],[5],[14],[0],[0],[0.00],[1.1904336899],[6.364905525]
[1904],[5],[15],[0],[0],[0.00],[1.2053793662],[6.453220704]
[1904],[5],[16],[0],[0],[0.00],[1.2192802991],[6.534243657]
[1904],[5],[17],[0],[0],[0.00],[1.2320759396],[6.607867691]
[1904],[5],[18],[0],[0],[0.00],[1.2438439377],[6.674897359]
[1904],[5],[19],[0],[0],[0.00],[1.2547929653],[6.736961215]
[1904],[5],[20],[0],[0],[0.00],[1.2652386913],[6.796316491]
[1904],[5],[21],[0],[0],[0.00],[1.2755647737],[6.855564744]
[1904],[5],[22],[0],[0],[0.00],[1.2861694922],[6.917284953]
[1904],[5],[23],[0],[0],[0.00],[1.2974094664],[6.983665383]
[1904],[5],[24],[0],[0],[0.00],[1.3095441009],[7.056159002]
[1904],[5],[25],[0],[0],[0.00],[1.3226965241],[7.135263240]
[1904],[5],[26],[0],[0],[0.00],[1.3368339927],[7.220440660]
[1904],[5],[27],[0],[0],[0.00],[1.3517743120],[7.310211468]
[1904],[5],[28],[0],[0],[0.00],[1.3672144096],[7.402386339]
[1904],[5],[29],[0],[0],[0.00],[1.3827758872],[7.494395521]
[1904],[5],[30],[0],[0],[0.00],[1.3980573969],[7.583644953]
[1904],[5],[31],[0],[0],[0.00],[1.4126883739],[7.667861606]
[1904],[6],[1],[0],[0],[0.00],[1.4263747886],[7.745370172]
[1904],[6],[2],[0],[0],[0.00],[1.4389364204],[7.815301397]
[1904],[6],[3],[0],[0],[0.00],[1.4503291164],[7.877695473]
[1904],[6],[4],[0],[0],[0.00],[1.4606531188],[7.933511327]
