[Year],[M],[D],[H],[M],[S],[alpha],[dec]
[1935],[10],[11],[0],[0],[0.00],[15.5072918740],[-18.262483952]
[1935],[10],[12],[0],[0],[0.00],[15.5220136779],[-18.319533185]
[1935],[10],[13],[0],[0],[0.00],[15.5330668000],[-18.358619751]
[1935],[10],[14],[0],[0],[0.00],[15.5499118027],[-18.421266934]
[1935],[10],[15],[0],[0],[0.00],[15.5600955690],[-18.458678055]
[1935],[10],[16],[0],[0],[0.00],[15.5770282357],[-18.518859617]
[1935],[10],[17],[0],[0],[0.00],[15.5885170049],[-18.562338503]
[1935],[10],[18],[0],[0],[0.00],[15.6035443462],[-18.613686248]
[1935],[10],[19],[0],[0],[0.00],[15.6177863653],[-18.666993664]
[1935],[10],[20],[0],[0],[0.00],[15.6302071112],[-18.708757628]
[1935],[10],[21],[0],[0],[0.00],[15.6470271357],[-18.769435018]
[1935],[10],[22],[0],[0],[0.00],[15.6578602639],[-18.806772802]
[1935],[10],[23],[0],[0],[0.00],[15.6755613498],[-18.867768065]
[1935],[10],[24],[0],[0],[0.00],[15.6868931609],[-18.908338480]
[1935],[10],[25],[0],[0],[0.00],[15.7033099777],[-18.962463873]
[1935],[10],[26],[0],[0],[0.00],[15.7169905155],[-19.011606268]
[1935],[10],[27],[0],[0],[0.00],[15.7308459591],[-19.056013165]
[1935],[10],[28],[0],[0],[0.00],[15.7473417614],[-19.113503730]
[1935],[10],[29],[0],[0],[0.00],[15.7590407061],[-19.151319798]
[1935],[10],[30],[0],[0],[0.00],[15.7771376067],[-19.211611995]
[1935],[10],[31],[0],[0],[0.00],[15.7884982135],[-19.249787455]
[1935],[11],[1],[0],[0],[0.00],[15.8060484052],[-19.305546057]
[1935],[11],[2],[0],[0],[0.00],[15.8191606599],[-19.350418806]
[1935],[11],[3],[0],[0],[0.00],[15.8344254786],[-19.397122773]
[1935],[11],[4],[0],[0],[0.00],[15.8503536656],[-19.450516725]
[1935],[11],[5],[0],[0],[0.00],[15.8630903769],[-19.489187588]
[1935],[11],[6],[0],[0],[0.00],[15.8812062287],[-19.547378368]
[1935],[11],[7],[0],[0],[0.00],[15.8928075527],[-19.583749806]
[1935],[11],[8],[0],[0],[0.00],[15.9111690685],[-19.639876201]
[1935],[11],[9],[0],[0],[0.00],[15.9237839540],[-19.680673025]
[1935],[11],[10],[0],[0],[0.00],[15.9403454376],[-19.729074615]
[1935],[11],[11],[0],[0],[0.00],[15.9555430877],[-19.777824121]
[1935],[11],[12],[0],[0],[0.00],[15.9694367782],[-19.817530556]
[1935],[11],[13],[0],[0],[0.00],[15.9872289640],[-19.872457137]
[1935],[11],[14],[0],[0],[0.00],[15.9993004727],[-19.907627889]
[1935],[11],[15],[0],[0],[0.00],[16.0181208879],[-19.962858472]
[1935],[11],[16],[0],[0],[0.00],[16.0303902002],[-20.000013753]
[1935],[11],[17],[0],[0],[0.00],[16.0480644461],[-20.049320901]
[1935],[11],[18],[0],[0],[0.00],[16.0624670954],[-20.093227916]
[1935],[11],[19],[0],[0],[0.00],[16.0775745229],[-20.133918527]
[1935],[11],[20],[0],[0],[0.00],[16.0947585128],[-20.184689869]
[1935],[11],[21],[0],[0],[0.00],[16.1075182754],[-20.219159487]
[1935],[11],[22],[0],[0],[0.00],[16.1264282777],[-20.272283305]
[1935],[11],[23],[0],[0],[0.00],[16.1385519058],[-20.306335522]
[1935],[11],[24],[0],[0],[0.00],[16.1570742500],[-20.355583021]
[1935],[11],[25],[0],[0],[0.00],[16.1706946708],[-20.394710505]
[1935],[11],[26],[0],[0],[0.00],[16.1869773252],[-20.436063583]
[1935],[11],[27],[0],[0],[0.00],[16.2033235950],[-20.482058351]
[1935],[11],[28],[0],[0],[0.00],[16.2169353691],[-20.516138534]
[1935],[11],[29],[0],[0],[0.00],[16.2355577213],[-20.566069640]
[1935],[11],[30],[0],[0],[0.00],[16.2477495040],[-20.597573790]
[1935],[12],[1],[0],[0],[0.00],[16.2667820683],[-20.645717559]
[1935],[12],[2],[0],[0],[0.00],[16.2796995920],[-20.680348192]
[1935],[12],[3],[0],[0],[0.00],[16.2970198934],[-20.721832324]
[1935],[12],[4],[0],[0],[0.00],[16.3123702647],[-20.762734392]
[1935],[12],[5],[0],[0],[0.00],[16.3269296573],[-20.796551871]
[1935],[12],[6],[0],[0],[0.00],[16.3449133392],[-20.842433275]
[1935],[12],[7],[0],[0],[0.00],[16.3573887773],[-20.871923129]
[1935],[12],[8],[0],[0],[0.00],[16.3765554547],[-20.917966045]
[1935],[12],[9],[0],[0],[0.00],[16.3889189210],[-20.948565428]
[1935],[12],[10],[0],[0],[0.00],[16.4070611693],[-20.989528060]
[1935],[12],[11],[0],[0],[0.00],[16.4213531434],[-21.025328313]
[1935],[12],[12],[0],[0],[0.00],[16.4368896410],[-21.058837983]
[1935],[12],[13],[0],[0],[0.00],[16.4539483087],[-21.100090375]
[1935],[12],[14],[0],[0],[0.00],[16.4669135407],[-21.128017921]
[1935],[12],[15],[0],[0],[0.00],[16.4858343746],[-21.171077613]
[1935],[12],[16],[0],[0],[0.00],[16.4978494114],[-21.198197749]
[1935],[12],[17],[0],[0],[0.00],[16.5165314368],[-21.237906281]
[1935],[12],[18],[0],[0],[0.00],[16.5297933795],[-21.268822540]
[1935],[12],[19],[0],[0],[0.00],[16.5462520004],[-21.301789587]
[1935],[12],[20],[0],[0],[0.00],[16.5621689160],[-21.338086032]
[1935],[12],[21],[0],[0],[0.00],[16.5757811318],[-21.364747150]
[1935],[12],[22],[0],[0],[0.00],[16.5940796183],[-21.404087957]
[1935],[12],[23],[0],[0],[0.00],[16.6059671055],[-21.428271556]
[1935],[12],[24],[0],[0],[0.00],[16.6248387017],[-21.465970316]
[1935],[12],[25],[0],[0],[0.00],[16.6371652365],[-21.492378176]
[1935],[12],[26],[0],[0],[0.00],[16.6543894736],[-21.524416551]
[1935],[12],[27],[0],[0],[0.00],[16.6690178772],[-21.555674694]
[1935],[12],[28],[0],[0],[0.00],[16.6833562405],[-21.581203476]
[1935],[12],[29],[0],[0],[0.00],[16.7006776107],[-21.616291944]
[1935],[12],[30],[0],[0],[0.00],[16.7126448211],[-21.638029201]
[1935],[12],[31],[0],[0],[0.00],[16.7313075148],[-21.673027025]
[1936],[1],[1],[0],[0],[0.00],[16.7428457761],[-21.695412418]
[1936],[1],[2],[0],[0],[0.00],[16.7605852622],[-21.726060268]
[1936],[1],[3],[0],[0],[0.00],[16.7738595121],[-21.752429970]
[1936],[1],[4],[0],[0],[0.00],[16.7889191580],[-21.776830295]
[1936],[1],[5],[0],[0],[0.00],[16.8049645653],[-21.807376857]
[1936],[1],[6],[0],[0],[0.00],[16.8171957367],[-21.827088494]
[1936],[1],[7],[0],[0],[0.00],[16.8352458771],[-21.858837846]
[1936],[1],[8],[0],[0],[0.00],[16.8461964401],[-21.877751485]
[1936],[1],[9],[0],[0],[0.00],[16.8641399391],[-21.906544747]
[1936],[1],[10],[0],[0],[0.00],[16.8760942519],[-21.928364967]
[1936],[1],[11],[0],[0],[0.00],[16.8917959881],[-21.951536255]
[1936],[1],[12],[0],[0],[0.00],[16.9063539545],[-21.977478501]
[1936],[1],[13],[0],[0],[0.00],[16.9189958447],[-21.995477264]
[1936],[1],[14],[0],[0],[0.00],[16.9360526592],[-22.023586955]
[1936],[1],[15],[0],[0],[0.00],[16.9466417823],[-22.039559662]
[1936],[1],[16],[0],[0],[0.00],[16.9644242308],[-22.066056212]
[1936],[1],[17],[0],[0],[0.00],[16.9751675404],[-22.083766436]
[1936],[1],[18],[0],[0],[0.00],[16.9913363472],[-22.105514383]
[1936],[1],[19],[0],[0],[0.00],[17.0042717640],[-22.126967825]
[1936],[1],[20],[0],[0],[0.00],[17.0173914474],[-22.143441436]
[1936],[1],[21],[0],[0],[0.00],[17.0331001457],[-22.167686417]
[1936],[1],[22],[0],[0],[0.00],[17.0435355052],[-22.181188936]
[1936],[1],[23],[0],[0],[0.00],[17.0607447984],[-22.205023802]
[1936],[1],[24],[0],[0],[0.00],[17.0704338485],[-22.219121784]
[1936],[1],[25],[0],[0],[0.00],[17.0867971745],[-22.239223117]
[1936],[1],[26],[0],[0],[0.00],[17.0980519912],[-22.256462873]
[1936],[1],[27],[0],[0],[0.00],[17.1116223664],[-22.271513528]
[1936],[1],[28],[0],[0],[0.00],[17.1256781626],[-22.291855470]
[1936],[1],[29],[0],[0],[0.00],[17.1361286099],[-22.303297647]
[1936],[1],[30],[0],[0],[0.00],[17.1523375703],[-22.324235833]
[1936],[1],[31],[0],[0],[0.00],[17.1611654430],[-22.335245981]
[1936],[2],[1],[0],[0],[0.00],[17.1773769259],[-22.353507881]
[1936],[2],[2],[0],[0],[0.00],[17.1869805918],[-22.366931582]
[1936],[2],[3],[0],[0],[0.00],[17.2008884384],[-22.380611619]
[1936],[2],[4],[0],[0],[0.00],[17.2130709481],[-22.397180405]
[1936],[2],[5],[0],[0],[0.00],[17.2236627440],[-22.406904476]
[1936],[2],[6],[0],[0],[0.00],[17.2384744456],[-22.424848322]
[1936],[2],[7],[0],[0],[0.00],[17.2466652605],[-22.433274687]
[1936],[2],[8],[0],[0],[0.00],[17.2623395315],[-22.449555783]
[1936],[2],[9],[0],[0],[0.00],[17.2704116047],[-22.459617828]
[1936],[2],[10],[0],[0],[0.00],[17.2844650132],[-22.471942989]
[1936],[2],[11],[0],[0],[0.00],[17.2946509749],[-22.484981991]
[1936],[2],[12],[0],[0],[0.00],[17.3054454265],[-22.493252081]
[1936],[2],[13],[0],[0],[0.00],[17.3185086677],[-22.508219025]
[1936],[2],[14],[0],[0],[0.00],[17.3262782339],[-22.514509553]
[1936],[2],[15],[0],[0],[0.00],[17.3409963698],[-22.528731887]
[1936],[2],[16],[0],[0],[0.00],[17.3477104946],[-22.535896093]
[1936],[2],[17],[0],[0],[0.00],[17.3616249765],[-22.546875194]
[1936],[2],[18],[0],[0],[0.00],[17.3697714932],[-22.556703911]
[1936],[2],[19],[0],[0],[0.00],[17.3807328522],[-22.563730840]
[1936],[2],[20],[0],[0],[0.00],[17.3917469635],[-22.575843692]
[1936],[2],[21],[0],[0],[0.00],[17.3992642650],[-22.580395017]
[1936],[2],[22],[0],[0],[0.00],[17.4125889952],[-22.592565642]
[1936],[2],[23],[0],[0],[0.00],[17.4181450213],[-22.597289627]
[1936],[2],[24],[0],[0],[0.00],[17.4315538134],[-22.606965424]
[1936],[2],[25],[0],[0],[0.00],[17.4376951584],[-22.613956117]
[1936],[2],[26],[0],[0],[0.00],[17.4486882565],[-22.619936732]
[1936],[2],[27],[0],[0],[0.00],[17.4574276989],[-22.629408582]
[1936],[2],[28],[0],[0],[0.00],[17.4648047527],[-22.632584346]
[1936],[2],[29],[0],[0],[0.00],[17.4763227762],[-22.642796449]
[1936],[3],[1],[0],[0],[0.00],[17.4809425907],[-22.645518793]
[1936],[3],[2],[0],[0],[0.00],[17.4934390356],[-22.653979589]
[1936],[3],[3],[0],[0],[0.00],[17.4977013190],[-22.658516249]
[1936],[3],[4],[0],[0],[0.00],[17.5085181606],[-22.663640584]
[1936],[3],[5],[0],[0],[0.00],[17.5148676196],[-22.670719898]
[1936],[3],[6],[0],[0],[0.00],[17.5221635315],[-22.672839826]
[1936],[3],[7],[0],[0],[0.00],[17.5315274972],[-22.681222644]
[1936],[3],[8],[0],[0],[0.00],[17.5354408822],[-22.682330135]
[1936],[3],[9],[0],[0],[0.00],[17.5466060313],[-22.689679204]
[1936],[3],[10],[0],[0],[0.00],[17.5491873958],[-22.692111171]
[1936],[3],[11],[0],[0],[0.00],[17.5595451110],[-22.696555799]
[1936],[3],[12],[0],[0],[0.00],[17.5634872859],[-22.701482182]
[1936],[3],[13],[0],[0],[0.00],[17.5706768673],[-22.702832519]
[1936],[3],[14],[0],[0],[0.00],[17.5776059100],[-22.709524334]
[1936],[3],[15],[0],[0],[0.00],[17.5810052217],[-22.709366017]
[1936],[3],[16],[0],[0],[0.00],[17.5904148186],[-22.715718611]
[1936],[3],[17],[0],[0],[0.00],[17.5915478444],[-22.716365790]
[1936],[3],[18],[0],[0],[0.00],[17.6010900308],[-22.720310982]
[1936],[3],[19],[0],[0],[0.00],[17.6026919567],[-22.723306686]
[1936],[3],[20],[0],[0],[0.00],[17.6096533730],[-22.724166191]
[1936],[3],[21],[0],[0],[0.00],[17.6139455625],[-22.729296641]
[1936],[3],[22],[0],[0],[0.00],[17.6169622094],[-22.728205552]
[1936],[3],[23],[0],[0],[0.00],[17.6242136872],[-22.733671944]
[1936],[3],[24],[0],[0],[0.00],[17.6241437715],[-22.732832021]
[1936],[3],[25],[0],[0],[0.00],[17.6324655279],[-22.736453673]
[1936],[3],[26],[0],[0],[0.00],[17.6318758805],[-22.737711338]
[1936],[3],[27],[0],[0],[0.00],[17.6384038610],[-22.738352957]
[1936],[3],[28],[0],[0],[0.00],[17.6399624868],[-22.742012296]
[1936],[3],[29],[0],[0],[0.00],[17.6426703604],[-22.740309403]
[1936],[3],[30],[0],[0],[0.00],[17.6474332608],[-22.744951963]
[1936],[3],[31],[0],[0],[0.00],[17.6464228010],[-22.742894913]
[1936],[4],[1],[0],[0],[0.00],[17.6531265455],[-22.746319318]
[1936],[4],[2],[0],[0],[0.00],[17.6505908880],[-22.745977964]
[1936],[4],[3],[0],[0],[0.00],[17.6564349870],[-22.746632116]
[1936],[4],[4],[0],[0],[0.00],[17.6552964849],[-22.748828406]
[1936],[4],[5],[0],[0],[0.00],[17.6577179996],[-22.746802779]
[1936],[4],[6],[0],[0],[0.00],[17.6597644647],[-22.750584961]
[1936],[4],[7],[0],[0],[0.00],[17.6580681444],[-22.747552097]
[1936],[4],[8],[0],[0],[0.00],[17.6627807117],[-22.750813979]
[1936],[4],[9],[0],[0],[0.00],[17.6586030632],[-22.748970485]
[1936],[4],[10],[0],[0],[0.00],[17.6634601817],[-22.749807276]
[1936],[4],[11],[0],[0],[0.00],[17.6597644541],[-22.750478411]
[1936],[4],[12],[0],[0],[0.00],[17.6618394838],[-22.748399071]
[1936],[4],[13],[0],[0],[0.00],[17.6610370106],[-22.751188033]
[1936],[4],[14],[0],[0],[0.00],[17.6588601947],[-22.747427264]
[1936],[4],[15],[0],[0],[0.00],[17.6612451576],[-22.750461561]
[1936],[4],[16],[0],[0],[0.00],[17.6557547350],[-22.747214240]
[1936],[4],[17],[0],[0],[0.00],[17.6592864182],[-22.748332399]
[1936],[4],[18],[0],[0],[0.00],[17.6532678462],[-22.747379526]
[1936],[4],[19],[0],[0],[0.00],[17.6548619585],[-22.745493095]
[1936],[4],[20],[0],[0],[0.00],[17.6511937339],[-22.747068584]
[1936],[4],[21],[0],[0],[0.00],[17.6486882815],[-22.742847678]
[1936],[4],[22],[0],[0],[0.00],[17.6484872824],[-22.745470285]
[1936],[4],[23],[0],[0],[0.00],[17.6420316166],[-22.740944080]
[1936],[4],[24],[0],[0],[0.00],[17.6439098450],[-22.742332666]
[1936],[4],[25],[0],[0],[0.00],[17.6359042333],[-22.739642853]
[1936],[4],[26],[0],[0],[0.00],[17.6368440126],[-22.738133831]
[1936],[4],[27],[0],[0],[0.00],[17.6304406023],[-22.738190441]
[1936],[4],[28],[0],[0],[0.00],[17.6277231801],[-22.733773933]
[1936],[4],[29],[0],[0],[0.00],[17.6248077584],[-22.735654618]
[1936],[4],[30],[0],[0],[0.00],[17.6177566744],[-22.730005266]
[1936],[5],[1],[0],[0],[0.00],[17.6177159145],[-22.731496060]
[1936],[5],[2],[0],[0],[0.00],[17.6081585145],[-22.726971477]
[1936],[5],[3],[0],[0],[0.00],[17.6082598498],[-22.725918745]
[1936],[5],[4],[0],[0],[0.00],[17.5993994499],[-22.724105490]
[1936],[5],[5],[0],[0],[0.00],[17.5965426190],[-22.719743029]
[1936],[5],[6],[0],[0],[0.00],[17.5909188448],[-22.720436883]
[1936],[5],[7],[0],[0],[0.00],[17.5836237164],[-22.713886348]
[1936],[5],[8],[0],[0],[0.00],[17.5814647675],[-22.715166545]
[1936],[5],[9],[0],[0],[0.00],[17.5708391406],[-22.708800307]
[1936],[5],[10],[0],[0],[0.00],[17.5699017236],[-22.708175229]
[1936],[5],[11],[0],[0],[0.00],[17.5589736341],[-22.704185496]
[1936],[5],[12],[0],[0],[0.00],[17.5559856958],[-22.700112387]
[1936],[5],[13],[0],[0],[0.00],[17.5477860756],[-22.699131387]
[1936],[5],[14],[0],[0],[0.00],[17.5405480894],[-22.691991281]
[1936],[5],[15],[0],[0],[0.00],[17.5361544439],[-22.692635589]
[1936],[5],[16],[0],[0],[0.00],[17.5249615352],[-22.684568728]
[1936],[5],[17],[0],[0],[0.00],[17.5227938357],[-22.684229215]
[1936],[5],[18],[0],[0],[0.00],[17.5102852245],[-22.677881802]
[1936],[5],[19],[0],[0],[0.00],[17.5071284154],[-22.674296812]
[1936],[5],[20],[0],[0],[0.00],[17.4966281850],[-22.671187154]
[1936],[5],[21],[0],[0],[0.00],[17.4897043133],[-22.663849804]
[1936],[5],[22],[0],[0],[0.00],[17.4830861306],[-22.663363359]
[1936],[5],[23],[0],[0],[0.00],[17.4718442736],[-22.653910373]
[1936],[5],[24],[0],[0],[0.00],[17.4683187204],[-22.653595215]
[1936],[5],[25],[0],[0],[0.00],[17.4548206376],[-22.644894729]
[1936],[5],[26],[0],[0],[0.00],[17.4514545526],[-22.641918599]
[1936],[5],[27],[0],[0],[0.00],[17.4390906966],[-22.636334028]
[1936],[5],[28],[0],[0],[0.00],[17.4327068927],[-22.629229797]
[1936],[5],[29],[0],[0],[0.00],[17.4240274731],[-22.627103626]
[1936],[5],[30],[0],[0],[0.00],[17.4132501544],[-22.616747403]
[1936],[5],[31],[0],[0],[0.00],[17.4083206195],[-22.616093999]
[1936],[6],[1],[0],[0],[0.00],[17.3944813130],[-22.605284189]
[1936],[6],[2],[0],[0],[0.00],[17.3908545397],[-22.602943425]
[1936],[6],[3],[0],[0],[0.00],[17.3771758224],[-22.594745531]
[1936],[6],[4],[0],[0],[0.00],[17.3714870558],[-22.588317555]
[1936],[6],[5],[0],[0],[0.00],[17.3610280394],[-22.584137130]
[1936],[6],[6],[0],[0],[0.00],[17.3511620658],[-22.573526835]
[1936],[6],[7],[0],[0],[0.00],[17.3448491696],[-22.572144139]
[1936],[6],[8],[0],[0],[0.00],[17.3313110037],[-22.559750518]
[1936],[6],[9],[0],[0],[0.00],[17.3273568109],[-22.557990614]
[1936],[6],[10],[0],[0],[0.00],[17.3129805455],[-22.547332804]
[1936],[6],[11],[0],[0],[0.00],[17.3080615222],[-22.541999162]
[1936],[6],[12],[0],[0],[0.00],[17.2962102273],[-22.535539607]
[1936],[6],[13],[0],[0],[0.00],[17.2876126456],[-22.525437863]
[1936],[6],[14],[0],[0],[0.00],[17.2800174101],[-22.522971238]
[1936],[6],[15],[0],[0],[0.00],[17.2673852173],[-22.509775937]
[1936],[6],[16],[0],[0],[0.00],[17.2630467312],[-22.508466539]
[1936],[6],[17],[0],[0],[0.00],[17.2486353778],[-22.495819610]
[1936],[6],[18],[0],[0],[0.00],[17.2445010332],[-22.491918423]
[1936],[6],[19],[0],[0],[0.00],[17.2317517844],[-22.483208898]
[1936],[6],[20],[0],[0],[0.00],[17.2246958486],[-22.474406521]
[1936],[6],[21],[0],[0],[0.00],[17.2160285148],[-22.470600605]
[1936],[6],[22],[0],[0],[0.00],[17.2048606011],[-22.457571671]
[1936],[6],[23],[0],[0],[0.00],[17.2001315069],[-22.456524167]
[1936],[6],[24],[0],[0],[0.00],[17.1863756305],[-22.442655146]
[1936],[6],[25],[0],[0],[0.00],[17.1830076303],[-22.440396366]
[1936],[6],[26],[0],[0],[0.00],[17.1699445607],[-22.429751912]
[1936],[6],[27],[0],[0],[0.00],[17.1646098719],[-22.422968604]
[1936],[6],[28],[0],[0],[0.00],[17.1551751956],[-22.417721790]
[1936],[6],[29],[0],[0],[0.00],[17.1459319423],[-22.405905491]
[1936],[6],[30],[0],[0],[0.00],[17.1408397387],[-22.404904352]
[1936],[7],[1],[0],[0],[0.00],[17.1283812241],[-22.390808161]
[1936],[7],[2],[0],[0],[0.00],[17.1257015598],[-22.390247652]
[1936],[7],[3],[0],[0],[0.00],[17.1129254226],[-22.378264868]
[1936],[7],[4],[0],[0],[0.00],[17.1093577546],[-22.374062757]
[1936],[7],[5],[0],[0],[0.00],[17.0995101870],[-22.367473119]
[1936],[7],[6],[0],[0],[0.00],[17.0925037851],[-22.357877486]
[1936],[7],[7],[0],[0],[0.00],[17.0871003580],[-22.356732387]
[1936],[7],[8],[0],[0],[0.00],[17.0764838587],[-22.343534320]
[1936],[7],[9],[0],[0],[0.00],[17.0743689110],[-22.344583944]
[1936],[7],[10],[0],[0],[0.00],[17.0624661136],[-22.332101412]
[1936],[7],[11],[0],[0],[0.00],[17.0605947610],[-22.330828371]
[1936],[7],[12],[0],[0],[0.00],[17.0507369072],[-22.323216162]
[1936],[7],[13],[0],[0],[0.00],[17.0461371850],[-22.316700126]
[1936],[7],[14],[0],[0],[0.00],[17.0405271095],[-22.315296508]
[1936],[7],[15],[0],[0],[0.00],[17.0321934584],[-22.304130515]
[1936],[7],[16],[0],[0],[0.00],[17.0305195853],[-22.306585162]
[1936],[7],[17],[0],[0],[0.00],[17.0200545800],[-22.294599642]
[1936],[7],[18],[0],[0],[0.00],[17.0197348971],[-22.296353376]
[1936],[7],[19],[0],[0],[0.00],[17.0103222592],[-22.288239688]
[1936],[7],[20],[0],[0],[0.00],[17.0081773500],[-22.285409505]
[1936],[7],[21],[0],[0],[0.00],[17.0025386111],[-22.283735459]
[1936],[7],[22],[0],[0],[0.00],[16.9968153538],[-22.275606849]
[1936],[7],[23],[0],[0],[0.00],[16.9954852832],[-22.279176750]
[1936],[7],[24],[0],[0],[0.00],[16.9869676216],[-22.268726380]
[1936],[7],[25],[0],[0],[0.00],[16.9879950920],[-22.273347269]
[1936],[7],[26],[0],[0],[0.00],[16.9794970081],[-22.265400568]
[1936],[7],[27],[0],[0],[0.00],[16.9797207124],[-22.266541755]
[1936],[7],[28],[0],[0],[0.00],[16.9742769317],[-22.264704599]
[1936],[7],[29],[0],[0],[0.00],[16.9713377397],[-22.260376090]
[1936],[7],[30],[0],[0],[0.00],[16.9702711575],[-22.264741083]
[1936],[7],[31],[0],[0],[0.00],[16.9641013832],[-22.256790556]
[1936],[8],[1],[0],[0],[0.00],[16.9662148239],[-22.263902511]
[1936],[8],[2],[0],[0],[0.00],[16.9590697986],[-22.256872026]
[1936],[8],[3],[0],[0],[0.00],[16.9614447101],[-22.261936597]
[1936],[8],[4],[0],[0],[0.00],[16.9564486128],[-22.260168195]
[1936],[8],[5],[0],[0],[0.00],[16.9563065998],[-22.260087919]
[1936],[8],[6],[0],[0],[0.00],[16.9554565513],[-22.264959772]
[1936],[8],[7],[0],[0],[0.00],[16.9519111726],[-22.260302603]
[1936],[8],[8],[0],[0],[0.00],[16.9548321049],[-22.269388746]
[1936],[8],[9],[0],[0],[0.00],[16.9494379929],[-22.264033779]
[1936],[8],[10],[0],[0],[0.00],[16.9536603993],[-22.272681969]
[1936],[8],[11],[0],[0],[0.00],[16.9494058371],[-22.271333551]
[1936],[8],[12],[0],[0],[0.00],[16.9519485468],[-22.275617123]
[1936],[8],[13],[0],[0],[0.00],[16.9513421749],[-22.280799755]
[1936],[8],[14],[0],[0],[0.00],[16.9505921427],[-22.279990478]
[1936],[8],[15],[0],[0],[0.00],[16.9540841794],[-22.290480500]
[1936],[8],[16],[0],[0],[0.00],[16.9508036246],[-22.287491598]
[1936],[8],[17],[0],[0],[0.00],[16.9565381122],[-22.299152498]
[1936],[8],[18],[0],[0],[0.00],[16.9533613207],[-22.298648559]
[1936],[8],[19],[0],[0],[0.00],[16.9583761206],[-22.307074281]
[1936],[8],[20],[0],[0],[0.00],[16.9581185649],[-22.312472924]
[1936],[8],[21],[0],[0],[0.00],[16.9602143168],[-22.315756320]
[1936],[8],[22],[0],[0],[0.00],[16.9640898040],[-22.327081040]
[1936],[8],[23],[0],[0],[0.00],[16.9632047241],[-22.326982525]
[1936],[8],[24],[0],[0],[0.00],[16.9700877447],[-22.340919462]
[1936],[8],[25],[0],[0],[0.00],[16.9683167123],[-22.341689882]
[1936],[8],[26],[0],[0],[0.00],[16.9754840627],[-22.353735711]
[1936],[8],[27],[0],[0],[0.00],[16.9757286673],[-22.359358614]
[1936],[8],[28],[0],[0],[0.00],[16.9805803000],[-22.366657749]
[1936],[8],[29],[0],[0],[0.00],[16.9847029192],[-22.378321439]
[1936],[8],[30],[0],[0],[0.00],[16.9863873882],[-22.381422817]
[1936],[8],[31],[0],[0],[0.00],[16.9940547908],[-22.396839940]
[1936],[9],[1],[0],[0],[0.00],[16.9939879439],[-22.399272578]
[1936],[9],[2],[0],[0],[0.00],[17.0029143810],[-22.414204747]
[1936],[9],[3],[0],[0],[0.00],[17.0038607748],[-22.420156326]
[1936],[9],[4],[0],[0],[0.00],[17.0112582356],[-22.431104541]
[1936],[9],[5],[0],[0],[0.00],[17.0155667406],[-22.442735244]
[1936],[9],[6],[0],[0],[0.00],[17.0198891716],[-22.449103294]
[1936],[9],[7],[0],[0],[0.00],[17.0280205364],[-22.465237111]
[1936],[9],[8],[0],[0],[0.00],[17.0299216762],[-22.469622728]
[1936],[9],[9],[0],[0],[0.00],[17.0401904382],[-22.486588687]
[1936],[9],[10],[0],[0],[0.00],[17.0420899441],[-22.493033591]
[1936],[9],[11],[0],[0],[0.00],[17.0517425907],[-22.507026568]
[1936],[9],[12],[0],[0],[0.00],[17.0562771087],[-22.518390164]
[1936],[9],[13],[0],[0],[0.00],[17.0632163813],[-22.527839797]
[1936],[9],[14],[0],[0],[0.00],[17.0715766409],[-22.544021847]
[1936],[9],[15],[0],[0],[0.00],[17.0756665520],[-22.550498244]
[1936],[9],[16],[0],[0],[0.00],[17.0868754755],[-22.568607267]
[1936],[9],[17],[0],[0],[0.00],[17.0900085670],[-22.575708460]
[1936],[9],[18],[0],[0],[0.00],[17.1015582914],[-22.591961240]
[1936],[9],[19],[0],[0],[0.00],[17.1064386702],[-22.602935872]
[1936],[9],[20],[0],[0],[0.00],[17.1158627974],[-22.615035866]
[1936],[9],[21],[0],[0],[0.00],[17.1242920065],[-22.630723762]
[1936],[9],[22],[0],[0],[0.00],[17.1307013812],[-22.639233802]
[1936],[9],[23],[0],[0],[0.00],[17.1424645277],[-22.657632716]
[1936],[9],[24],[0],[0],[0.00],[17.1470907576],[-22.665495016]
[1936],[9],[25],[0],[0],[0.00],[17.1601167958],[-22.683125824]
[1936],[9],[26],[0],[0],[0.00],[17.1655133595],[-22.693673573]
[1936],[9],[27],[0],[0],[0.00],[17.1771768358],[-22.707798965]
[1936],[9],[28],[0],[0],[0.00],[17.1855935150],[-22.722602921]
[1936],[9],[29],[0],[0],[0.00],[17.1943495226],[-22.732897421]
[1936],[9],[30],[0],[0],[0.00],[17.2063280332],[-22.750848480]
[1936],[10],[1],[0],[0],[0.00],[17.2126698594],[-22.759485292]
[1936],[10],[2],[0],[0],[0.00],[17.2267298170],[-22.777612863]
[1936],[10],[3],[0],[0],[0.00],[17.2328591161],[-22.787744539]
[1936],[10],[4],[0],[0],[0.00],[17.2464349655],[-22.803149813]
[1936],[10],[5],[0],[0],[0.00],[17.2548550346],[-22.816828089]
[1936],[10],[6],[0],[0],[0.00],[17.2658942676],[-22.828484019]
[1936],[10],[7],[0],[0],[0.00],[17.2778377633],[-22.845402591]
[1936],[10],[8],[0],[0],[0.00],[17.2860781268],[-22.854698872]
[1936],[10],[9],[0],[0],[0.00],[17.3007575385],[-22.872506943]
[1936],[10],[10],[0],[0],[0.00],[17.3078769634],[-22.882219030]
[1936],[10],[11],[0],[0],[0.00],[17.3229926504],[-22.898096172]
